item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
Стеллаж с четырьмя выдвижными ящичками,двумя распашными дверками и множеством полок. Дуб белёный + синий./,,,,,,,,,,,,,,,,
26699db9838d,7045613a417f,Краснодарский край,Анапа,Личные вещи,Детская одежда и обувь,Для мальчиков,Верхняя одежда,Без размера,Пуховик,Отличное состояние. Покупался в Германии. Размер где-то на 14-17 лет. Надо мерить.,2000.0,65,2017-03-21,Company,6f2a17ade4601c09a37db75244f443fbc52219b7309e1dc935c27a8447d5d1e6,646.0,0.0
Режим полета/,,,,,,,,,,,,,,,,,
93fd9f006259,ecb7f88c7b3e,Калининградская область,Калининград,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),Платье,"Состояние отличное, одето 1 раз.",350.0,51,2017-03-20,Private,aa8a142f318a4f84ce6fb6b5a76315f4b1095120517f34da6a695cd7bf07ef3e,557.0,0.0
591f67be55a7,a8a3dc808a3f,Самарская область,Самара,Бытовая электроника,Планшеты и электронные книги,Планшеты,,,"Планшет, Samsung Tab 5(на семь дюймов)",,5000.0,3,2017-03-24,Private,ba6fc5e6b4bf7365cce4cff828be13c4db67a4eeddbd062d9a12323aaff01e2a,2877.0,0.07986
-Устранение вирусов и прочих элементов/,,,,,,,,,,,,,,,,,
Число тактов 4 /,,,,,,,,,,,,,,,,,
Чернозем,имеются плодоносные деревья(яблони,груша,слива,"вишня)!\"",600000.0,3,2017-03-25,Private,,,0.0,,,,,,
Техпроцесс,нм: 65 SOI/,,,,,,,,,,,,,,,,
649a9b1b1912,0aebf0a151d3,Алтайский край,Барнаул,Личные вещи,"Одежда, обувь, аксессуары",Мужская одежда,Пиджаки и костюмы,46–48 (M),Стильный мужской костюм 48 размер,Состояние идеальное. Был надет один раз. /,,,,,,,
54dff40fdfd4,6b7761ab4f53,Новосибирская область,Новосибирск,Личные вещи,Детская одежда и обувь,Для девочек,Платья и юбки,74-80 см (7-12 мес),Платье нарядное Childrensplace 74 см,Платье Childrensplace (Чилдренплейс). Цена 800 руб. /,,,,,,,
9f78de580bbf,dac8f0c77b8e,Пермский край,Пермь,Личные вещи,Детская одежда и обувь,Для девочек,Другое,,Пакет украшений для малышки,10 повязок на Любой вкус. Одевались все по паре раз. /,,,,,,,
efc18bb6ffcd,7e4329eb0a44,Ростовская область,Ростов-на-Дону,Личные вещи,Детская одежда и обувь,Для девочек,Трикотаж,110-116 см (4-6 лет),Новый костюм на девочку,"Новый костюмчик трткотаж+стрейч, на 4-5 года",250.0,69,2017-03-27,Private,92636bbd14c288ca4bbe84debf9c310749153ef6ecc4be98b44cf37491e8aa80,109.0,0.0
* Прокладка кабеля /,,,,,,,,,,,,,,,,,
✔ Рекомендации отелей основываются на личном опыте и отзывах наших туристов./,,,,,,,,,,,,,,,,,
*****************************НАШИ УСЛУГИ*******************************/,,,,,,,,,,,,,,,,,
Количество микрофонных входов/,,,,,,,,,,,,,,,,,
Объём двигателя: 49 см3 ;/,,,,,,,,,,,,,,,,,
4c3f3995f480,833ac0d0c457,Самарская область,Самара,Личные вещи,"Одежда, обувь, аксессуары",Аксессуары,,,"Forward- все новое,и лежит в целости и сохранности",Ветрозащитный костюм-5000 /,,,,,,,
8427803935ee,7c1e5b6931fe,Воронежская область,Лиски,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),Платье,,300.0,11,2017-03-24,Private,8ae29899e5f8488dd849e7ba3e9cddfb697d376662d9581191cebfce5fcf40e5,82.0,0.0
320x240/,,,,,,,,,,,,,,,,,
7de2eafdd3eb,d653dcafa25a,Самарская область,Чапаевск,Бытовая электроника,Настольные компьютеры,,,,Продаю мощный 8-ядерный игровой компьютер !,"Друзья, продам ну просто зверя!!! /",,,,,,,
1ecf0d2be8fb,209cf5d96c40,Татарстан,Казань,Бытовая электроника,Товары для компьютера,Комплектующие,Видеокарты,,Видеокарта GeForce GT9600 512mb 256bit,В идеальном состоянии. Танки на средних тянет.,1750.0,296,2017-03-20,Company,548c6374a676a2209ceb2f69ef2c21518116fa592e0a98581fccc396d4157275,2865.0,0.0
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
мантажки   и многое другое /,,,,,,,,,,,,,,,,,
d6e9ec1d4b52,2f8852e4a1c2,Волгоградская область,Волгоград,Личные вещи,"Одежда, обувь, аксессуары",Аксессуары,,,Сумка,Экокожа. /,,,,,,,
Найк Yeezy 2 – от 3500/,,,,,,,,,,,,,,,,,
компрессор (фреон R404а);/,,,,,,,,,,,,,,,,,
• Ивеко- 6.2 метра,высота 2.2м. объём -36 куб/м –до 5 тонн/,,,,,,,,,,,,,,,,
