item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
Обмен не интересует./,,,,,,,,,,,,,,,,,
— Огромный выбор товара/,,,,,,,,,,,,,,,,,
Оптовым покупателям скидки!!!/,,,,,,,,,,,,,,,,,
- Регул. Сидения вод. (по высоте)/,,,,,,,,,,,,,,,,,
__________________________________________________________________/,,,,,,,,,,,,,,,,,
Конфорка 4: Диаметр 4.6 см /,,,,,,,,,,,,,,,,,
"Оплата СБЕРБАНК\"",4800.0,5,2017-03-15,Private,a6cf99983da6798aa69d1eebe185bfb90c06026f77e8eff22871f86ab91f5bfd,2918.0,0.29061,,,,,,,,,,
Есть кондиционер,подсобка. Удобный подъезд для разгрузки. Витрина и большое окно выходят на проезжую часть./,,,,,,,,,,,,,,,,
f9966c467b0b,f1b136c95c22,Самарская область,Сызрань,Для дома и дачи,Ремонт и строительство,Инструменты,,,Электрический фрезер bort BOF-1600N 98290011,"Электрический фрезер BORT BOF-1600N 98290011 - это полупрофессиональный инструмент для обработки дерева, пластика и аналогичных материалов. В зависимости от выбора оснастки универсальная модель быстро и аккуратно пропиливает отверстия различной глубины, выбирает пазы, наносит на заготовку узор. Мощный двигатель обеспечивает долгую работу без перегрева. Скорость вращения фрезы регулируется в диапазоне от 12000 до 26000 об/мин, что позволяет работать как с плотными, так и с более рыхлыми материалами (ДВП, фанера)./",,,,,,,
Отправляем в другие регионы./,,,,,,,,,,,,,,,,,
-комфортное и удобное сидение;/,,,,,,,,,,,,,,,,,
От 0 до +40 град.С /,,,,,,,,,,,,,,,,,
"-ТРЕБУЕТСЯ РЕМОНТ!!!\"",900000.0,482,2017-03-16,Company,0d40d8a112b7c97191d54d88234772d7b195715ab55ef2bc447dfc3457a5fa76,2222.0,0.13519,,,,,,,,,,
Цены от 200р,"уточняйте по смс.\"",200.0,76,2017-03-17,Private,9160b4cbc2acfb0f9019a2374669c4262db29a9b540834d994ae91c84aba145b,260.0,0.36387,,,,,,,,,
Выезжаю по всем районам Новосибирска и в пригород./,,,,,,,,,,,,,,,,,
В стоимость тура входит: авиаперелет,трансфер,проживание,питание,мед. страховка,"услуги гида.\"",39700.0,1431,2017-03-24,Company,6bf13ee87f9b685cfc8d098e0865cd9dba9c4c28256d162cbf3319aa5e4ae052,2266.0,0.19683,,,,,
f5a5f1cef17b,2d6b08318597,Белгородская область,Валуйки,Личные вещи,Детская одежда и обувь,Для мальчиков,Обувь,Без размера,Утепленные тапочки,Покупала за 700р..Обували несколько раз../,,,,,,,
Цвет - Чёрный. /,,,,,,,,,,,,,,,,,
384cc3b95966,7cbfa1f79839,Ставропольский край,Пятигорск,Бытовая электроника,Телефоны,Samsung,,,Продам самсунг,Продам самсунг в идеальном состоянии . Лежит без дела,7000.0,66,2017-03-19,Company,baed948f3d07c17cd1be8c430c5b9e49ce1ac1dd2c3ba5aab27230f2a293ff9e,2932.0,0.76786
Мощность 1.2 кВатт/,,,,,,,,,,,,,,,,,
Максимальная степень FSAA - 32x/,,,,,,,,,,,,,,,,,
5ca26e88cc97,86cd24641480,Удмуртия,Ижевск,Личные вещи,Красота и здоровье,Приборы и аксессуары,,,Весы напольные Vitek,"Весы напольные Vitek механические, 120 кг",500.0,44,2017-03-17,Private,61ea3883dc6743dc109fd678c6483bda39e4c303cecc7c3b0cac4bc71a4c3cf8,1898.0,0.0
79f0dccb6397,deae3cc8e400,Челябинская область,Магнитогорск,Недвижимость,Квартиры,Продам,4,Вторичка,"4-к квартира, 100 м², 3/7 эт.","Продаётся просторная четырехкомнатная квартира с балконом и новым евроремонтом  (новые пластиковые окна, качественные двери, ламинат, стены выровнены, многоуровневые и натяжные потолки, новая электропроводка и сантехника). В квартире 2 кондиционера, встроенный зеркальный шкаф-гардеробная Mr. Doors, новый кухонный гарнитур, новая газовая плита с электрической духовкой. Очень высокие потолки и идеальная звукоизоляция толстых кирпичных стен. Квартира имеет просторный тамбур, где можно хранить велосипеды, коляски. Так же в этом тамбуре имеется ещё и персональная кладовка для хранения различных вещей. Остаётся встроенная мебель Mr.Doors. Все окна выходят в тихий, зелёный двор. Вся инфраструктура в шаговой доступности ( садики, почта, магазины, школы, остановки, торговый центр Джаз Молл). Соседи тихие и интеллигентные. Показ в любое удобное для Вас время! В услугах риэлторов не нуждаемся!!!",4500000.0,80,2017-03-28,Private,d68da8d9a72801446e4a0a90b3bc45c325264600f3fd3710911306c8a473c5fe,2222.0,0.0
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
В наличии разные варианты товара по сниженым ценам:/,,,,,,,,,,,,,,,,,
4888450cbbbc,774012f87ec0,Нижегородская область,Дзержинск,Личные вещи,Детская одежда и обувь,Для девочек,Обувь,21,Сандали,"В хорошем состоянии,14см",400.0,45,2017-03-19,Private,c678dfc6a97890e3aacd9c3e5d2850d661a2b16c9fd951a6621a12039c6ebedd,93.0,0.0
Звоните прямо сейчас,чтобы узнать больше информации. Квартира ждет своего нового собственника!/,,,,,,,,,,,,,,,,
4766e16bb21a,577264d038ca,Белгородская область,Белгород,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,44–46 (M),Пальто,Легкое пальто. Р-р 44-46.,1000.0,22,2017-03-20,Private,5e8678b6fc9e598dd038425933ec67ba5383fe5916d734991b311cb3ae1c11cf,563.0,0.0
e0fc94e43683,af42712eddb6,Челябинская область,Магнитогорск,Личные вещи,Детская одежда и обувь,Для девочек,Трикотаж,134-140 см (8-10 лет),Кардиган для девочки,Кофточку покупали в Глории Джинс,150.0,4,2017-03-27,Private,ccecbb97caeb437a799ecc6cc235253d08ab2797f578347d6796f20d24ccb061,112.0,0.0
bd9625cfe7a8,a331bbfe527a,Ростовская область,Волгодонск,Транспорт,Автомобили,С пробегом,Chevrolet,Niva,"Chevrolet Niva, 2005","Продам Ниву Шевроле, вложений не требует. 2 комплекта резины зима/лето. остальное по телефону. С продажей не тороплюсь, обоснованный торг у капота. Машина находится в Цимлянске.",180000.0,6,2017-03-23,Private,926b97c4ce84ea7ed0d9a2bf65aec29a10f78cc5c4618197c807f20f2fc0dab1,2264.0,0.01531
"С переоформлeнием.\"",20000.0,2004,2017-03-27,Company,1e4d6ad11f74002aea3690daa948e67f31cecf521fe061e96ab42d3741b18f29,2904.0,0.0,,,,,,,,,,
Бортовой компьютер/,,,,,,,,,,,,,,,,,
"оборудование известных брендов по оптимальным ценам и обеспечим его сервисное гарантийное и постгарантийное обслуживание.\"",,23,2017-03-27,Company,a4a9ed401854e981530e5adbb21d20c826e7e1996351f42fedbe116e62c64bc9,2267.0,0.2,,,,,,,,,,
Хороший,круглогодичный подъезд для автотранспорта./,,,,,,,,,,,,,,,,
Изд. Москва «Художественная литература» 1994. Состояние книги хорошее.            /,,,,,,,,,,,,,,,,,
1c8e0632e12f,4671193f780c,Самарская область,Новокуйбышевск,Недвижимость,Квартиры,Сдам,На длительный срок,2,"2-к квартира, 52 м², 8/10 эт.",сдам 2 ком. кв. полностью мебелированная .микроволновка стиралка автомат два телевизора холодильник пластиковые окна ремонт большая лоджия можно командированным работникам организаций,16000.0,21,2017-03-23,Company,,,0.20987
c3318c18c9eb,66652fdf7770,Свердловская область,Екатеринбург,Для дома и дачи,Ремонт и строительство,Инструменты,,,Токовые клещи,Новые токовые клещи АРРА АD3,5000.0,13,2017-03-16,Private,caf63d189b483afc861d7bbc2ebbab03b7d417b46e8cd44135521d9bb2fc976a,1269.0,0.0
fce4575c3c7d,fd30a8571ebf,Ханты-Мансийский АО,Федоровский,Бытовая электроника,Товары для компьютера,Комплектующие,Процессоры,,"Intel Core 2 Quad Q9400 Yorkfield (2667MHz,LGA775)",Socket LGA775/,,,,,,,
Полноразмерный капор со смотровым окошком,москитной сеткой,/,,,,,,,,,,,,,,,
Беспрецедентное по компактности,универсальности,мощности,простоте и дешевизне предложение для небольших магазинов,кафетериев,буфетов и точек фаст-фуд.Простота управления грилем не требует специальных знаний и навыков.Использование дополнительных приспособлений расширяет возможности применения гриля.Последние усовершенствования повысили надежность и эксплуатационные свойства грилей. экономичного класса и более дорогого класса с многочисленными функциями и аксессуарами./,,,,,,,,,,,,
XXL плечо: 48cm бюст: 110cm длина: 72cm Втулка: 64cm/,,,,,,,,,,,,,,,,,
Наш пеноблок изготавливается из высококачественного сырья!/,,,,,,,,,,,,,,,,,
LDG12 E 11 кВт	EA290 дизель,АКБ	189 700 /,,,,,,,,,,,,,,,,
Инфраструктура района: автобус,маршрутка./,,,,,,,,,,,,,,,,
899526060dc0,8ff99c2d920b,Краснодарский край,Армавир,Личные вещи,Товары для детей и игрушки,Игрушки,,,Машинка на аккумуляторе!,"Машинка выдерживает погружение в воду,грязь только на уровне  колеса(колесо может быть полностью погружено),большие мягкие колёса,передние и задние фары имеются,проблем с техникой нету,корка зарядка ,пульт идут в комплекте, подвеска отличная!!!",2300.0,30,2017-03-18,Company,f4bf30cdce862be5676ea9bebcc83c7e2c95b24664915982a9004d5a52fbae7c,991.0,0.12646
"Возможен торг.\"",12000.0,142,2017-03-28,Private,50aea6d9a6b9336f10a6047eddabda11bb327fe440fe263971a60d694c8b9b66,1091.0,0.0,,,,,,,,,,
34ad6ff2be50,b11e7d90d73f,Алтайский край,Барнаул,Недвижимость,"Дома, дачи, коттеджи",Продам,Дача,,Дача 35 м² на участке 6 сот.,"Продаётся ухоженный дачный участок,много посадок,на участке есть постройки,душ. Цена договорная.",,4,2017-03-24,Private,,,0.07654
e8b83e0d77c6,9b2c356b2b24,Новосибирская область,Карасук,Личные вещи,Детская одежда и обувь,Для мальчиков,Брюки,110-116 см (4-6 лет),Джинсы на флисе,,450.0,25,2017-03-19,Private,5819f319b54d6ae20ff0169214737b8d762e27bfb133d5e0e91653b36abe6ae2,71.0,0.0
daac0db2a64c,0b0af6ccefaa,Новосибирская область,Новосибирск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Нижнее бельё,42–44 (S),Эротическое белье,Продам комплект белья красного цвета: укорочённая майка/стринги и откровенные трусики./,,,,,,,
b535c8091cef,b2ae48f07674,Ростовская область,Ростов-на-Дону,Хобби и отдых,Билеты и путешествия,,,,Кисловодск-Железноводск-Пятигорск+терм. источник,28.04-01.05.2017./,,,,,,,
