item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
В обмен на старое оборудование Вы получите: /,,,,,,,,,,,,,,,,,
Диапазон воспроизводимых частот 	20-20000 Гц/,,,,,,,,,,,,,,,,,
1edabd03034d,8437d2a4d3e0,Татарстан,Альметьевск,Личные вещи,Детская одежда и обувь,Для мальчиков,Верхняя одежда,110-116 см (4-6 лет),Куртка для мальчика,"Продам демисезонную куртку для мальчика, рост 116",750.0,75,2017-03-16,Private,4cc57ed61c7d304c19a47387d4117ca86573dcf18bcdadc376cde1f13040ac55,51.0,0.0
Цена производителя 500руб за 1 литр./,,,,,,,,,,,,,,,,,
9a62d71e6452,a68e837f8d5b,Омская область,Омск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Обувь,37,Замшевые утепленные сапоги,Замшевые ботфорты весна-осень/,,,,,,,
1 коп.1980/,,,,,,,,,,,,,,,,,
Самарский,Молчанова- 50/,,,,,,,,,,,,,,,,
56d13187e41e,e4459bc6a336,Самарская область,Самара,Бытовая электроника,Оргтехника и расходники,Расходные материалы,Картриджи,,Картридж струйный HP 932 xl черный,"Оригинал, новый в упаковке",800.0,9,2017-03-27,Company,2363166dce75f7a9fffa96fd7bff3a38e444ba967aad113357a90e7db742ced7,2779.0,0.0
ad83d936840c,832f9ee5a964,Самарская область,Самара,Личные вещи,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,< 40,Ботинки осенние,"Ботинки осенние, размер 40, черного цвета, на шнурках",500.0,11,2017-03-27,Private,a36d532d58c87be27324c5f3471136170aa2fdf42f51e67111e2c00dc53be72a,641.0,0.0
Давление газа,мБар	30/,,,,,,,,,,,,,,,,
67df1372a67a,58a2ce1ad7f6,Татарстан,Казань,Транспорт,Автомобили,С пробегом,ВАЗ (LADA),2112,"ВАЗ 2112, 2007","Продаётся ВАЗ 21124 2007г.в  с пробегом 129000км. Возможен торг. Машина если не в отличном состоянии,то в очень хорошем. Идиотов с вопросами о крашенных деталях не беспокоить. Машине не один год,за ней следили Со временем у всего 10 семейства коцается крыша(у резинки).Установлен бортовой компьютер ШТАТ с функцией Плазмер и Форсаж. Передняя шумоизоляция салона(двери и торпеда).Замена масла каждые 9000км - масло Ravenol 5w-40. По днищу и порогам,а так же низу дверей,все пролито мовилем,если будете смотреть убедитесь,что пролитым летом мовиль,застыл за Зиму,но на Мойке под действием тепла сразу проявляется.Днище обработано антигравием. Багажное отделение тоже обработано мовилем,а так же пролиты задние арки. Перед зимой  была проведена диагностика,компрессия в четырёх цилиндрах 12,ну и соответственно были поменяны : Толпивный фильтр,померено сопротивление в модулях зажигания,поменяны в 1-4 и цилиндре. Свечи стоят NGK. По тому что есть в моторном отсеке,за последние пол года-год было поменяно: верхняя опора двигателя,опора коробки,адсорбер,ремень ГРМ и все ролики включая натяжной ролик генератора(месяц назад,ремень Dayco). Перед зимой по причине не очень хорошей конструкции прошлого выжимного подшипника,было поменяно вместо с ним и сцепление. (Сцепление ВАЗ ИнтерСервис),поменяны высоковольтные провода и проводена промывка форсунок и двигателя под давлением средством Vyn's. Коробка была обслужена 1.5 года назад и работает отлично,машина едет плавно,без дёрганий. Масло в коробке менялось месяц назад на Manol 75w-80. По ходовой части:перед зимой проводил осмотр,чтобы сделать развал схождение колёс,в следствии чего была поменяна левая стойка и через неделю вместе с заменой сцепления решил поменять и правую,ну и левую гранаты,так как все равно приходилось снимать,хоть старые могли ещё и походить. Месяц назад поменяны тормоза по кругу вместе с тормозными цилиндрами. Для своих лет,ржавчины считайте что нет. Пройдёт любые диагностики за ваш счёт,хотя что тут диагностировать. По звуку: четыре колонки,с переди Pioneer,сзади GTX 396 220v 55w,звучит неплохо. По кузову есть один косяк,во дворе женщина на Гетце каким то невообразимым образом задела правую сторону капота,ну и чуть чуть царапнула бампер,бампер покрашен автоэмалью,капот оставлен,но сделать не проблема. Вместе с машиной отдам 5 колёс летних. На них установлена резина Кама 217,ходила только одно лето. Летние колёса на литых дисках.  Зима на штампах - шины Nokian Nordman 4 - два сезона. Вообщем эта машина для тех кому нужно просто сесть и поехать без проблем. Зимой заводится в -30 спокойно,прошлой зимой поставил новый стартер и новый аккумулятор MUTLU Silver Edition 72 а/ч так что крутит в мороз легко даже после 5 дней простоя на морозе. А так же очень выручает подогрев боковых зеркал и подогрев передних седений.  В машине не курили ни разу. Номера хочу оставить себе,если не будет по ним интересных предложений. Приезжайте смотрите. Немного грязная на фото. Продаю потому что уезжаю летом. Нет автозапуска.",142000.0,1,2017-03-18,Private,4dd8067b4b20b7d10b44bb696bd06deaac60158f862da7f6c32a9b2f96312ab2,1108.0,0.7376
"Продаю всё целиком\"",500.0,3,2017-03-19,Private,afc772b5e5246e4005ae4f9cdb7506dff06764119ffaecf196f1313b38da7f13,3033.0,0.0,,,,,,,,,,
09cf0d1711cb,bc7d1b60aa03,Ярославская область,Ярославль,Хобби и отдых,Спорт и отдых,Зимние виды спорта,,,Хоккейные коньки bauer one100 размер 3ее,Продаются профессиональные хоккейные коньки bauer one100 размер 3ее,7500.0,623,2017-03-26,Company,abd4b78fa2cd2a0fb51d59b90e3083ace8d1592529e4ff10ee059de63d885b1b,2645.0,0.0
c422891f3bc3,45eaa625a88a,Новосибирская область,Новосибирск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Обувь,40,Туфли женские,Идеальное состояние,800.0,108,2017-03-22,Private,de12e05b80bfea3e30b48a0fb5e8324495bb55aa2dab3b4ebfd7b3ea358dd721,431.0,0.0
В шаговой доступности остановка,магазины Центрторг,Магнит,напротив оптовая база,рядом школа,детский сад./,,,,,,,,,,,,
Легко стирается,"быстро сохнет.\"",1000.0,15,2017-03-28,Private,05ec30032a05707ec4510054b92b62a3f51ddb39364fec2033742fb609f1eca1,882.0,0.0,,,,,,,,,
Комплектность: корпус смесителя,2 шланга-подводки длиной 40см,/,,,,,,,,,,,,,,,
004668c1f37f,8986e8a003de,Краснодарский край,Краснодар,Недвижимость,Квартиры,Продам,3,Вторичка,"3-к квартира, 100 м², 21/24 эт.","Достоевского, 84/1. Бизнес класс. Отличный оригинальный ремонт. Мебель. Техника. Место в подземной парковке. Консъерж. Закрытая территория. Монолит кирпич. 3 лоджии. Высотка на кольце 40 лет Победы и Российская.",5650000.0,1,2017-03-26,Private,bedb645149f2a2b263bae4115b66fd7d8f06d24d65e125fe2f9a55fec77c3cbf,1526.0,0.21301
Вес центрального канала 0.7 кг/,,,,,,,,,,,,,,,,,
-Волоски,этапы работы,отработка,разновидность техник./,,,,,,,,,,,,,,
Объем помещения,м3	до 20/,,,,,,,,,,,,,,,,
В НАЛИЧИИ/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
65a511e9fc3c,5c4ed3fdfd9c,Красноярский край,Ачинск,Личные вещи,Детская одежда и обувь,Для мальчиков,Верхняя одежда,98-104 см (2-4 года),Джинсовая курточка,джинсовая курточка в отличном состоянии.,200.0,21,2017-03-26,Private,b4b59d440cd1dd7f540a07864fd3b21a80e28b11aaea148edc7139ce9207f3da,53.0,0.0
f49d2d1599ca,ea78b4c7d9f6,Волгоградская область,Волгоград,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Другое,,Слинг на кольцах,"Розовый в полоску, кольца металлические, есть инструкция книжка. /",,,,,,,
С запада и юга к поселку примыкает лесной массив,что в свою очередь обеспечит жителям коттеджного поселка «Изумрудный» походы за грибами и ягодами./,,,,,,,,,,,,,,,,
✅изготовления и кладки кирпича;/,,,,,,,,,,,,,,,,,
тип батареи: NCR18650B/,,,,,,,,,,,,,,,,,
246f49b95141,1d404cd21fe3,Нижегородская область,Нижний Новгород,Животные,Птицы,,,,Петушки,,400.0,4,2017-03-19,Private,,,0.0
Минусы: небольшие потертости /,,,,,,,,,,,,,,,,,
5d236ba3dec4,fc9a38b79414,Оренбургская область,Оренбург,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),Школьная форма на последний звонок,"Платье на невысокую девушку. В идеальном состоянии,сшили на заказ",800.0,20,2017-03-21,Private,a1385578d105fd16d93c6ad754be0afd2b1c6e17b81c608cee3e8b3c7a5da3fd,603.0,0.0
5687358909f6,712f58dbcb41,Красноярский край,Красноярск,Недвижимость,Квартиры,Сдам,На длительный срок,1,"1-к квартира, 42 м², 2/16 эт.","Сдам квартиру на длительный срок.  Привезем комод , кухню шкаф и диван. состояние б/y. счетчики дополнительно",10000.0,2,2017-03-27,Private,,,0.4255600000000001
c3a5f348e4fc,b59918c665c8,Краснодарский край,Краснодар,Бытовая электроника,Товары для компьютера,Комплектующие,Материнские платы,,S-775 EPoX EP-5P965-J,S-775 EPoX EP-5P965-J,1200.0,406,2017-03-15,Company,4f20ab1ea1abc08abc5095a000a264bdbd45924854383396ef34a07d2c53923e,2862.0,0.0
Технология	DDR3 SDRAM/,,,,,,,,,,,,,,,,,
_____________________________________________________/,,,,,,,,,,,,,,,,,
5dbbc8b7d1cc,40a2a52c7de7,Свердловская область,Екатеринбург,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,40–42 (XS),Шикарное платье для выпускного и иного торжества,"\"Продам платье для выпускного вечера или иного торжественного случая. Индивидуальный пошив, больше ни у кого такого не увидите. Очень хорошие ткани: юбка 6м ткани, подклад, дорогое красивое кружево. Здорово подчеркивает талию.Сзади потайной замок, рукава \"\"слегка спущены\"\"./",,,,,,,
69416033136c,6e2efabecae9,Волгоградская область,Волжский,Личные вещи,Детская одежда и обувь,Для девочек,Платья и юбки,98-104 см (2-4 года),Шикарное дизайнерское платье Choupette,"Очень нежное дизайнерское платье Choupette. Отличная, небанальная и очень выигрышная альтернатива приевшимся фатиново-занавесочным. Размер указан 98, но мы первый раз одели в 2,5 года. Было длинненько, но очень мило. Состояние идеальное - одето разы на фотосессию и праздники-неспешные прогулки. Отдаю гораздо дешевле бутиковой цены./",,,,,,,
931c668b995d,a676830e23af,Саратовская область,Балаково,Личные вещи,Детская одежда и обувь,Для мальчиков,Комбинезоны и боди,62-68 см (2-6 мес),Теплый,,100.0,31,2017-03-15,Private,01bbb4e570142c25ebe219f706128eeea6363f082fc1b2bebbdfdf23e0a27627,42.0,0.0
Состояние: Новый,"в упаковке\"",1000.0,169,2017-03-27,Shop,fe7e850df01160cdfe0d3ac1d91a97b141bc23c0f78e812cbef31f29afaa3b64,1107.0,0.0,,,,,,,,,
"Звоните!\"",170.0,12,2017-03-16,Private,78baf71a839d05cc772a6b0f1784a92b2a28e78ceb1d0376ca7cb4081db9e712,2399.0,0.0,,,,,,,,,,
Устройство прошло проверку Специалистами и полностью исправно!/,,,,,,,,,,,,,,,,,
+ домен и хостинг в подарок /,,,,,,,,,,,,,,,,,
Аккумулятор - держит как новый. Автономная работа часа 2-3 при просмотре видео. А так наверное часа 4./,,,,,,,,,,,,,,,,,
Wolfenstein-800₽/,,,,,,,,,,,,,,,,,
cf85d5f02715,53344feb7e9b,Ростовская область,Ростов-на-Дону,Личные вещи,Детская одежда и обувь,Для девочек,Обувь,26,Туфли для девочки,"Бу в хорошем состоянии.анатомическая стелька,жесткий задник",500.0,243,2017-03-26,Company,3119f113ff6c6ada9df0d7028bde86df80a26a299a14aa28fa5f54aa1df0a28f,87.0,0.0
"Есть возможность приобретения оборудования в кредит\"",240000.0,1041,2017-03-21,Company,c06504e4f38e14727871aa37bdef9d0da2aea8ec4d7caa8b6616e9883c31050d,1345.0,0.11133,,,,,,,,,,
- Быстро и дешево!!!/,,,,,,,,,,,,,,,,,
Равномерное нанесение/,,,,,,,,,,,,,,,,,
50d43f61c22c,8882712ba5f2,Краснодарский край,Краснодар,Животные,Птицы,,,,Индюшата,"Проводится запись на конец марта-начало апреля на индюшат бронзовых. Индюшата домашние, НЕ ИНКУБАТОР. Яйца высаживают индюшки. На племя, не бройлер. Находимся в Энеме. Колличество ограничено. Суточные 300р, недельные 350р На фото папа малышей. Звоните в любое время.",300.0,20,2017-03-16,Company,10b896eaa9fe6345aa1e52019c074e0097a07839fa528f1e4fda4fda9a8cef0d,2213.0,0.48779
