item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
О МАГАЗИНЕ/,,,,,,,,,,,,,,,,,
62a7384754d8,ee8505ccf756,Нижегородская область,Нижний Новгород,Транспорт,Автомобили,С пробегом,Chery,Kimo (A1),"Chery Kimo (A1), 2011","МЕСТО ОСМОТРА Г. НИЖНИЙ НОВГОРОД, УЛ.УСОЛЬСКАЯ, 62/",,,,,,,
Мешки из под сахара и различных круп.Без остатков./,,,,,,,,,,,,,,,,,
Толщина резки (газ),мм/,,,,,,,,,,,,,,,,
4ff334e33956,a625ef963a25,Тюменская область,Тюмень,Хобби и отдых,Спорт и отдых,Ролики и скейтбординг,,,Скейт,"\"Круизер 22\"\" белый",новый,"не раскатанный\"",6500.0,1,2017-03-22,Private,9fdc886ebbeb94c813d29fccb33445a380ea7d95cc0eefc5593660c346fe8345
1d060db286f2,c8100a365279,Тюменская область,Тюмень,Хобби и отдых,Коллекционирование,Банкноты,,,"Купюра двадцать пять рублeй 1947 гoдa, оригинал","Редкая купюра в очень хорошем состоянии, смотрите фото.",1000.0,995,2017-03-18,Company,1d12a8007eafc4b4b5b3e54b40355c72207b43e03b785124c82ab989b4d2bbbf,2425.0,0.0
Отличным дополнением является наличие яркой подсветки,которая при необходимости осветит рабочую зону/,,,,,,,,,,,,,,,,
" V V V V V V V V V V V V V V V\"",300.0,464,2017-03-25,Shop,726a678b3a05d013634eebf38465f29a94c4641e9edd71505dd76156234de50e,1191.0,0.0,,,,,,,,,,
✔доставка по городу и в регионы/,,,,,,,,,,,,,,,,,
8071c91abd86,452e3874b4eb,Башкортостан,Кумертау,Транспорт,Автомобили,С пробегом,ГАЗ,ГАЗель 33023,"ГАЗ ГАЗель 33023, 2005","Продам газель ФЕРМЕР 6 мест БУДКА в очень хорошем состоянии, хороший торг реальному покупателю.",179000.0,36,2017-03-15,Company,4ea00ddc06c28ca02fe16d0b552d69035c48d663ece65254eddb4d3a0d6a9019,1078.0,0.0
ddd274ee9620,0d6db8494835,Новосибирская область,Новосибирск,Личные вещи,Товары для детей и игрушки,Игрушки,,,Коврик развивающий,Развивающий коврик в отличном сосотоянии,1500.0,48,2017-03-24,Private,abc679d635fb1803d17da97826e7940abd3ecc71e28affc9bc844b23bb54a2bd,1016.0,0.37251
9500	-	-/,,,,,,,,,,,,,,,,,
f83b5df07d6d,385da53e81ad,Удмуртия,Ижевск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,44–46 (M),Пальто,"Новое, есть пояс",1500.0,5,2017-03-24,Private,022f80453801bf9eb028dc844587fde072dc486574700f015cfdcd459d61096b,523.0,0.0
b67ea413c415,50f2f300a684,Ставропольский край,Ставрополь,Для дома и дачи,Растения,,,,Олеандр,"Взрослое, постоянно цветущее растение. Высота 42 см, ширина 34 см, диаметр горшка 17",150.0,88,2017-03-21,Private,79b03bae1c4eb8be495b915bc3c737bbc312bf979bdbc147c57b7962ea9a6038,1762.0,0.86521
- сервисная книжка/,,,,,,,,,,,,,,,,,
ЗАХОДИТЕ НА НАШ САЙТ,НАБРАВ В ЯНДЕКС: ДОСТУП-МЕБЕЛЬ или dostup-mebel./,,,,,,,,,,,,,,,,
Материал корпуса: поликарбонат/,,,,,,,,,,,,,,,,,
03ab9ed37ad8,ada0f8b1333d,Татарстан,Казань,Личные вещи,Детская одежда и обувь,Для девочек,Обувь,23,Продам ботиночки,"Осенние ботиночки серого цвета из нубука с ортопедической подошвой,. Производитель Orsetto.",980.0,60,2017-03-26,Company,fe269a10423ea817448d32006be33a4a15bdfd053f6b0fc19eecc75f9e4471fa,47.0,0.0
98e0cba6db9c,2905d92f9152,Волгоградская область,Волгоград,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,48–50 (XL),Пальто,Кашемировое. Новое.,6200.0,51,2017-03-25,Private,235bcd28e58ed1f5494a03b08ac4ad3dffef42246c5b74c99db7dda692aa77b1,523.0,0.0
ea60b2d4021a,8c72383e12e4,Ростовская область,Ростов-на-Дону,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,62-68 см (2-6 мес),Комбинезон на весну-осень р.68,Комбинезон на весну-осень р.68 в хорошем состоянии.,600.0,37,2017-03-20,Private,3e7a4ad81888743c6d737e6826119cce5e0b6a268c79d58dcd594b6111b2d2a2,42.0,0.0
-MT7620A процессор,128 МБ SLC Nand Flash ROM,128 МБ DDR2 RAM: Стабильный и надежный./,,,,,,,,,,,,,,,
Звоните! Поможем с ипотекой. /,,,,,,,,,,,,,,,,,
Затворная задержка (рис. 11) состоит из стержня (а),являющегося осью серьги,и лопасти (б) с зубом (в),"выступом (г) и гребнем (д). Затворная задержка вставляется в собранную с кожухом-затвором рамку с левой стороны.\"",700.0,263,2017-03-16,Company,c971b86153dfe4510f03f0d07a9345f221f0bc7ee5882b6a285f5e64885016b3,2364.0,0.0,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
Автомобиль куплен у дилера в декабре 2014г./,,,,,,,,,,,,,,,,,
5fd666932629,59599b847b3e,Ростовская область,Ростов-на-Дону,Недвижимость,"Дома, дачи, коттеджи",Продам,Дом,,Дом 86 м² на участке 3.2 сот.,"НПБ303331 Добротный кирпичный дом 2014 года постройки. Выполнен качественный, красивый ремонт. Кухня 14 кв.м. Участок 3.15 сот., 15х15м. Забор по всему периметру, ролл-ворота. Подъездные пути - асфальт. До остановки 7 мин. ходьбы.",4900000.0,6310,2017-03-20,Shop,a121e3cd9abc5a1537a4c12dcd1572d01add1cd2cae3e777bb9b68b2bea062b3,2218.0,0.0058
162fabf995d1,c54e147af104,Челябинская область,Южноуральск,Услуги,Предложение услуг,"Ремонт, строительство",Отделочные работы,,Ремонтно строительные услуги,"Бригада выполнит любые виды отделочных работ( гвл, гкл, пластик, мдф, вагонка, сайдинг) Кровельные работы. Сантехника и электрика. Цены договорные",1.0,6,2017-03-21,Private,,,0.0
— HDMI x2,USB,DVD-плеер/,,,,,,,,,,,,,,,
53be7d3be29b,7ebdb2b30d58,Красноярский край,Красноярск,Бытовая электроника,Телефоны,iPhone,,,iPhone 6s 64gb на гарантии возможен обмен,"Идеальное состояние, полный оригинальный комплект, на гарантии до июня. Возможен обмен",36000.0,33,2017-03-16,Company,d4cf99583cbd8baff2e1977051234c94464722165e6a73c9590ec11e3104b9bc,2918.0,0.76786
акции подарки скидки/,,,,,,,,,,,,,,,,,
"Телефон можно посмотреть в любое удобное для вас время)\"",12000.0,6,2017-03-26,Private,52e2bf1371c42038cdf610cfd639532893858f5b0770722902b7321f55be0d81,2918.0,0.27198,,,,,,,,,,
0017aae19471,ef00eeadd3e7,Краснодарский край,Краснодар,Бытовая электроника,Телефоны,Аксессуары,Аккумуляторы,,Аккумулятор sony BA 950,Состояние идеальное.практически не пользованная.без торга,400.0,3,2017-03-19,Private,2919bf5f36c76ba3beb338666bb1d0023f396a66c24ce724ffba209d92f3b694,3064.0,0.0
Павловский тракт,247/,,,,,,,,,,,,,,,,
7640a1777ae8,18fa86cc9e5c,Пермский край,Краснокамск,Личные вещи,Часы и украшения,Ювелирные изделия,,,Серёжки серебренные позолоченные 925 пробы,Серёжки серебренные позолоченные 925 пробы очень красивые с застёжками. Продаю дёшево.,1000.0,1308,2017-03-19,Company,49ea47576c33cadee9836b31c886a98b9096fbbc71a3e22b5e875e09a2f19fca,16.0,0.0
аневризма стенки левого желудочка; сердечная тампонада (кровь попадает в полость перикарда и сдавливает сердце); тромбоэмболические осложнения (тромбоз артерий мозга,конечностей); асептический перикардит. Поздние осложнения (позднее 10 суток): постинфарктная стенокардия; синдром Дресслера (аутоиммунное поражение плевры,легких,перикарда,суставов); хроническая сердечная недостаточность; хроническая аневризма (выпячивание) миокарда левого желудочка; различные нарушения ритма./,,,,,,,,,,,,,
bce826c3da32,ddbfb10b0f1b,Ростовская область,Шахты,Личные вещи,Товары для детей и игрушки,Велосипеды и самокаты,,,Велосипед двухколёсный,В хорошем состоянии.,2000.0,14,2017-03-25,Private,65c650a46a2654e6c176dc5f2f2ad9c5c6e6f079f1ac9961525116edb4d11b63,2370.0,0.0
Android/,,,,,,,,,,,,,,,,,
b3f5812e5061,7567a91f9f0a,Белгородская область,Белгород,Для дома и дачи,Мебель и интерьер,Текстиль и ковры,,,Текстильная корзина для хранения игрушек,"Новая текстильная безкаркасная корзина для хранения игрушек. 100 % хлопок, можно стирать в стиральной машине. Высота 50 см, диаметр 38 см. Очень вместительная. Можно сшить другого цвета и размера.",600.0,127,2017-03-23,Company,57a012b78e50844bdef55e78156a9fb8294059cb98d2fe4ca71468cc59ee748f,1010.0,0.0
"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"/",,,,,,,,,,,,,,,,,
"Не упустите отличное предложение.\"",360000.0,10,2017-03-23,Private,eda9ed17f3bc5ab4dab324bb3caa4ec1d689ca348e57f6cd91027853351bd69e,1118.0,0.0,,,,,,,,,,
ecd2635e883c,698d3b3b59ef,Башкортостан,Иглино,Недвижимость,"Дома, дачи, коттеджи",Продам,Дом,,Дом 140 м² на участке 8 сот.,"В с.Минзитарово продается дом из бруса площадью - 140 кв.м. на земельном участке – 8 соток. Дом обшит сайдингом. Все документы оформлены в собственность. Сделана полностью чистовая отделка. По всему дому натяжные потолки, на полу постелен ламинат, установлены межкомнатные двери./",,,,,,,
Спутниковая навигация/,,,,,,,,,,,,,,,,,
-игровая панель - съемная;/,,,,,,,,,,,,,,,,,
a6735ae043eb,215e75b58506,Ярославская область,Ярославль,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,122-128 см (6-8 лет),Ветровка,Фирма resavil Финляндия. Цвет: розовый с черным,700.0,11,2017-03-19,Private,268d30cc5cf30209a84a8ba13d7b52e6b732325df9a2b18aa94109460855e33e,97.0,0.0
2.Окно: ш-147 см,"h-147 см. Все размеры сняты по коробке.\"",3000.0,10,2017-03-28,Private,e5c5f72d5e2c6c35957ba9eca7ef3c7d6d9fea21438d56db98f9e76d090e3977,1410.0,0.0,,,,,,,,,
Противомоскитная сетка /,,,,,,,,,,,,,,,,,
мощностью 440 Вт /,,,,,,,,,,,,,,,,,
Два взрослых собственника (НЕ В ДОЛЯХ!). Расчет любой. Стоимость обсуждается при осмотре./,,,,,,,,,,,,,,,,,
• Обогрев зеркал/,,,,,,,,,,,,,,,,,
При хотьбе мигают./,,,,,,,,,,,,,,,,,
Отличное состояние,с полной комплектацией,"на Гарантии !\"",16000.0,14,2017-03-24,Private,b980138c3d5c1850e8da17b9e032d89385af46e689a22dba7b318b9190a3122d,2865.0,0.76786,,,,,,,,
b3073d616996,f3389977518b,Свердловская область,Екатеринбург,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Трикотаж,44–46 (M),Кофта,,250.0,14,2017-03-18,Private,fd6baec7b5d703b1b3e289e26a92236365b168a5c89987fea1c8585d5ee5c82c,67.0,0.0
Нейлон/,,,,,,,,,,,,,,,,,
4b0a881c2af7,e2bcadec10e4,Ханты-Мансийский АО,Сургут,Для дома и дачи,Мебель и интерьер,Текстиль и ковры,,,Продам простыни и наволочки,"Продам наволочки и простыни. Ткань поликоттон. Наволочки - 250 руб. за комплект, простынь - 350 руб. шт.",,56,2017-03-26,Private,25d7233b578538036a574c40fb719c16327fc20adda90f0dfeb13d2c112cee57,1415.0,0.0
Чипсет Intel H61/,,,,,,,,,,,,,,,,,
----------------------------------------------------------/,,,,,,,,,,,,,,,,,
* Курорты Черного моря (Анапа,Геленджик,Адлер,Сочи)/,,,,,,,,,,,,,,
5b791c0d1a34,19bdea21e602,Воронежская область,Воронеж,Недвижимость,Квартиры,Продам,1,Вторичка,"1-к квартира, 38 м², 15/21 эт.","Продам квартиру, после ремонта, в квартире никто не жил. Пол выложен плиткой, в комнате линолеум, новая  сантехника, натяжной потолок, в комнате шумоизоляция. Не агенство. Торг уместен.",2700000.0,17,2017-03-18,Private,8dbae19563b7bf33f9386231430b2a5956eb190f73e7288c944933093da4f430,2222.0,0.07497999999999999
- Грузоподъемность 400 кг/,,,,,,,,,,,,,,,,,
Память 16гб/,,,,,,,,,,,,,,,,,
да/,,,,,,,,,,,,,,,,,
2187f9b28f06,e099911a6790,Волгоградская область,Волгоград,Транспорт,Водный транспорт,Гидроциклы,,,Продается гидроцикл yamaha,Гидроцикл YAMAHA WaveRunner FZR GX - 1800L/,,,,,,,
Рабочее напряжение – 5.0 В/,,,,,,,,,,,,,,,,,
"Самовывоз. Забирать в рабочие дни после 19 ч. или в выходные из Усолья.\"",6000.0,32,2017-03-26,Private,a674e0f90ba1c850257dce8a7df87d2b12365406fa1ec08f3f334060e2174548,1784.0,0.86521,,,,,,,,,,
Работаю максимально эффективно,имеется общее информационное поле со многими риэлторами города./,,,,,,,,,,,,,,,,
"Юбка из фатина для фотосессии 0-6 м\"",500.0,29,2017-03-27,Private,40ae8e38f6de62f404f9bd0a7e56b04c945dca9939d42bc93d6dc59d9aa3b5fb,2281.0,0.0,,,,,,,,,,
"Доставка по России.\"",42400.0,72,2017-03-28,Company,53c24a57d07ed2efc39be88d9f15dc2449e8c9ebb5c63c8088e6897fc4ab35c6,30.0,0.0,,,,,,,,,,
Вес: 15.5 кг/,,,,,,,,,,,,,,,,,
24+4 pin/,,,,,,,,,,,,,,,,,
Пн-Пт с 09:00 до 20:00 (без обеда)/,,,,,,,,,,,,,,,,,
5fbec4f560e2,bef21a7f30ef,Тюменская область,Тюмень,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,110-116 см (4-6 лет),Ветровка,"Продам ветровки б/у размер 28, 30",300.0,145,2017-03-19,Company,aa371405f499587c18167475ad4a7561dee34d4c3c14b26b0a27595b76f7f3c1,97.0,0.0
Часть готов отдать. В банке 4,1 кг. соли./,,,,,,,,,,,,,,,,
5cc36db7ed9b,74c7445ae093,Свердловская область,Екатеринбург,Хобби и отдых,Спорт и отдых,Единоборства,,,Перчатки для тайского бокса на мальчика 12 лет,Перчатки для тайского бокса на мальчика 12 лет/,,,,,,,
2. Мебель в наличии/,,,,,,,,,,,,,,,,,
Температурный режим: от 0 до +15 °С/,,,,,,,,,,,,,,,,,
- штатная музыка/,,,,,,,,,,,,,,,,,
Серия/,,,,,,,,,,,,,,,,,
33fe0bedfcec,2c9be4713387,Кемеровская область,Новокузнецк,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,44–46 (M),Пальто с баской 44,"Продам пальто фирмы La Redute с баской, очень красивое, цвет темно синий, размер 44, скорее 44-46, надо мерить. Состояние очень хорошее, носила мало. Район цирка.",1000.0,308,2017-03-24,Private,2f3037aadf02919233f73e9c56f2dc77cdae7188de33e98c6fe46ab0f010c362,652.0,0.0
Сумка Levenhuk Zongo 80 для телескопа,синяя большая пригодится всем обладателям телескопов,которые часто выезжают за пределы города для проведения наблюдений и изучения космических объектов. Сумка подойдет для упаковки таких телескопов,как Levenhuk Skyline PRO 105 MAK,Levenhuk Skyline 120x1000 EQ,Levenhuk SkyMatic 105 GTA,Bresser Refractor 90/900 NG и многих других аналогичных по размеру и весу./,,,,,,,,,,,
925fe35ed611,16158a3e6f13,Самарская область,Самара,Личные вещи,Детская одежда и обувь,Для девочек,Обувь,28,Сапоги,"Сапожки на осень-весну. Носы немного потёрты, в остальном состояние хорошее. Размер 28. Фирма ОРСЕТТО",1500.0,110,2017-03-18,Private,62808f9a37299c53349cb75ba38e1fdbd86874aa8c6453f0ab874f763e03258d,91.0,0.0
f9d91cbabb06,9cc8071b2a57,Иркутская область,Иркутск,Личные вещи,Детская одежда и обувь,Для девочек,Платья и юбки,134-140 см (8-10 лет),Школьная форма,В хорошем состоянии!,1000.0,8,2017-03-19,Private,1414c0b3a261a11277929bbabdbdb26a2278f68170c50ec85b75246c3ea77370,125.0,0.0
769d4eaae3ed,d7c8fdb2ecd2,Иркутская область,Иркутск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,44–46 (M),Пальто 44-46,,2500.0,1,2017-03-20,Private,072db7f89024932934dbd0ddb4d5a01f93c642d6ad749a78296ea657a50b1738,633.0,0.0
30875b7cbebd,f153a6d8378a,Самарская область,Самара,Личные вещи,Детская одежда и обувь,Для девочек,Комбинезоны и боди,86-92 см (1-2 года),"Боди 24мес, 86см","Район Кряжа, Хлебная, возможно Аврора или завод Металлист",150.0,285,2017-03-24,Company,2f13bafe4fecea10d96911da512a5e90d2a2f41b275dba782a7dd4cf5a7bc5c5,124.0,0.0
"пишите...Телефон выложили на многие сайты продаж если раньше продам сниму с продажи.. батарейку полностью заряжу если точно покупать будете..\"",1250.0,141,2017-03-17,Company,7a469d2f01c8cd515979c1a126ad5773a5a271a17f207e8eda7254a629529e45,2943.0,0.09468,,,,,,,,,,
"Возможен торг!\"",1000.0,45,2017-03-28,Private,95b0e232d2782865838c22b5bc91997b2f087d5f5cb4fd7a93fb366579825fa8,559.0,0.0,,,,,,,,,,
" \"",1131300.0,100,2017-03-19,Shop,09d342d04713112a921958db131f583edfc6c0aaa8101e0bc77d6078b2666bf4,2221.0,0.0,,,,,,,,,,
"Размеры	422.2 x 433x 175.8 мм\"",2000.0,9,2017-03-25,Private,27587fe26f62cd24055beed6bba5f4515895b970bdbb5e5a6868eb629e85e48a,2847.0,0.10286,,,,,,,,,,
e397743f2928,b5003ea27e7a,Краснодарский край,Сочи,Для дома и дачи,Бытовая техника,Климатическое оборудование,Кондиционеры,,Сплит-система Electrolux eacs-18HG-B/N3,Сплит-система Electrolux EACS-18HG-B/N3 комплект/,,,,,,,
9ab76794e0e9,3e0b52bdd6cb,Волгоградская область,Волжский,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,110-116 см (4-6 лет),Пальто для девочки р 104,"Пальто для девочки р 104 на 4-5 лет, синего цвета в серебристый горошек, внутри мех травка. Очень красивое и теплое. Отличное состояние.",1500.0,176,2017-03-16,Private,1881f7ac2d562037a4791513a33e6a3cb69a73202afb8d708a6850de412890c4,95.0,0.0
Отделочные работы по обустройству жилья делаются не на один год и лучше доверится профессионалам Мы дорожим своей репутацией/,,,,,,,,,,,,,,,,,
"Звоните!\"",1000.0,1,2017-03-27,Private,795d45ab5de6d128b4d45a9f358143e9a522dcd86361de69a86cb2501cdc24f8,2441.0,0.25,,,,,,,,,,
Ремонт проколотого колеса 80-100р./,,,,,,,,,,,,,,,,,
774fe76cf337,70474db8692c,Пермский край,Березники,Недвижимость,Коммерческая недвижимость,Сдам,Торговое помещение,,Сдам 10 кв.м,Сдам 10 кв.м. в помещении 45 кв.м. под коммерческую деятельность.,,39,2017-03-23,Company,5505326d93688f94840781da504eb06fe5feef9aff42576608d85ce1439f23d8,1412.0,0.0
c3bac6d77afd,dc6ced00d611,Краснодарский край,Краснодар,Недвижимость,Гаражи и машиноместа,Продам,Гараж,Кирпичный,"Гараж, 22 м²","Полезная площадь 21,7 м.2, высота 2,48 м. Свидетельство имеется все узаконено. Все вопросы по телефону. НА SMS НЕ ОТВЕЧАЮ!!!!",250000.0,9,2017-03-17,Private,,,0.16828
fe162fde19b0,bd3fa8dbba68,Самарская область,Самара,Животные,Товары для животных,,,,"Cibau для щенков, средних пород","Интернет-магазин зоотоваров animals163, предлагает товары для животных, рыб/",,,,,,,
Заказав комплесный ремонт квартиры под ключ,Вы экономите свое время и нервы на поиск работчих,закупку доставку материала и контроль качества производимых работ.Все это мы берем на себя!!!/,,,,,,,,,,,,,,,
70323b278f04,8098d2a6c587,Нижегородская область,Бор,Для дома и дачи,Ремонт и строительство,Инструменты,,,Электровыжигатель по дереву,,1500.0,8,2017-03-24,Private,28ca8dedf5a2ffb568fb938ffed6b8ead0e99deaf6da8a9c25d653e4e2f5caeb,1633.0,0.0
✔️Гагра/,,,,,,,,,,,,,,,,,
Комплект поставки:/,,,,,,,,,,,,,,,,,
1-но комнатная квартира по адресу: Проспект Богдана Хмельницкого 140/,,,,,,,,,,,,,,,,,
"Фарфоровый завод \"\"Коростень\"\"./",,,,,,,,,,,,,,,,,
► Гарантия на каждое устройство/,,,,,,,,,,,,,,,,,
Спиннинг Pontoon21 GAD-P21 CHASER,205 см.,1.7-7.0 гр.,3-6 Lb,Fast - 5970 рублей./,,,,,,,,,,,,,
Имеется поперечная перекладина для прочночти./,,,,,,,,,,,,,,,,,
Плавный ход,скорость 3-5 км/час./,,,,,,,,,,,,,,,,
8e3c498e8df3,b408dd29f5e0,Свердловская область,Екатеринбург,Недвижимость,Коммерческая недвижимость,Сдам,Помещение свободного назначения,,"Помещение свободного назначения, 134.7 м²",Аренда от СОБСТВЕННИКА!/,,,,,,,
