item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
«Стишки для малышей» — это рассказ о любимых героях из серии «Смейся и учись»,который поможет малышу выучить буквы,цифры и цвета,а также веселые стихи./,,,,,,,,,,,,,,
— реверберация/,,,,,,,,,,,,,,,,,
Цена указана за тягач,включает НДС 18%,возможна продажа в лизинг. Возможна продажа сцепкой,или полуприцепа./,,,,,,,,,,,,,,
cc63fe7fa1bf,c871a7e993d6,Пермский край,Березники,Животные,Птицы,,,,Утки,Продам: две утки . 8 месяцев несут яйца. Цена договорная.,,12,2017-03-27,Private,b54e8dae8d10557bc156d93f3ec8cf894cc5731f24709e2a0f8568f12f0185c5,2210.0,0.0
- ванна в защитной пленке и защитной упаковке;/,,,,,,,,,,,,,,,,,
KING NSK — 612 Для дверей массой створки до 45 кг./,,,,,,,,,,,,,,,,,
Разрешение матрицы: 0,3 Мпикс/,,,,,,,,,,,,,,,,
Дополнительные характеристики/,,,,,,,,,,,,,,,,,
cccc6e4e1317,7accaa41ac5a,Тюменская область,Тюмень,Для дома и дачи,Растения,,,,"\"Фикус \"\"Бенджамина\"\"\"",Высота цветка от дна горшка 95 см. (цена без учета горшка),800.0,9,2017-03-26,Private,2f0ff3ad61fdb867c99044090622fc287e3a9da3d7fd3da1ca6d55aef45d7089,1738.0,0.0
Montana 600/600t/610/610t/650/680/680t/,,,,,,,,,,,,,,,,,
0f5670035e63,d6444b85a407,Красноярский край,Красноярск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Пиджаки и костюмы,40–42 (XS),Пиджак Kira Plastinina,"Купила и ни разу не надела. Висит без дела,покупала на много дороже.",500.0,9,2017-03-26,Private,af0ed195b7d297644d3a58a09ba3f79b19f1084395e0570b7ecd7bd5e94ff9ac,562.0,0.0
Хоккейные шорты CCM 156 - 163 см - 1500 руб /,,,,,,,,,,,,,,,,,
