item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
Руль подходит к ПК,PS 2-3,руль поворачивается на 900 градусов./,,,,,,,,,,,,,,,
— поддержка двух SIM-карт/,,,,,,,,,,,,,,,,,
Доставка по городу и области./,,,,,,,,,,,,,,,,,
Наши специалисты помогут Вам подобрать лучшие условия по приобретению данного автомобиля,в том числе с учетом обмена./,,,,,,,,,,,,,,,,
Полностью исправен. Требуется заменить картриджи (Картриджи установлены,но не печатают,"т.к. высохли) . Без них работает в режиме сканера.\"",1000.0,11,2017-03-19,Private,3a4eab741315373c5fcde0fc882213d754cff46eaabfd8582615ad6b569c9956,2771.0,0.0,,,,,,,,
6bd0c4ccea06,a08389fb02c9,Пермский край,Краснокамск,Животные,Кошки,Шотландская,,,Шотландская вислоухая,продам кошку 5мес/,,,,,,,
b5905ad79283,5be7f77d5b1b,Красноярский край,Красноярск,Личные вещи,Детская одежда и обувь,Для девочек,Другое,,Кофточки и рубашечка,"две кофты и рубашечка, все одним лотом. В хорошем состоянии.",350.0,144,2017-03-17,Company,5b886ecc629c06a0edc0b628216c87cf26045dacd54f9a424281ef4fdd7fee58,624.0,0.0
3. Псевдотрофеус Элонгатус мпанга в наличии 4 шт размером 3-3.5 см. фото 3/,,,,,,,,,,,,,,,,,
• ДОСТАВКА ПО РФ!/,,,,,,,,,,,,,,,,,
053bd7d20f71,92e2290c9253,Омская область,Омск,Услуги,Предложение услуг,Фото- и видеосъёмка,,,"Видеоредактор,фоторедактор",Pinnacle Studio 19-Универсальный видеоредактор(серийный номер)/,,,,,,,
Мы продаём ноутбуки на совесть,сотни довольных клиентов! Предоставляем 7 дней на проверку работоспособности,поможем с выбором наилучшего Варианта именно для Вас!/,,,,,,,,,,,,,,,
"В наличии есть узлы от 3 до 8 контуров\"",12000.0,4,2017-03-17,Private,5bf763a96ebe640f7c8458f8eeabb50a226a827e5c156d01a82757190337bc2a,1385.0,0.0,,,,,,,,,,
Два владельца! ПТС оригинал!/,,,,,,,,,,,,,,,,,
Комиссия при заключении договора однократно./,,,,,,,,,,,,,,,,,
4dd9fda00d34,cc95e6b2de4f,Воронежская область,Борисоглебск,Животные,Товары для животных,,,,"Термостат, терморегулятор -50 C 110 C",Этот термостат я предлагая для любителей животного мира./,,,,,,,
487b7e33ed30,ef99e686fab0,Краснодарский край,Тимашевск,Личные вещи,Красота и здоровье,Средства гигиены,,,Памперсы для взрослых,"Продам одну пачку памперсов для взрослых ,размер большой.",800.0,8,2017-03-22,Private,032fd3345ff455c3589872bd09dab13b619fb9831cf8ec960b7f3f1e4f98cb3d,767.0,0.0
a4c270d9baef,8964d3b376da,Челябинская область,Миасс,Услуги,Предложение услуг,"IT, интернет, телеком",Мастер на все случаи,,Windows Doktor номер 1,Решаю практически всё!,0.0,24,2017-03-16,Private,c9b2f7784597b1b67a69f492b7144d43effbda73c65286be28377d49cd030c6f,2261.0,0.0
Выход аудио/наушники/,,,,,,,,,,,,,,,,,
4) П/сапожки,23 размер/,,,,,,,,,,,,,,,,
632dc163571d,9463d055a448,Иркутская область,Братск,Недвижимость,Квартиры,Продам,1,Вторичка,"1-к квартира, 34 м², 1/5 эт.",Продам 1 комнатную квартиру новой планировки по ул. Гагарина 13./,,,,,,,
- Оптимизация работы ПК;/,,,,,,,,,,,,,,,,,
be17cd872fb5,48e4ceff37c6,Иркутская область,Иркутск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Обувь,38,Продам осенние туфли,Продам осенние женские туфли из лакированной кожи,1000.0,19,2017-03-25,Private,218a42227b0afc761e0977340f4fa21369ee253edb0ce24c825d98e8f790615b,88.0,0.0
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
