item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
Радиус накладки грифа		305 мм/,,,,,,,,,,,,,,,,,
5570e41d1ba4,0b5ab778b8c5,Свердловская область,Екатеринбург,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,46–48 (L),Продам новое пальто,"Продам новое демисезонное пальто, размер 48. На рост 170. Очень качественное красивое пальто, покупала за 11000 для мамы, не подошло по ростовке.",4800.0,66,2017-03-22,Private,b9fe9307bebeb0091208e41cd2c2423c3c81d0416b613b05d6b2fdd090c4e90b,523.0,0.0
Режим полета/,,,,,,,,,,,,,,,,,
Assassins creed: Bloodlines/,,,,,,,,,,,,,,,,,
Спортивные передние сидения/,,,,,,,,,,,,,,,,,
 без запаха,отличное качество/,,,,,,,,,,,,,,,,
b256f37f56f2,0db190de3ebf,Самарская область,Тольятти,Недвижимость,Комнаты,Продам,,,"Комната 17 м² в 3-к, 5/5 эт.","1взр. собственник, Торг, соседи отличные",620000.0,139,2017-03-28,Company,94dff334b8564b9449a23f4e9b6f1dfcd7060edcfd226cdb29bc47f89403a387,2219.0,0.0
60cf52b46008,413f6b85b105,Краснодарский край,Армавир,Хобби и отдых,Коллекционирование,Другое,,,Бегонии,"Продам бегонии, с лева на право: ds рождения огня 350, Грин голд 300, ds Жгучая страсть 350, lilian 300, Блек мамба 200, ds Весёлая метелица 300, Б/н 150, ds Тедди 300, ds Кармен 350. Встречу возле главного входа Лента, по договоренности .",,1,2017-03-26,Private,9050ec8892a2662816983760971c57c3b14d0485a02457df7226f8d674ed7fb1,1764.0,0.0
1bf98456d711,2fad7af26b7e,Воронежская область,Митрофановка,Недвижимость,Коммерческая недвижимость,Продам,Помещение свободного назначения,,"Помещение свободного назначения, 2458 м²","Продается бывшая производственная база строительной организации.Земельный участок площадью 0,64 Га.Возможность расширения до 2 Га.На участке имеется газ,вода,канализация,электричество (возможность расширения до 100 кВт).Так же в СОБСТВЕННОСТИ :/",,,,,,,
f86e6ca6ba9d,e9891cebf9b5,Иркутская область,Ангарск,Личные вещи,"Одежда, обувь, аксессуары",Мужская одежда,Верхняя одежда,46–48 (M),Мастерки,В связи закрытием отделов!распродажа по закупочным ценам!,,77,2017-03-23,Private,8784ff0d9ec91866ff283e997537a64e0f7381182f347c71c795991c0c574e1d,657.0,0.0
Материал внешний	кожа иск/текстиль /,,,,,,,,,,,,,,,,,
"Пришлём по почте наши ножи в любые регионы России\"",3300.0,58,2017-03-18,Company,c5d0cd61fad013c8c7027d964d94f47ee1f77cc9e501230e63e2ac3d40104130,2438.0,0.0,,,,,,,,,,
Материалы по хорошей цене!/,,,,,,,,,,,,,,,,,
c7b96c00f19d,478be84ff7d4,Краснодарский край,Кропоткин,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),Топ+юбка,"Новое! Заказала через интернет, и оказалось мало(/",,,,,,,
Дополнительно имеется:/,,,,,,,,,,,,,,,,,
"Комбинез в прекрасном состоянии\"",1000.0,31,2017-03-16,Private,da9e9cba917ac9e06d9aa97df3e6d676719acbc19ebb8547da87a01322604ebc,84.0,0.0,,,,,,,,,,
Серия: Книги Николая Носова/,,,,,,,,,,,,,,,,,
fa8a3012e4a6,5aaff6dd490e,Ростовская область,Егорлыкская,Бытовая электроника,Аудио и видео,Телевизоры и проекторы,,,"Плазменая панель fujitsu 42\"\"",ЯПОНСКАЯ ПЛАЗМЕНАЯ ПАНЕЛЬ ДИОГОНАЛЬ 106СМ ПОДРОБНОСТИ ПО ТЕЛЕФОНУ,10000.0,28,2017-03-25,Company,e755a4a6acaf82d696fc82760518e70129ebffd5470c109a7605698ebd23bd3c,2272.0,0.08818
b7f2630dbd99,cb46293e12cc,Башкортостан,Нефтекамск,Для дома и дачи,Ремонт и строительство,Двери,,,Дверь,"Продам дверь,в отличном состоянии,как на фото только левая.",3000.0,17,2017-03-25,Private,810e9ce789d6e91b9064b3c100b320d01b21de25edd4dcb22f4ce1c32aacc949,1377.0,0.86521
есть,3 Мпикс/,,,,,,,,,,,,,,,,
a1c631ce245f,8a06b12d2fdd,Волгоградская область,Михайловка,Транспорт,Автомобили,С пробегом,ВАЗ (LADA),2109,"ВАЗ 2109, 2003",Автомобиль в идеальном состоянии!Все вопросы по тел.,,25,2017-03-28,Private,176e038a80473e3ad5e9c8c902987d1d0b0ec8062a7f397c97cf72aac5007e7c,2262.0,0.7375
5c324248a0c0,56dbe3685d8e,Тульская область,Тула,Услуги,Предложение услуг,"Ремонт, строительство","Строительство домов, коттеджей",,Коричневый,"Профнастил с цветным покрытием С8 С20 С21 МП20 коричневый, вишневый, зеленый, синий, желтый, белый и т.д./",,,,,,,
Внутри три отделения/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
Звук	A2/NICAM стерео/,,,,,,,,,,,,,,,,,
cdce9258f5c1,3e361a76ef07,Ростовская область,Таганрог,Личные вещи,"Одежда, обувь, аксессуары",Аксессуары,,,Барсетка,цвет коричневый состояние идеального,600.0,209,2017-03-23,Company,29262241d4842c466a354272f62b70803c7ba1c4c265d5ecf3c48ff8aaaa2891,205.0,0.0
Армированный шланг с редуктором уже установлены/,,,,,,,,,,,,,,,,,
Тридинг бровей 200 руб. /,,,,,,,,,,,,,,,,,
- Бункер готовой продукции в сборе/,,,,,,,,,,,,,,,,,
Звоните,пишите в WhatsApp или директ. Или ищите нас в вк,"ок и инстаграм: Косметика из Кореи / Ставрополь\"",870.0,22,2017-03-23,Private,69f78e7d1d27144847393e294488fefa64b4c2fb247d40be7ea0f06cc7bb615c,785.0,0.0,,,,,,,,
b891f301e9d8,60d9e6cc6a8e,Воронежская область,Воронеж,Личные вещи,Товары для детей и игрушки,Детская мебель,,,Стул для кормления,"Состояние видео по фото. Мы им практически не пользовались, но две детали отвалились, их надо приделать. Сиденье съемное. Продаю всвязи с переездом, практически за самовывоз! 400р без торга",400.0,336,2017-03-28,Company,d9dd555eb28fec2edade5c352d0b050b968b7a12f644b2726d6356c89a4e0e9b,817.0,0.15008
"Место осмотра: Казанское шоссе д.25 к.2 (Дилерский центр Автоконтинет)\"",355000.0,232,2017-03-18,Shop,21c2a6eb919217024480fd64e461c4dd89d78ecdb54e71b87fda42f05ed37d10,2264.0,0.7376,,,,,,,,,,
Свадебный образ/пробный образ/выезд к вам /,,,,,,,,,,,,,,,,,
 Время работы: КРУГЛОСУТОЧНО./,,,,,,,,,,,,,,,,,
"Модели модификации \"\"М\"\" оснащаются вторичной оптикой и могут иметь  КСС типа Ш",К или Г (обговаривается при заказе)./,,,,,,,,,,,,,,,,
54f59782e8c6,a820865a75f1,Удмуртия,Ижевск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),Пальто,,500.0,45,2017-03-21,Private,8416e4c310e7d58671aabebe533b50462ea27e01d84b3162480f8da4066ba4ed,523.0,0.0
d1e3cc85bb18,b7b4fa42466d,Алтайский край,Заринск,Для дома и дачи,Мебель и интерьер,Шкафы и комоды,,,Шкаф,"Продаю шкаф трехдверный с зеркалом. Состояние нового. Б/у полгода, продажа в связи с переездом в другой город. Размеры 220*150*60",9500.0,7,2017-03-17,Private,adc986ad682259aa43f56d59b8313e19af7427bde2e3cf49ed61f1b2a904554d,1488.0,0.0
2e76ce2579dd,5009d4e3bfb8,Владимирская область,Владимир,Личные вещи,Детская одежда и обувь,Для девочек,Обувь,26,Новые!Праздничные чешки 16 и 17см,"Абсолютно новые чешки! Подошва кожаная, спереди и сзади  золотистые декоративные элементы ./",,,,,,,
468155e2a0b8,d6e29cc65c40,Краснодарский край,Кропоткин,Транспорт,Автомобили,С пробегом,Hyundai,Solaris,"Hyundai Solaris, 2014","Один хозяин, ПТС оригинал, хорошая комплектация,  не бита не крашена, любые проверки , торг при осмотре",558000.0,45,2017-03-18,Private,c5793417e5421577314e4bda3d80974954e1f5966a53f6fbff8687c774463de5,1118.0,0.04183
Дополнительно/,,,,,,,,,,,,,,,,,
Помогаем настроить. Табло програмируется 3 раза бесплатно./,,,,,,,,,,,,,,,,,
85db1a3690a7,23d85e875c03,Татарстан,Казань,Для дома и дачи,Ремонт и строительство,Стройматериалы,,,Декоративный камень №016,Производства и продажа искусственного облицовочного камня и декоративной плитки под кирпич и сланец для оформления интерьеров и отделки фасадов./,,,,,,,
"Приходите к нам в м-н \"\"FreeDrive\"\" г.Оренбург",пр.Дзержинского 23,"ТРЦ \"\"Север\"\" 0 этаж ко входу в гипермаркет Магнит !/",,,,,,,,,,,,,,,
Видоискатель и ЖК-экран/,,,,,,,,,,,,,,,,,
Некоторае Самки уже покрыты./,,,,,,,,,,,,,,,,,
