item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
Сигнализация с автозапуском и gsm модулем ( с телефона заводим и видим местоположение). Камера заднего вида. Дополнительная шумоизоляция. /,,,,,,,,,,,,,,,,,
— независимая установка/,,,,,,,,,,,,,,,,,
##############################/,,,,,,,,,,,,,,,,,
21962cfff9b4,ca06e555447c,Алтайский край,Барнаул,Личные вещи,Детская одежда и обувь,Для девочек,Другое,,Шапка купальная,Шапка от Gumboree на девочку с 9 мес,300.0,196,2017-03-15,Company,9c0ec32b133cb6b6a3ce453bcd95432c4379e71203297128c82ca509e2b95d43,81.0,0.0
d67a6efd9ff3,bd39e5da4264,Алтайский край,Рубцовск,Личные вещи,Красота и здоровье,Средства гигиены,,,Памперсы,"Номер 3, 6 капель. Осталось в упаковке 22 штуки. По 20 рублей за штуку. Без торга.",440.0,7,2017-03-18,Private,334e20404e43f6e708f0de633532d12caf725998ef1b025f6df36c0fd6b4cffe,1045.0,0.80323
8ba201ba434c,2ce95b3b3817,Краснодарский край,Сочи,Личные вещи,Детская одежда и обувь,Для девочек,Обувь,22,"Резиновые сапоги, сандали","Резиновые сапоги reima, состояние хорошее, 15см стелька. Цена 500₽. Сандали, сандалии силиконовые новые, не носились, 15см селька, хороший вариант для походов на море. Цена 300₽. Забирать в центре адлера.",300.0,96,2017-03-15,Private,5e36a1a64a224e9fedf3a137d1e886d5477a4391d9ab8b4f5d7d253e21c61d2c,85.0,0.0
ff962f0981cd,df488e5fd890,Краснодарский край,Кропоткин,Личные вещи,Товары для детей и игрушки,Детская мебель,,,Плетеная люлечка,"Продам плетеную люлечку,с бортиками и матрасиком",500.0,154,2017-03-19,Private,09002d75dbeaa2df0c24aa580ef8bc83aa6873efde819404bd029d2d36ad13e2,1008.0,0.80323
c0dc5b7ecb6e,bb81d58fa09b,Ставропольский край,Будённовск,Для дома и дачи,Мебель и интерьер,Подставки и тумбы,,,Туалетный столик,2000 рублей. Торг уместен. Можно вотсап.,,43,2017-03-26,Private,df2be242e997b56e8abe5c8d6473ea617ab8272cc1041fac42f281b26fc94ba2,1450.0,0.0
fc44784b67a9,f643f01178b0,Свердловская область,Екатеринбург,Бытовая электроника,Товары для компьютера,Комплектующие,Материнские платы,,GA-8I865gvmk (Socket 478) + CPU + RAM,"Продаю материнскую плату Gigabyte GA-8I865GVMK с процессором Celeron 2,26 GHz на борту, так же присутствует оперативная память DDR 256 Mb (PC3200) x2/",,,,,,,
ОБМЕН ПРОДАЖА новых и б\у игр для PS4 PS3 /,,,,,,,,,,,,,,,,,
Цены реальные,выбор большой. Вся продукция новая./,,,,,,,,,,,,,,,,
Развитая инфраструктура: школа,детский сад,спорткомплекс,музей,банк,почта,магазины./,,,,,,,,,,,
7d17f9b1c20e,9c44b91c160f,Омская область,Омск,Личные вещи,Товары для детей и игрушки,Детские коляски,,,Коляска летняя,"Удобная, легкая,складная коляска .Спинка 3и положения,есть накидка и дождевик.   торг.",1900.0,7,2017-03-22,Private,897b0b1e36f27bf2b4cc88c02ec19e7077e1410c9411b6fe7ab141f99f8b9c73,2583.0,0.27307
"и многое другое!цены очень не дорогие!скидки на банкетные заказы!\"",100.0,62,2017-03-24,Company,1aad9dddc070dd0a9b1df4f668cb91fb5934464e4a624ede157f57215fd7a708,1308.0,0.16667,,,,,,,,,,
Р-н с развитой инфраструктурой (дет. сады,школы,школа искусств,вокзал,"магазины - все в шаговой доступности). Собственник.\"",1050000.0,46,2017-03-19,Company,744ee33631a7b441157bc3f0c1b32bb91e4c3170c98b3336994b84fe6354c3e8,1377.0,0.0,,,,,,
Дети до 14 лет,пенсионеры,студенты 1890 руб./,,,,,,,,,,,,,,,
— москитная сетка/,,,,,,,,,,,,,,,,,
900fbebab213,1b058c8786bb,Краснодарский край,Краснодар,Личные вещи,Красота и здоровье,Средства гигиены,,,Подгузники для взрослых,"новые воздухопроницаемые подгузники Тена ,размер L 6 капель ,30 шт. ,предназначены для ухода за людьми с чувствительной кожей.",450.0,19,2017-03-18,Private,,,0.08751
"Вес брутто (измерено в НИКСе)	1.463 кг\"",1500.0,286,2017-03-28,Company,4c344cb1fa081e6681298b13e28d0cc8461c244257cbc3ebdac3ef629589ed5d,2855.0,0.0,,,,,,,,,,
f9b9faefad72,496f3cb41ea3,Челябинская область,Магнитогорск,Бытовая электроника,Телефоны,Explay,,,Телефон,продам PULSAR EXPLAY с документами но разбит сенсор и требуеться замена сенсора. по вопросам цены звоните.,,6,2017-03-17,Private,011a408b4878a320c014cd7a0c47ecb01abdc09e9e875e4d5239d767b54a3674,2940.0,0.21291
87b73dc519e1,48de6aae978b,Белгородская область,Белгород,Животные,Собаки,Чихуахуа,,,Девчуля кроха,Осталось одна девочка чихуашка почти 2 мес  кушает все к пеленке приучена .,5500.0,79,2017-03-23,Private,92919f819083d743231b0f6f6a70500d94c268a07b14603c9488f9abbb109128,2132.0,0.78503
eb3c6b202d03,794bee4547c6,Башкортостан,Нефтекамск,Транспорт,Автомобили,С пробегом,Renault,Duster,"Renault Duster, 2012","ГУР,ЭСП,ABS,КОНДИЦИОНЕР,ПОДОГРЕВ СИДЕНИЙ,ПОДУШКА БЕЗОПАСНОСТИ.ТОРГ.КРЕДИТ.ОБМЕН.",605000.0,1163,2017-03-23,Company,a150e026034498a40345b5564b06515ca8d735507d3d67345f0cac4293e9eab0,2264.0,0.7376
---------------------------------------------------------------------------------/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
