item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
Маникюр+гель лак+не сложный дизайн 2 пальчиков-500р/,,,,,,,,,,,,,,,,,
0a4cf6d04a96,9dad5477cfc4,Татарстан,Казань,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,74-80 см (7-12 мес),Комбинезон,"Комбинезон осень -тёплая зима. Не промокаемый. Сапожки и варежки -рукавички.  размер 80, но побольше не много он. Одевали 2 раза в машину.",1300.0,10,2017-03-22,Private,bf47846ecf7f88aeeb8821cde816d78ae3eb94b0818ba068d88f2a599e95d60f,84.0,0.0
точечных нажатий на область живота,бедер и ягодиц./,,,,,,,,,,,,,,,,
===================================/,,,,,,,,,,,,,,,,,
__________________________________________________________________/,,,,,,,,,,,,,,,,,
ce85c03d6c1e,de01dc118210,Калининградская область,Калининград,Хобби и отдых,Велосипеды,Запчасти и аксессуары,,,Ретро звонок 1980-й год,Ретро звонок 1980-й год.HERCULES оригнал.,500.0,487,2017-03-28,Company,eb16623b3661852c4ebb1f85693f444aa0bbef7e9ab51b1f4eaab74796ae66b5,2345.0,0.0
a9911a4a7b8d,6fde2cba6eb7,Ростовская область,Таганрог,Личные вещи,Товары для детей и игрушки,Детские коляски,,,Переноска,"носила после кесорева через плечо,как сумку или в руках.Есть казырек от дождя и  пыли.",400.0,86,2017-03-17,Private,4c981abe34048bad195da8db3d9775a79e6679560d0ec5f1f5a6d12e43da69bf,1002.0,0.0
В наличии присутствуют другие аксессуары для телефонов и планшетов,про наличие и стоимость интересующей Вас детали уточняйте по телефону./,,,,,,,,,,,,,,,,
dd38ab396db0,beb47198b93d,Краснодарский край,Краснодар,Хобби и отдых,Коллекционирование,Другое,,,Бокал коллекционный,"Продаю коллекционный бокал, изготовлен в Германии- 1950-60гг., олово, никель, высота 19 см. Время для звонка: 9.00-21.00.",4000.0,5,2017-03-21,Private,082734df1a37be616eeb1e816283989a31c6b13c3cad0becd525f0b6f4c7f833,1655.0,0.27466
➢ Trade-in на продукцию Apple,рабочую и нерабочую!/,,,,,,,,,,,,,,,,
Спортивный снаряд Housefit HT-90871HP работает от электросети. Имеет складную конструкцию и оптимальные габариты,что очень удобно при установке в небольшом помещении. Механические узлы тренажёра работают практически бесшумно. Во время пробежки на снаряде можно беспрепятственно слушать музыку./,,,,,,,,,,,,,,,,
"Почта\"",4000.0,308,2017-03-16,Company,31fcf3b72cad061d8c25ae83c733790a790e904f1626c3a96bf95988619d0217,84.0,0.0,,,,,,,,,,
Масло получается самым светлым из всех наших масел,"с едва уловимым запахом. Придает салатам тот самый \"\"вкус еды","а не масла\"\"./",,,,,,,,,,,,,,,
Не пользовались,"не подошло по цвету.\"",2300.0,18,2017-03-16,Private,9c9441542b499872f66636638df6e4ca628f3ae4083032d7e47152c4463af495,1133.0,0.80323,,,,,,,,,
d6a0dee378f6,91e3999729c4,Владимирская область,Владимир,Бытовая электроника,Товары для компьютера,Джойстики и рули,,,Logitech momo Racing Force Feedback Wheel,Продам руль Logitech MOMO Racing/,,,,,,,
Палат проверена и в исправном состоянии./,,,,,,,,,,,,,,,,,
"Все продукты TILCOR изготовлены из высококачественной стали Zincalume®-protected.\"",650.0,611,2017-03-20,Company,93b700d9d7f90edd079e9de24db075def0003efbc1c44083c71cbd537a1669a5,1308.0,0.0,,,,,,,,,,
571fb336f03c,a35391a0e9e8,Белгородская область,Дубовое,Недвижимость,"Дома, дачи, коттеджи",Продам,Дом,,Дом 456 м² на участке 20 сот.,СРОЧНАЯ ПРОДАЖА!/,,,,,,,
"Производится ОАО \"\"Гомельдрев\"\". Стол (овальный). Ширина 168(218) см./",,,,,,,,,,,,,,,,,
"Номер объекта: #2/540039/133\"",350000.0,7473,2017-03-20,Shop,1a5ce0e5debfcf209980ec49a1ecdd9e51aab7f4f3046d7e708b2a3d5d0bdd5b,1318.0,0.24945,,,,,,,,,,
91048f71dc11,bfe74739c0e6,Краснодарский край,Сочи,Транспорт,Автомобили,С пробегом,Daihatsu,Terios,"Daihatsu Terios, 2002",Продам авто в хорошие руки,250000.0,26,2017-03-24,Private,7db16a035267b0966488ce8a57a05d1ebc1a1f1f4ee63e29541ba23792616f5c,1118.0,0.18447
Паховый ремень +/,,,,,,,,,,,,,,,,,
✔подарки за покупки от 1000 руб/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
