item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
О МАГАЗИНЕ/,,,,,,,,,,,,,,,,,
25b96631661e,50dcf6ca73ba,Новосибирская область,Новосибирск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Другое,,Туника,,390.0,58,2017-03-15,Company,8f33776638448f94512bd6df12e21076aad3adc3686ec7b35cd51f5c62c3532f,387.0,0.0
9036d795543e,8fb55beb818a,Ярославская область,Ярославль,Недвижимость,Квартиры,Продам,1,Вторичка,"1-к квартира, 31 м², 1/5 эт.","Продам 1комн.квартиру на Резинотехнике,требует косметического ремонта.Не агенство,являюсь собственником.Без торга",900000.0,11,2017-03-20,Private,,,0.74424
По оси Y	2 роликовых направляющих/,,,,,,,,,,,,,,,,,
Подойдет для MacBook,iMac,"Mac Mini.\"",890.0,875,2017-03-28,Private,2d10f1dc246fc5c2deba3096b94407ebdcc2c48bbb3c633ec07bea54669d9afd,3030.0,0.0,,,,,,,,
•большой выбор новой техники дешевле,чем в сетевых магазина на 15-50%/,,,,,,,,,,,,,,,,
02e10b69f3d4,e2bf0dbed009,Челябинская область,Магнитогорск,Личные вещи,Часы и украшения,Часы,,,Часы pop swatch,"Продам часы swatch, покупались в подарок, но были одеты всего пару раз.",2500.0,12,2017-03-23,Private,95b711be3f7d2a763cd0c3e9ebe2d751dd6fad29be9cb32bf2a17b01fe06e7f9,143.0,0.0
9a7e05fb9deb,0e5e1e052a02,Волгоградская область,Волгоград,Транспорт,Грузовики и спецтехника,Тягачи,,,Колесный экскаватор Caterpillar M315,"Колесный экскаватор Caterpillar M315 ,2011г. в., куплен в 2012г., наработка 4500м. ч. отличное состояние.",5200000.0,21,2017-03-23,Company,ce5bc1c82a4db2085f774cfd4b9f668b88cbdf38714e3d30e369f4f7398ee8ae,1062.0,0.0
2 сим-карты,3G,Вай-Фай,Блютуз,Большая батарея 4000Мач,/,,,,,,,,,,,,
МЕГА АКЦИЯ!!САМЫЕ НИЗКИЕ АНТИКРИЗИСНЫЕ ЦЕНЫ по Татарстану и Казани,есть торговые точки по городу,куда можно приехать и посмотреть,а не выбирать в слепую.Огромный выбор по расцветкам.Работаем большим оптом и в розницу,отсюда и цены низкие.Цены реальные!/,,,,,,,,,,,,,
199a0b3c6088,7fda07dabd8e,Калининградская область,Калининград,Личные вещи,Товары для детей и игрушки,Детские коляски,,,Adamex Mars 2в1,"продам коляску 2в1. сумка и дождевик в комплекте. не новая, но еще послужит.",3000.0,18,2017-03-15,Private,dc995888769cb8b7325948cffa6a5e45e6a42b09932b7e9e3ef2433dab22a4be,1002.0,0.80323
42e7494f59ae,083de779f05c,Свердловская область,Екатеринбург,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,44–46 (M),Платье синего цвета,Состояние идеальное,300.0,14,2017-03-24,Private,8969f2be5cd0e4090faab0431dd53256716186ed6904ba97beed0c0bfc9325b5,387.0,0.80323
d2fd75124d2e,e3e624b12a82,Пермский край,Пермь,Транспорт,Грузовики и спецтехника,Грузовики,,,ЗИЛ 157,"Зил 157 в хорошем состоянии, с документами.",80000.0,3,2017-03-22,Private,dcf9cb606c937f671f39263202bfbb6178f7d35d3a30db424c08fd96157a832c,1056.0,0.0
Подсветка автофокуса/,,,,,,,,,,,,,,,,,
ВЧ-излучатель - 1 x 1''/25.4 мм твитер алюминиевый купольный./,,,,,,,,,,,,,,,,,
0544	Динамический круиз- контроль/,,,,,,,,,,,,,,,,,
Вид сейфа: другое/,,,,,,,,,,,,,,,,,
Спрос на данную услугу настолько велик,что с потоком клиентов невозможно справиться. Обращение клиента происходит через форму обратной связи (заявка,которая содержит все данные автовладельца) и телефонных звонков на ваш номер. /,,,,,,,,,,,,,,,
На фэтбайке установлена жесткая вилка,т.к. амортизация происходит за счет колес. Жесткая вилка менее прихотлива в эксплуатации,т.к. не требует обслуживания. Широкие колеса – 4.0'' Колеса диаметром 4.0” проедут где угодно. Их можно накачать под разным давлением,в зависимости от того,где Вы будете кататься. Из-за своих толстых колес,fatbike при езде игнорирует ветки,камни,шишки и т.д./,,,,,,,,,,
СПК 4 мм защищен от УФ-лучей: Actual Bio,SotaLight,Aatlantic,Главный Агроном,Novattro,Rational.                    /,,,,,,,,,,,,
