item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
Всё работает + готов к работе полностью WINDOWS 7/,,,,,,,,,,,,,,,,,
dc8ddb73ff38,4a87c0bba1e6,Волгоградская область,Волжский,Личные вещи,Детская одежда и обувь,Для девочек,Обувь,23,Кросы для девочки,Р-р 23,600.0,34,2017-03-22,Private,5ad02e3b3fb007f3332f6f6b18d96d211f7cb3f7afe5d75feb5a96a6f6c8fed3,86.0,0.0
Аудиосистема  BOSE AM/FM/1CD/DVD  8 динамиков +сабвуфер/,,,,,,,,,,,,,,,,,
1adb889a1b95,f8a919bff919,Челябинская область,Челябинск,Бытовая электроника,Телефоны,iPhone,,,Айфон 4s 16gd,"Продам айфон, 4s на 16гб, в отличном состоянии, в защитном стекле. Без торга, звоните все расскажу)",5000.0,31,2017-03-19,Private,8e64fbbd9319d668b01aef23bfb6035e729b4cab577f66446893e2ef0255e24e,2918.0,0.76786
0fad17c7e55e,e8798df0b9b7,Новосибирская область,Новосибирск,Для дома и дачи,Ремонт и строительство,Двери,,,Двери межкомнатные,"В отличном состоянии, с фурнитурой, недорого",500.0,73,2017-03-28,Private,0fabdecfdb15eb25063e6a799a7ce0c754f2a55e45bcc805b23330819dc92a91,1373.0,0.0
- Мощность- 20W/,,,,,,,,,,,,,,,,,
f798656306b5,210787490e20,Белгородская область,Старый Оскол,Хобби и отдых,Коллекционирование,Грампластинки,,,Винил Высоцкий и другие,"\"Винил \"\"На концертах Владимира Высоцкого\"\" с 1-го  по 21й выпуск для тех",кто ищет в идеальном состоянии плюс еще несколько его лонг плеев,а так же вместе продаю пластинки Пугачевой,Розембаума,Ротару,Бригвадзе и другие - всего около 90 пластинок. Повторюсь,что состояние каждой-превосходное,нет поцарапанных
Знаете ли Вы,что согласно статистике,в России каждые пол часа пропадает 1 ребенок и каждые 6 часов продает 1 ребенок,которого больше никогда не найдут? /,,,,,,,,,,,,,,
ac5b0973b6e8,9debea4f4b3c,Омская область,Омск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Пиджаки и костюмы,40–42 (XS),Пиджак,,550.0,10,2017-03-20,Private,7aec765453c9c90dfaaf2e1f6674452b4a3841a2895fb39e9b78d9e328219cbe,562.0,0.0
- Стильные и удобные - превращаются с помощью чехла в сумку,которую можно повесить на плечо,пойти в музей,на борт самолета,в кафе. И у вас всегда свободные руки для вашего малыша. Даже подъемы по лестницам станут намного проще./,,,,,,,,,,,,,
✅Маленький и легкий корпус,"простой и модный дизайн.\"",750.0,25,2017-03-28,Private,79cd988d097a6821af13850510cf8e1595ab439beb0e8ce0e000ccaccf500224,335.0,0.0,,,,,,,,,
Наши преимущества:/,,,,,,,,,,,,,,,,,
— память 4 Гб,слот для карты памяти/,,,,,,,,,,,,,,,,
Полка 1,7м*0,7м из ДСП./,,,,,,,,,,,,,,,
8d075463042b,491583e58bb1,Ростовская область,Ростов-на-Дону,Личные вещи,Детская одежда и обувь,Для девочек,Обувь,22,Полуботинки-кроссовки M.kids 22разм,"\"Продаю очень качественные и красивые полуботинки-кроссовки известного брэнда \"\"M.kids\"\"",пр-во Румыния.22 размер,длина по стельке 14см.Ортопедически правильные (широкий носок,тведая пятка,сьемная стелька с супинатором).Полностью кожаные с натуральными замшевыми вставками и светоотражающими элементами.Цвет бордовый в сочетании с цветом вишневый пенки,по бокам серебристые звездочки (смотрятся супер под любую одежду).Очень удобная колодка,мягкая подушечка на заднике припятствует натиранию ножки.Двойная застежка на липучках хорошо фиксирует маленькую ножку.Состояние идеальное,носы не сбиты
• Гарантия 30 дней;/,,,,,,,,,,,,,,,,,
dabeefe01933,cc914935d60c,Алтайский край,Барнаул,Личные вещи,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,< 40,Лакированные балетки,"Продаю лакированные балетки одевались 1-2 раза в помещении, 38р очень удобные.",350.0,69,2017-03-16,Private,e85a76e320598607ab6c9f6faa0287cce5b59072778e6450bc253ea87a381682,639.0,0.0
93273a0ce687,eb1dfadc45da,Воронежская область,Воронеж,Личные вещи,Детская одежда и обувь,Для мальчиков,Комбинезоны и боди,74-80 см (7-12 мес),Костюм,Продам костюм осень-весна  носили  один месяц покупали за 2800,1000.0,11,2017-03-22,Private,410de1876e10e70f6cd3cd10ee72b8ca35e4ef7da93f87e3b7ba28aed6f01a18,2296.0,0.0
Состав:/,,,,,,,,,,,,,,,,,
e3de8b56ad35,23d9f4a2f1a8,Краснодарский край,Славянск-на-Кубани,Личные вещи,Часы и украшения,Ювелирные изделия,,,Брошь из красного золота С фианитами,Артикул: кн0012308 /,,,,,,,
201d0bd34359,b8bf2d74dd6d,Нижегородская область,Нижний Новгород,Личные вещи,Часы и украшения,Ювелирные изделия,,,Золотая цепь(153674),"Представляем Вашему вниманию золотое изделие, расположенное в магазине по адресу: г. Нижний Новгород ,ул. Родионова 17./",,,,,,,
8452ad6da6ad,ac2280e23cbe,Ставропольский край,Иноземцево кп,Недвижимость,Квартиры,Продам,3,Вторичка,"3-к квартира, 72 м², 4/5 эт.","Продам трехкомнатную квартиру,улучшенной планировки. /",,,,,,,
267b8da702aa,01be700a1369,Челябинская область,Миасс,Недвижимость,Земельные участки,Продам,Поселений (ИЖС),,Участок 9 сот. (ИЖС),Продаю земельный участок по ул. МИАССКИХ ДОБРОВОЛЬЦЕВ 36.Возможен обмен на авто.ТОРГ. СОБСТВЕННИК.,350000.0,18,2017-03-27,Company,,,0.08665
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
