item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
1fe6c1610158,ae87f8b483e0,Удмуртия,Ижевск,Личные вещи,Детская одежда и обувь,Для мальчиков,"Шапки, варежки, шарфы",,Шапка новая на 2-3 года,Шапка новая,200.0,176,2017-03-20,Company,309429741c64818563d53b3230644e915cc555dd57c75787ad4116d230740e0f,55.0,0.0
9521f88addfd,c482ab573247,Башкортостан,Уфа,Для дома и дачи,Мебель и интерьер,"Кровати, диваны и кресла",,,Диван и большое кресло,"Срочно продается,  не маркий, цвет темно- синий, производитель м/ф Панда, почти новый,  идеально для офисов и для дачи. Цена договорная",7900.0,19,2017-03-19,Private,9507b1222fd03589a48a65f1950d79e7aab184c04cdc32e8c27faa3e1971caf7,1431.0,0.0
Небольшой торг./,,,,,,,,,,,,,,,,,
6cfd735b7af9,a8f76e9334d4,Свердловская область,Екатеринбург,Личные вещи,"Одежда, обувь, аксессуары",Мужская одежда,Обувь,< 40,Мужские ботиночки экко новые,мужские ботиночки экко новые/,,,,,,,
На каждый автомобиль выдаётся нотариальная выписка( гарантия юридической чистоты автомобиля)./,,,,,,,,,,,,,,,,,
35e29de4a0b0,62e330f92a84,Челябинская область,Челябинск,Транспорт,Автомобили,С пробегом,KIA,Rio,"KIA Rio, 2013","Автомобиль технически исправен. Возможна продажа в кредит, выгодный обмен на ваш автомобиль, гарантия юридической чистоты. Данный автомобиль смотреть: г. Челябинск, Свердловский тракт, 5Р. Мы работаем каждый день с 9-00 и до 20-00.",475000.0,955,2017-03-15,Shop,1457ec0e0cf3fc6cfd3d05692571ef7f1149f9b79e1c9e1dd0feadbcf10eccea,1102.0,0.0
187 капучино 19шт/,,,,,,,,,,,,,,,,,
34d9b1395d82,6385427a7570,Башкортостан,Стерлитамак,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,40–42 (XS),Плащик на весну,Продам плащик.В идеальном состоянии.Можно и для беременных.,700.0,58,2017-03-28,Private,2fd1f849fd1f4efcee324c6adc91c9a7f8987aab28002f236dbac8007a7f2c40,541.0,0.0
7a10b6e00b40,300efaa98a3e,Новосибирская область,Новосибирск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,40–42 (XS),Шерстяное пальто на хрупкую девушку,"Шерстяное пальто в отличном состоянии.Размер xs.Цвет тёмный серый.Короткое,по фасону почти как пиджачок.Тёплое.В комплекте     к пальто идёт отстёгивающийся капюшон.Покупалось в магазине befree",800.0,14,2017-03-25,Private,0e124efb879d53b12ff0dcf16fdcb55654b0204a00e535a44e058281ddc4fa32,655.0,0.0
619f3a0d947d,a42c3a9ce8dc,Красноярский край,Сосновоборск,Недвижимость,Квартиры,Продам,2,Вторичка,"2-к квартира, 54 м², 10/10 эт.","2-х комнатная квартира в новом районе города, с хорошо развитой инфраструктурой, дому 5 лет. Удобный подъезд, парковка, большая придворовая территория с детскими площадками. Всё в шаговой доступности: школы, детские сады, супермаркет, торговый центр, спортивный комплекс с бассейном, автобусная остановка, сбербанк, соцзащита. Идеальное место для комфортной жизни. Квартира без обременений, подходит под любой вид расчёта. Состояние от застройщика, большая лоджия, хорошие межкомнатные и входная двери, по договоренности оставим в дар часть мебели! Обмен на 1-комнатную с вашей доплатой в этом же районе.  СОБСТВЕННИК, услуги оплачивать не надо!",2150000.0,29,2017-03-22,Private,313dee8aed95b597368da4cd489c264215fe026a8f8337265e1f56a679db7095,1490.0,0.0
Вместимость: 8 кг/,,,,,,,,,,,,,,,,,
9360a46bd3b2,fe0a86273c85,Ярославская область,Ярославль,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Брюки,> 50 (XXL),Джинсы,"Джинсы на размер 50-52,со стрейч +хлопок ,/",,,,,,,
f527c7f44e86,adff12e9644d,Волгоградская область,Волжский,Личные вещи,Красота и здоровье,Средства гигиены,,,Лезвия Feather (Япония),Продаю лезвия Feather (Япония). 10 штук в пачке.,200.0,25,2017-03-25,Private,0f31b3ba20379d7248148d6887b61df2da76867be678b9bac491e36c0ba2f8cb,765.0,0.0
51b096e70338,1d4842a5fcf7,Башкортостан,Уфа,Для бизнеса,Оборудование для бизнеса,Для ресторана,,,Льдогенератор -15AP,Продам льдогенератор пальчикового льда на 15 кг/сутки./,,,,,,,
d0c12da57c8c,5bf27af8405b,Краснодарский край,Краснодар,Хобби и отдых,Спорт и отдых,Туризм,,,Палатка,"Новая, удобная, легкая",5500.0,25,2017-03-17,Private,352b3dfd5ef5358391ea2366f03a18055baedd39dc74e9beb8471522a5b5c0b9,2594.0,0.0
e78fe7dbf89e,96a0bcfc1102,Кемеровская область,Новокузнецк,Личные вещи,Детская одежда и обувь,Для мальчиков,Обувь,22,Сандали,,150.0,70,2017-03-26,Private,551ccad31235d1ddcc7fb0378104cb2cbe8de917f6bea3fd3394595cfa0a77c6,44.0,0.0
283f6fa522c4,c55a3d331a70,Краснодарский край,Краснодар,Личные вещи,Товары для детей и игрушки,Игрушки,,,"Набор овощи, магнитный. От 2 лет",В наборе 12 магнитных элементов/,,,,,,,
есть,пятиточечные с мягкими накладками/,,,,,,,,,,,,,,,,
86b7dc480d2c,03a443681ba8,Самарская область,Жигулевск,Транспорт,Автомобили,С пробегом,ВАЗ (LADA),2105,"ВАЗ 2105, 2002",Отличное состояние,32000.0,63,2017-03-27,Company,6a8e6b2f2f523a3e6942e4a46c7b817ed40f2c142cf2a94e846942e6f9d3df79,1055.0,0.0
1d6b5bc14e20,7837669cf17d,Краснодарский край,Новороссийск,Недвижимость,Квартиры,Продам,3,Вторичка,"3-к квартира, 73 м², 4/5 эт.","Продам трехкомнатную квартиру нестандартной планировки в п. Мысхако.  Все коммуникации центральные,установлен двухконтурный газовый котёл. Квартира с хорошим ремонтом,  встроенная кухня и техника, частично мебель. Остаются шторы и осветительные приборы. Санузел в кафеле, установлена душевая кабина. Море в шаговой доступности!!До пляжа 60 м. Возможна  рассрочка.",4100000.0,226,2017-03-28,Company,a620a1d70192bf6ee8aff6612597dd5f1112a4480fefa195375cc7469b7cf2ee,1429.0,0.26345
GHz 4\1/,,,,,,,,,,,,,,,,,
f3ed1461a220,fbc8c0e431b1,Тульская область,Тула,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,110-116 см (4-6 лет),Куртка united colors OF benetton 4-5 лет,"Куртка на синтепоне. Внутри шоколадного цвета, сверху красный бордо. Размер 4-5 лет, 110см. Куртка на  весну/осень. Подробное описание в фото.",1300.0,17,2017-03-27,Private,7ce6713f7eced08080ae79aea21bd4a4d1b5536f6998c93dd8ed4de61644fda9,95.0,0.0
- газ/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
/,,,,,,,,,,,,,,,,,
Вес коляски	16.5 кг/,,,,,,,,,,,,,,,,,
b07dac04439b,80f3a74c461d,Башкортостан,Уфа,Для дома и дачи,Продукты питания,,,,Пшеница отборная для проращивания,"в наличии 9 упаковок по 500 гр. цена указана за упаковку. алексеевка в любое время, центр в рабочее",56.0,54,2017-03-23,Private,0866bed2fc4170d69c010a103c4abb92a91d6117ce0bb09dd267da19cabee2ae,2041.0,0.0
8e4c070465ad,22d7a71bec73,Воронежская область,Воронеж,Личные вещи,Детская одежда и обувь,Для мальчиков,Обувь,27,Сандали Бебитали,"По стельке 16,5 см. Немного сбиты носы.",100.0,26,2017-03-27,Private,e1d80ee869af79a415d317fa2fd9c21aa1f1aeeb94132198e70e4ec0495ea69e,44.0,0.0
Чехол - кож.заменитель./,,,,,,,,,,,,,,,,,
cdc3513c9f2a,d27e8d859593,Калининградская область,Калининград,Бытовая электроника,Фототехника,Зеркальные фотоаппараты,,,Canon 5D mark II,Полный комплект. Очень хорошее состояние. Бережно обращались.,65000.0,31,2017-03-25,Private,62ebc35b208e2bff37cf4a1bf1db90fc80cdf6a474aa93e4750e2f6e0809c9a8,2997.0,0.0
"Торг.\"",10000.0,665,2017-03-23,Company,ca08bae4254316068239be8830dc97efce0e045d3fae0604868af9f8d74c18c6,2842.0,0.0,,,,,,,,,,
- парковка стихийная перед зданием + парковка во дворе/,,,,,,,,,,,,,,,,,
Доставка по городу от 250 руб. по городу (отдаленные районы 300-350 руб. уточняйте по телефону)/,,,,,,,,,,,,,,,,,
3ef7dc9194ab,55a83ad5a5f2,Челябинская область,Бердяуш,Недвижимость,"Дома, дачи, коттеджи",Продам,Дом,,Дом 40.4 м² на участке 20 сот.,В доме сделан косметический ремонт. Стоят пластиковые окна. Проведена вода. Есть погреб. Небольшой гараж. Баня.,,2,2017-03-28,Private,2113cdcbcedacce95461eaa3738504d52a7f7269b6b42c4e7df3b729259b81f9,2031.0,0.3167
11a7d7007a38,f2983f6b21ee,Башкортостан,Уфа,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),Платье,,200.0,57,2017-03-19,Private,49c7432de02bb62f8815caf11cb669d4e1c5af63c8ae50c3ce6dce8f6b81cff8,399.0,0.0
3d0e892896e5,fefeba8a8007,Новосибирская область,Новосибирск,Для бизнеса,Оборудование для бизнеса,Для магазина,,,"Холодильная камера Polair 3,16*2,56*2,2 V-14,68 м3","Панели пола, потолка, стен Б/У. Дверной блок стандартный, новый в  упаковке. Объем камеры можно изменить на больший. Подберем и смонтируем холодильное оборудование с гарантией и сервисным обслуживанием.",62500.0,4,2017-03-16,Private,d23d086cfb02224837e4c9cbd42db73e795493ddf03ed96f4fb67a81e0be79eb,1313.0,0.20918
Состав - шерсть 80%,полиамид - 20%./,,,,,,,,,,,,,,,,
авто-люлька-переноска/,,,,,,,,,,,,,,,,,
2a5cfce8be5b,ddeed29b8184,Владимирская область,Муром,Услуги,Предложение услуг,"Питание, кейтеринг",,,Составление программы питания,"Составляю программу питания и тренировок,как домашних так и в тренажерном зале,исходя из индивидуальных предпочтений. Программу питания составляю основываясь  на ваших целях(набор веса/снижение веса/поддержание). Все вопросы по телефону или же на эл. почту.",500.0,3,2017-03-24,Private,,,0.0
2. Безразмерность пончо Kosadaka позволяет носить его в любое время года на любую одежду человеку с любой комплекцией./,,,,,,,,,,,,,,,,,
Ширина - 836 мм/,,,,,,,,,,,,,,,,,
6d67a70032f1,75357236387a,Саратовская область,Саратов,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,44–46 (M),Платье женское фирменное мехх,,1000.0,39,2017-03-26,Private,ad3e7c3288dd06e49f1bfc5bd180a551921e60fa4d936d9e4b025be3ca1879b5,114.0,0.0
c24b2ddd365a,e52aaf92646e,Кемеровская область,Новокузнецк,Личные вещи,Товары для детей и игрушки,Игрушки,,,Детский рюкзак,Детский рюкзак. 24 см х 18 см х 9 см. Предоплата обязательна.,800.0,150,2017-03-28,Company,81bff04c63616530b2b43f4ee33f9cbc714633d6c4133d9eede054e86c4780cf,931.0,0.0
a0a79347747c,0f19b801a5a1,Нижегородская область,Нижний Новгород,Для дома и дачи,Мебель и интерьер,"Предметы интерьера, искусство",,,"\"Сувенир \"\" Парящая чашка \"\".Ручная работа\"","Чашечка сделана из фарфора ,цветочки из ткани . Ручная работа .Отличный подарок .",400.0,154,2017-03-17,Private,b90504f77df44c6e5a61a21164ebdfb2b196a9f7b22e1496e1aead40968be68a,1568.0,0.0
89b7bf10845d,8d36aa085c66,Нижегородская область,Нижний Новгород,Транспорт,Автомобили,С пробегом,Chevrolet,Lanos,"Chevrolet Lanos, 2009","CHEVROLET Lanos. 2009г.вып,. я второй хозяин./",,,,,,,
