item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
584552e4ad27,9733baad1d01,Краснодарский край,Краснодар,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Обувь,38,Туфли женские Zara,"Кожаные туфли 38 размера Zara,удобные на высоком каблуке",1200.0,4,2017-03-15,Private,4058f9c5facdd09a1ec239e1011cfb9808d84ec7f32524612d9eb18c0b1a7247,450.0,0.0
5743c0a1850c,2054bef1d9e7,Иркутская область,Иркутск,Бытовая электроника,Аудио и видео,"Акустика, колонки, сабвуферы",,,Bowers and wilkins,"Продаю акустику с шикарным и очень глубоким, мощным звуком, услышев который сразу же зочется себе приобрести в дом. Может использоваться как док станция, возможно воспроизведение звука через airplay, aux и USB.  В комплекте имеются все приблуды которые были в коробке на момент покупки включая саму коробку. Состояние безупречное. Продаю так как приобрел более серьезную аппаратуру той же канторы.",25000.0,60,2017-03-22,Company,9d95ced016b17d285ad54f1e1ad36c9ba3ab09ac64ebea3354425a4c653aad9b,349.0,0.0
Wi-Fi ловит отлично/,,,,,,,,,,,,,,,,,
- Мультимедиа (CD)/,,,,,,,,,,,,,,,,,
30fa2643c0f0,a1480b19d55b,Алтайский край,Барнаул,Личные вещи,Детская одежда и обувь,Для девочек,"Шапки, варежки, шарфы",,Весенняя шапуля,Весенняя шапочка ручной работы. Цветы при необходимости снимают.,900.0,44,2017-03-20,Private,f619a52a70398faf9456b128fdeb5dfd3778f5233e60c90501218ea90e8273e9,346.0,0.0
c648a164e2d4,d19fa52b25ae,Башкортостан,Уфа,Личные вещи,Часы и украшения,Ювелирные изделия,,,Гвоздики серебряные,Каждая пара по 250 руб,250.0,55,2017-03-18,Private,2364f2430a8fe1cdb75458d31b28c558d70d5b1e99fc10ef904bc1398fadf4ee,16.0,0.0
Можем привезти кроссовки под ЗАКАЗ по Вашей фотографии (доставка от 2 дней)/,,,,,,,,,,,,,,,,,
"ЗЖМ\"",200.0,324,2017-03-18,Company,2431408dfd2260f62ead976d8be5ba85ebddfb3842f31f8aa1b34f40a2934b4c,1469.0,0.0,,,,,,,,,,
50ea83a6d8ca,f04639651093,Саратовская область,Саратов,Для дома и дачи,Мебель и интерьер,Другое,,,Спальня Фиеста модульный набор,Кровать: (спальное место)/,,,,,,,
5a9174e144c6,eee8f7017eb0,Краснодарский край,Краснодар,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Свадебные платья,Без размера,Украшения на свадьбу,Бижутерия и шпильки с розами,200.0,24,2017-03-19,Private,58491c31e3e3737f85116c12e21df19f8189832d25b2591684936ec6807dd4f1,1.0,0.0
30.	 Гадкий утенок./,,,,,,,,,,,,,,,,,
— ЦЕНА 8 РУБ/ШТ/,,,,,,,,,,,,,,,,,
PCGA-AC51/,,,,,,,,,,,,,,,,,
Кирпичный дом «комфорт-класса»./,,,,,,,,,,,,,,,,,
a83d59bb4409,748c024bf982,Кемеровская область,Прокопьевск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Обувь,< 35,Женские ботельоны,"Продам женские,крутые ботельоны! Надеты были пару раз!",800.0,57,2017-03-18,Private,77df2270ff61bd959dcd27576a15105a32658497b9dc2496168e43fd8f4232d6,438.0,0.0
dd64d66de8f3,3c48136e514b,Алтайский край,Бийск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,44–46 (M),Пальто женское,"Продам пальто женское, демисезонное Zolla 44-46 размер, полиэстер верх, белого цвета, легкое, комфортное, в хорошем состоянии",2500.0,33,2017-03-18,Private,8e6ee12cd0d13e372f0f9c6c77ffc252933d270643bd4831c785315e6ffa345d,95.0,0.0
Размер:145*270 +/- 5см. - 2шт./,,,,,,,,,,,,,,,,,
