item_id,activation_date,date_from,date_to
f79c7039b8fe,2017-03-27,2017-03-27,2017-03-28
68cf95ff2445,2017-02-26,2017-03-15,2017-03-27
70e8f72ad8a3,2017-02-14,2017-03-15,2017-03-16
a12f28ea52d7,2017-02-24,2017-03-15,2017-03-25
1faff9553e8c,2017-03-13,2017-03-15,2017-03-28
12cbb90d746a,2017-02-25,2017-03-15,2017-03-26
fe1273d86aa1,2017-03-06,2017-03-15,2017-03-28
529cb39f1de4,2017-03-02,2017-03-15,2017-03-28
42a231bc71df,2017-03-12,2017-03-15,2017-03-28
84d043242f22,2017-02-13,2017-03-15,2017-03-15
d14329c258d4,2017-03-08,2017-03-15,2017-03-28
0c40c6f9175a,2017-02-27,2017-03-15,2017-03-28
93f88d8e7433,2017-03-03,2017-03-15,2017-03-28
b1a5764c045c,2017-03-19,2017-03-19,2017-03-28
d0883603e08f,2017-03-20,2017-03-20,2017-03-28
bda6eec88d26,2017-03-25,2017-03-25,2017-03-28
34074f040d26,2017-03-26,2017-03-26,2017-03-28
f59773dad174,2017-02-14,2017-03-15,2017-03-16
a536b9ef6769,2017-03-14,2017-03-15,2017-03-28
90d82713b813,2017-02-22,2017-03-15,2017-03-24
76382fc49cf6,2017-03-13,2017-03-15,2017-03-28
ad1563287876,2017-03-06,2017-03-15,2017-03-28
9ec0c775ceba,2017-03-05,2017-03-15,2017-03-28
be6bb0b980a0,2017-02-24,2017-03-15,2017-03-26
c6e2f1edc9b1,2017-03-09,2017-03-15,2017-03-28
494744a2f1b8,2017-03-18,2017-03-18,2017-03-28
9369e8f95c8a,2017-02-19,2017-03-15,2017-03-21
f2778d5fb8ad,2017-02-27,2017-03-15,2017-03-28
544219e4623a,2017-03-18,2017-03-18,2017-03-28
7abd5b9f3e58,2017-03-11,2017-03-15,2017-03-28
e2504a0eafff,2017-03-28,2017-03-28,2017-03-28
374351e9a37f,2017-03-23,2017-03-23,2017-03-28
d1760a4ad5d6,2017-03-17,2017-03-17,2017-03-28
636796a1673e,2017-02-25,2017-03-15,2017-03-27
745649db4800,2017-03-01,2017-03-15,2017-03-28
06cae1125f86,2017-03-18,2017-03-18,2017-03-28
f2a928e507a7,2017-03-26,2017-03-26,2017-03-28
9f479fa1befa,2017-03-14,2017-03-15,2017-03-28
b77a4abe06ff,2017-03-01,2017-03-15,2017-03-28
41366c152868,2017-03-24,2017-03-24,2017-03-28
47b34f6c16f4,2017-02-15,2017-03-15,2017-03-17
2de471d22e4d,2017-03-12,2017-03-15,2017-03-28
6d01f6e4975f,2017-03-14,2017-03-15,2017-03-28
11e62054c2f3,2017-03-10,2017-03-15,2017-03-28
1703ff9763f3,2017-03-01,2017-03-15,2017-03-28
70b24716a9cc,2017-03-09,2017-03-15,2017-03-28
cedf1fb0eedc,2017-02-24,2017-03-15,2017-03-26
d8d3b2ebde9b,2017-03-02,2017-03-15,2017-03-28
3735d8515f13,2017-03-25,2017-03-25,2017-03-28
13a0fee884e0,2017-03-26,2017-03-26,2017-03-28
48f4859056df,2017-02-13,2017-03-15,2017-03-15
cede41cb7a6b,2017-02-27,2017-03-15,2017-03-28
03d7d45211b1,2017-03-06,2017-03-15,2017-03-28
30cb0b562588,2017-02-26,2017-03-15,2017-03-27
f499747e624d,2017-02-19,2017-03-15,2017-03-21
f1c7224512e1,2017-03-02,2017-03-15,2017-03-28
f9c51019e953,2017-03-01,2017-03-15,2017-03-28
4139e7d248fd,2017-02-18,2017-03-15,2017-03-20
739cc770fc5a,2017-02-21,2017-03-15,2017-03-23
ce57cc31718b,2017-03-02,2017-03-15,2017-03-28
00fe1d7bc8f9,2017-03-17,2017-03-17,2017-03-28
20d5f1708bd3,2017-03-13,2017-03-15,2017-03-21
66e37450ef3a,2017-03-15,2017-03-15,2017-03-28
3bcdaa38bd65,2017-02-24,2017-03-15,2017-03-26
18c7235cf0ee,2017-02-16,2017-03-15,2017-03-17
660e5125d676,2017-03-01,2017-03-15,2017-03-28
5a9a2f3d0b1e,2017-03-20,2017-03-20,2017-03-28
0c75570291a6,2017-03-14,2017-03-15,2017-03-28
318cd8e45d64,2017-02-25,2017-03-15,2017-03-17
44f9f3e9d2c2,2017-02-27,2017-03-15,2017-03-28
ffe45b5cf7f1,2017-03-22,2017-03-22,2017-03-28
fdcbb9dc52a3,2017-03-11,2017-03-15,2017-03-28
c1ffdf2d07e4,2017-03-21,2017-03-21,2017-03-22
5edc5b2e876e,2017-03-01,2017-03-15,2017-03-28
fe6f1c00de01,2017-02-22,2017-03-15,2017-03-23
c8f25659ee3e,2017-03-17,2017-03-17,2017-03-18
1398643cb5d6,2017-03-13,2017-03-15,2017-03-28
25a93daa2535,2017-03-04,2017-03-15,2017-03-28
433aaf6340c6,2017-03-20,2017-03-20,2017-03-28
4e99df35db05,2017-02-18,2017-03-15,2017-03-20
36bd41d0c163,2017-03-09,2017-03-15,2017-03-28
9e58e309aae5,2017-03-07,2017-03-15,2017-03-28
ac878157bfb6,2017-03-27,2017-03-27,2017-03-28
78ffb15b6845,2017-03-20,2017-03-20,2017-03-28
65a8e65d0b2b,2017-03-10,2017-03-15,2017-03-28
468b5089ee72,2017-03-09,2017-03-15,2017-03-22
2fe68bf65ad7,2017-03-03,2017-03-15,2017-03-28
3bd7539d4afb,2017-03-10,2017-03-15,2017-03-28
074c05b060e7,2017-03-14,2017-03-15,2017-03-28
1faccdcfbed8,2017-03-01,2017-03-15,2017-03-28
d1dd564135f5,2017-03-27,2017-03-27,2017-03-28
2f8a855e4883,2017-03-23,2017-03-23,2017-03-28
d35a1242110a,2017-03-21,2017-03-21,2017-03-28
9686a1607ff4,2017-02-25,2017-03-15,2017-03-27
01acf3934f5c,2017-02-15,2017-03-15,2017-03-17
e18e53c0432e,2017-03-19,2017-03-19,2017-03-28
a58ed5ae4969,2017-03-09,2017-03-15,2017-03-28
dc8b3340c8bb,2017-03-11,2017-03-15,2017-03-28
df6d69edb477,2017-03-12,2017-03-15,2017-03-28
79ad0fb564d2,2017-02-16,2017-03-15,2017-03-17
579281f0ce17,2017-03-11,2017-03-15,2017-03-28
a862fadc203c,2017-03-25,2017-03-25,2017-03-28
ce5199322e39,2017-03-01,2017-03-15,2017-03-28
7bb7baf8467e,2017-03-25,2017-03-25,2017-03-28
884e3d5df5bf,2017-02-19,2017-03-15,2017-03-21
0fe6190d14b8,2017-03-17,2017-03-17,2017-03-19
82343507b050,2017-02-22,2017-03-15,2017-03-24
847a07423218,2017-03-07,2017-03-15,2017-03-28
a6d908196236,2017-03-05,2017-03-15,2017-03-28
58aa6dabec31,2017-03-05,2017-03-15,2017-03-28
48e27ca198aa,2017-03-06,2017-03-15,2017-03-28
10912eb46507,2017-03-18,2017-03-18,2017-03-28
39951ea3ba45,2017-03-23,2017-03-23,2017-03-28
fe7f716f159d,2017-03-05,2017-03-15,2017-03-28
6eb35701e5ac,2017-03-27,2017-03-27,2017-03-28
b3cedf0e582f,2017-03-20,2017-03-20,2017-03-21
31b834086fb3,2017-03-10,2017-03-15,2017-03-28
390dacf47649,2017-03-07,2017-03-15,2017-03-28
dd1d6084a05d,2017-02-27,2017-03-15,2017-03-28
e04be6fb47b5,2017-03-03,2017-03-15,2017-03-28
9b0747d6b3a8,2017-03-20,2017-03-20,2017-03-28
4cbf4abde156,2017-02-19,2017-03-15,2017-03-21
5bf1001a0281,2017-03-19,2017-03-19,2017-03-28
30863410e02d,2017-03-27,2017-03-27,2017-03-28
846778feb1cd,2017-02-16,2017-03-15,2017-03-18
6b737b71c6d8,2017-02-25,2017-03-15,2017-03-27
c78093a71f8e,2017-03-14,2017-03-15,2017-03-28
663c3ad0364d,2017-03-21,2017-03-21,2017-03-28
c54d3b4345b8,2017-03-13,2017-03-15,2017-03-28
366d7d749923,2017-02-13,2017-03-15,2017-03-15
54626c55db19,2017-03-26,2017-03-27,2017-03-28
8c7a5d604c16,2017-03-04,2017-03-15,2017-03-28
470bb355aa51,2017-03-17,2017-03-17,2017-03-28
d6effb0ef005,2017-03-05,2017-03-15,2017-03-28
e3721418e7d3,2017-03-20,2017-03-20,2017-03-28
6e7dc8188a7e,2017-02-26,2017-03-15,2017-03-28
058b78280842,2017-03-25,2017-03-25,2017-03-28
09f053ffde99,2017-03-20,2017-03-20,2017-03-28
4566efe661d9,2017-03-01,2017-03-15,2017-03-28
8430c7244baf,2017-03-12,2017-03-15,2017-03-28
77c0282d57b8,2017-02-24,2017-03-15,2017-03-26
2beb5d92906e,2017-02-22,2017-03-15,2017-03-24
2fa3a4393e21,2017-03-17,2017-03-17,2017-03-28
6bd625eec722,2017-03-13,2017-03-15,2017-03-28
5480c24f5295,2017-03-25,2017-03-25,2017-03-28
ee9478e658b4,2017-02-18,2017-03-15,2017-03-20
d956ce7cf28a,2017-02-26,2017-03-15,2017-03-28
82f68843f36e,2017-03-11,2017-03-15,2017-03-28
a9b6bc11ff46,2017-03-28,2017-03-28,2017-03-28
901264c1968e,2017-02-16,2017-03-15,2017-03-18
a90701015b65,2017-03-03,2017-03-15,2017-03-28
f9f74018c2c2,2017-03-11,2017-03-15,2017-03-28
b34e4fa7bb0c,2017-02-15,2017-03-15,2017-03-17
dbf5a23ac2da,2017-03-25,2017-03-25,2017-03-28
5f62e624f66a,2017-02-18,2017-03-15,2017-03-20
dde0cd15f9de,2017-02-16,2017-03-15,2017-03-18
7cddb6490620,2017-02-21,2017-03-15,2017-03-22
57134c98b61b,2017-02-14,2017-03-15,2017-03-16
0bedb611fb82,2017-03-25,2017-03-25,2017-03-28
73bd4fc87db1,2017-03-03,2017-03-15,2017-03-28
40d74e2e4823,2017-03-28,2017-03-28,2017-03-28
7a6fcc10618c,2017-03-01,2017-03-15,2017-03-28
19fbd8316de6,2017-02-13,2017-03-15,2017-03-15
187efe87f7e3,2017-03-14,2017-03-15,2017-03-28
e3bfbe057751,2017-03-02,2017-03-15,2017-03-28
daf083c36199,2017-03-10,2017-03-15,2017-03-26
29540bd7b822,2017-03-05,2017-03-15,2017-03-28
068bfc053baa,2017-02-22,2017-03-15,2017-03-24
d4d975ed4cfb,2017-02-22,2017-03-15,2017-03-23
36d76602e4f4,2017-02-18,2017-03-15,2017-03-20
00caed02b764,2017-02-27,2017-03-15,2017-03-28
cc34ea93e93e,2017-03-08,2017-03-15,2017-03-28
adff2a0b7831,2017-03-01,2017-03-15,2017-03-28
3ddb595e6a17,2017-03-21,2017-03-21,2017-03-28
d93c45a17b67,2017-03-03,2017-03-15,2017-03-28
933575c4f06a,2017-03-27,2017-03-27,2017-03-28
6da1fef978b0,2017-03-17,2017-03-17,2017-03-28
10a2a81e573e,2017-02-27,2017-03-15,2017-03-28
f4e609898f90,2017-03-19,2017-03-19,2017-03-28
e16e1cffe595,2017-02-24,2017-03-15,2017-03-25
5a939ea1006b,2017-03-23,2017-03-23,2017-03-28
012a982eaea1,2017-03-03,2017-03-15,2017-03-28
cbfc2b4158f1,2017-03-14,2017-03-15,2017-03-28
0b0f1b05c744,2017-03-18,2017-03-18,2017-03-28
6a90e93e0300,2017-03-07,2017-03-15,2017-03-28
585a38da276e,2017-02-18,2017-03-15,2017-03-19
ad748d722282,2017-03-23,2017-03-23,2017-03-28
8dae84008d26,2017-03-19,2017-03-19,2017-03-28
4defc198e481,2017-03-17,2017-03-17,2017-03-28
63ae83a38786,2017-02-19,2017-03-15,2017-03-21
e830d4283d4d,2017-02-22,2017-03-15,2017-03-24
ed1da54daf5d,2017-03-21,2017-03-21,2017-03-28
2e3bed8979d9,2017-03-20,2017-03-20,2017-03-28
512257f0f4d8,2017-02-25,2017-03-15,2017-03-27
aae5ba9c0d64,2017-03-17,2017-03-17,2017-03-28
86085c4e7d77,2017-03-09,2017-03-15,2017-03-28
6e386468555b,2017-03-27,2017-03-27,2017-03-28
55a3b7726333,2017-03-13,2017-03-15,2017-03-28
cbaeb5ffe028,2017-02-28,2017-03-15,2017-03-28
d3d4895f9160,2017-03-06,2017-03-15,2017-03-28
dee8c951a2a6,2017-03-08,2017-03-15,2017-03-28
cbeaad0f3bea,2017-03-06,2017-03-15,2017-03-28
9569eb9bd3f2,2017-02-25,2017-03-15,2017-03-27
b42707aee7f4,2017-03-05,2017-03-15,2017-03-28
4c0235a72fa4,2017-02-22,2017-03-15,2017-03-24
f259789f2b70,2017-02-27,2017-03-15,2017-03-28
bf6434c40194,2017-02-25,2017-03-15,2017-03-26
0a43d5b65771,2017-03-18,2017-03-18,2017-03-28
2fc712b99aa7,2017-03-26,2017-03-26,2017-03-28
55896c1a64c7,2017-03-06,2017-03-15,2017-03-28
fca85fc39f1f,2017-03-26,2017-03-26,2017-03-28
ee2f92797714,2017-03-03,2017-03-15,2017-03-28
5cb8511d1847,2017-03-15,2017-03-15,2017-03-28
