item_id,activation_date,date_from,date_to
04ca7e49ce2c,2017-03-11,2017-03-15,2017-03-28
6b26b7b1f16d,2017-03-06,2017-03-15,2017-03-28
8695c9dac346,2017-03-24,2017-03-24,2017-03-25
80b1240b987e,2017-03-28,2017-03-28,2017-03-28
64c777aa3725,2017-02-21,2017-03-15,2017-03-23
b64c5372d4d7,2017-03-19,2017-03-19,2017-03-28
16cba45b51e1,2017-02-24,2017-03-15,2017-03-26
b72f060c5d6c,2017-03-22,2017-03-22,2017-03-28
141643e61a31,2017-02-20,2017-03-15,2017-03-22
5622f2b43573,2017-03-08,2017-03-15,2017-03-28
aaffa7bf443e,2017-03-14,2017-03-15,2017-03-20
8e3f68abdaf5,2017-02-21,2017-03-15,2017-03-23
1b3ff4bec940,2017-03-12,2017-03-15,2017-03-28
18bc59e5e93b,2017-02-14,2017-03-15,2017-03-16
12fb8a7eab81,2017-03-15,2017-03-15,2017-03-28
4931ab0b3ec7,2017-03-08,2017-03-15,2017-03-28
82d1d428e8a9,2017-03-09,2017-03-15,2017-03-28
2bb17257a5e6,2017-03-11,2017-03-15,2017-03-28
7305d2ea77d7,2017-03-22,2017-03-22,2017-03-28
90cfebfeef4a,2017-02-24,2017-03-15,2017-03-26
3cba5060c5f2,2017-03-27,2017-03-27,2017-03-28
46e32002a281,2017-03-20,2017-03-20,2017-03-28
a96f66f37234,2017-03-15,2017-03-15,2017-03-28
349bfdf9e503,2017-03-26,2017-03-26,2017-03-27
1da42cf8ad34,2017-03-01,2017-03-15,2017-03-28
6fd89ddd2f11,2017-02-14,2017-03-15,2017-03-16
9fe8583d2851,2017-03-15,2017-03-15,2017-03-28
8be43152f501,2017-03-21,2017-03-21,2017-03-28
fd41b8d84e30,2017-03-08,2017-03-15,2017-03-28
9f82a3ad53df,2017-02-18,2017-03-15,2017-03-20
aa744029f4b6,2017-02-27,2017-03-15,2017-03-28
bc2eef5f9a6a,2017-03-23,2017-03-23,2017-03-28
ad095e828b39,2017-03-20,2017-03-20,2017-03-28
0df32d6630e0,2017-03-23,2017-03-23,2017-03-28
96756a84ecf1,2017-03-19,2017-03-19,2017-03-24
63090b21ae27,2017-03-11,2017-03-15,2017-03-18
18fad8d0fcb9,2017-03-07,2017-03-15,2017-03-28
5ef77b03dc44,2017-03-05,2017-03-15,2017-03-28
3b5c3e1df53a,2017-03-18,2017-03-18,2017-03-28
5c3cd3a60b58,2017-03-01,2017-03-15,2017-03-28
b9a3480d5e23,2017-03-10,2017-03-15,2017-03-28
cced352f8ae1,2017-02-19,2017-03-15,2017-03-21
adde2464292e,2017-02-25,2017-03-15,2017-03-26
88c7499570df,2017-02-19,2017-03-15,2017-03-21
a79cd1f4b084,2017-02-13,2017-03-15,2017-03-15
f80d4d53cc07,2017-03-10,2017-03-15,2017-03-28
74ae46a5d65d,2017-03-09,2017-03-15,2017-03-28
5eab4dd1880c,2017-03-09,2017-03-15,2017-03-28
ac66b5b73a68,2017-03-03,2017-03-15,2017-03-28
89651dcf4a31,2017-03-27,2017-03-27,2017-03-28
9171ba1429d3,2017-03-10,2017-03-15,2017-03-28
518137861919,2017-03-22,2017-03-22,2017-03-28
8a938f586d98,2017-02-23,2017-03-15,2017-03-25
5c5a03aeb7f1,2017-02-18,2017-03-15,2017-03-20
a9e887d9061b,2017-03-13,2017-03-15,2017-03-28
61f7cd475f1d,2017-03-19,2017-03-19,2017-03-28
924308f889c4,2017-03-20,2017-03-20,2017-03-28
7a0f96885dcd,2017-03-07,2017-03-15,2017-03-28
ae9fd48e2b1e,2017-03-21,2017-03-21,2017-03-28
d53461ba5ab7,2017-03-16,2017-03-16,2017-03-28
831a4f71addf,2017-02-25,2017-03-15,2017-03-27
236f1a7f7c76,2017-02-24,2017-03-15,2017-03-26
7767158b19c2,2017-02-20,2017-03-15,2017-03-21
c4b87fd7dcbc,2017-03-21,2017-03-21,2017-03-28
1bb78b607896,2017-03-07,2017-03-15,2017-03-28
e20455968d50,2017-03-28,2017-03-28,2017-03-28
c250711cc8db,2017-03-22,2017-03-22,2017-03-28
56c5549ca93b,2017-03-18,2017-03-18,2017-03-28
7f7a7fe8c6c9,2017-03-02,2017-03-15,2017-03-28
5324c11d993b,2017-03-12,2017-03-15,2017-03-28
aa50bb3a95a3,2017-03-11,2017-03-15,2017-03-28
8176e51ccabb,2017-03-06,2017-03-15,2017-03-28
a7bec1fb6b58,2017-03-17,2017-03-17,2017-03-28
38f5acc26e99,2017-02-14,2017-03-15,2017-03-16
c5f4847bcfe1,2017-03-09,2017-03-15,2017-03-28
c1b7b17b8a5d,2017-02-18,2017-03-15,2017-03-20
89709a25f1e1,2017-03-03,2017-03-15,2017-03-21
96386a829471,2017-02-21,2017-03-15,2017-03-22
96f8c264681d,2017-03-12,2017-03-15,2017-03-28
eefe1ead2b45,2017-03-05,2017-03-15,2017-03-28
1803ae08709e,2017-03-17,2017-03-17,2017-03-28
77dd23932b62,2017-03-14,2017-03-15,2017-03-28
e4a88dcc0fe7,2017-02-27,2017-03-15,2017-03-28
8bccde60cc7b,2017-03-11,2017-03-15,2017-03-20
0deb758b1971,2017-03-02,2017-03-15,2017-03-28
8498b91335cf,2017-03-12,2017-03-15,2017-03-28
a0e41db39d88,2017-02-16,2017-03-15,2017-03-17
ec21f7311d5e,2017-03-24,2017-03-24,2017-03-28
c9f0dfb13a34,2017-03-21,2017-03-21,2017-03-24
af670d94c1b7,2017-03-14,2017-03-15,2017-03-28
7518ca0552e2,2017-03-11,2017-03-15,2017-03-28
ab5c4f1ed340,2017-03-10,2017-03-15,2017-03-28
9feedc6eccd4,2017-03-19,2017-03-19,2017-03-28
d977c999db95,2017-03-01,2017-03-15,2017-03-28
f3f6960bc8ff,2017-02-22,2017-03-15,2017-03-24
a53f7f029516,2017-03-07,2017-03-15,2017-03-28
89791837a44d,2017-03-14,2017-03-15,2017-03-28
a9dbe7e79182,2017-02-19,2017-03-15,2017-03-21
741acd69d629,2017-02-28,2017-03-15,2017-03-28
2e23ce7506a7,2017-03-17,2017-03-17,2017-03-28
63290f7425ac,2017-03-17,2017-03-17,2017-03-28
e73f964559de,2017-02-22,2017-03-15,2017-03-23
f775ce975e6f,2017-03-24,2017-03-24,2017-03-28
2cf4b5735522,2017-02-19,2017-03-15,2017-03-21
efc41e755e77,2017-03-01,2017-03-15,2017-03-28
41cd95494674,2017-03-10,2017-03-15,2017-03-28
3e8d237fdeb6,2017-03-18,2017-03-18,2017-03-28
534b3f8377b6,2017-02-26,2017-03-15,2017-03-28
0cf50286cb2f,2017-03-05,2017-03-15,2017-03-28
baf3c77111dc,2017-02-23,2017-03-15,2017-03-25
4aa8f4a90ba6,2017-03-09,2017-03-15,2017-03-28
8526a296c0e7,2017-02-18,2017-03-15,2017-03-20
5a1b4f2cf6cb,2017-03-25,2017-03-25,2017-03-28
a1097f243c83,2017-02-28,2017-03-15,2017-03-28
1f2db852e1bc,2017-03-09,2017-03-15,2017-03-28
e2a230e4bd2b,2017-03-22,2017-03-22,2017-03-28
d4db4227c5aa,2017-03-21,2017-03-21,2017-03-28
3da195c9aa84,2017-02-15,2017-03-15,2017-03-16
70182eb0f0ee,2017-03-14,2017-03-15,2017-03-28
5b87661a50fc,2017-03-06,2017-03-15,2017-03-28
ebd8e27d587e,2017-03-03,2017-03-15,2017-03-28
262ba4022679,2017-03-03,2017-03-15,2017-03-28
981ba907a17c,2017-03-08,2017-03-15,2017-03-28
81b7a7528a21,2017-03-14,2017-03-15,2017-03-28
4bd5d914ff73,2017-02-22,2017-03-15,2017-03-23
54915fda99da,2017-03-22,2017-03-22,2017-03-28
75cad40c7924,2017-03-03,2017-03-15,2017-03-28
a7c33e8ac912,2017-02-19,2017-03-15,2017-03-21
3884b4d6d150,2017-03-03,2017-03-15,2017-03-28
7129c0cafb07,2017-03-04,2017-03-15,2017-03-28
ac6f8fcc1516,2017-03-11,2017-03-15,2017-03-28
d02e673ae536,2017-03-02,2017-03-15,2017-03-28
69fc8c608f4f,2017-03-28,2017-03-28,2017-03-28
a59be44ec5bb,2017-02-16,2017-03-15,2017-03-18
781fa9c87499,2017-02-26,2017-03-15,2017-03-28
e3dc2f1e880e,2017-02-17,2017-03-15,2017-03-19
0040fffa81f3,2017-03-13,2017-03-15,2017-03-28
1cc1aa2300ad,2017-03-07,2017-03-15,2017-03-28
d872e7ce888b,2017-03-25,2017-03-25,2017-03-28
e03d97f00f48,2017-03-01,2017-03-15,2017-03-28
f9aaa0ff0562,2017-02-17,2017-03-15,2017-03-19
88ab9d9b18fa,2017-02-21,2017-03-15,2017-03-22
a1f38762ecb7,2017-02-18,2017-03-15,2017-03-20
81c4d5c1dbd7,2017-02-14,2017-03-15,2017-03-21
c13fbf7620c8,2017-02-17,2017-03-15,2017-03-19
a78cd5e35005,2017-02-27,2017-03-15,2017-03-28
32894315c496,2017-02-28,2017-03-15,2017-03-18
18ad7659958d,2017-02-26,2017-03-15,2017-03-28
e1323f368154,2017-03-26,2017-03-26,2017-03-28
8cc87db5a4f8,2017-03-09,2017-03-15,2017-03-28
3f0d6b95fbd0,2017-03-06,2017-03-15,2017-03-28
5362ca44e585,2017-03-23,2017-03-23,2017-03-28
0f1656a8f1e7,2017-02-24,2017-03-15,2017-03-26
1c4be1c3bb56,2017-03-09,2017-03-15,2017-03-28
ac2e07271e1a,2017-03-22,2017-03-22,2017-03-28
d15ade3926c6,2017-03-12,2017-03-15,2017-03-28
b1fde9e8a0fd,2017-02-28,2017-03-15,2017-03-28
6d42c182de63,2017-03-21,2017-03-21,2017-03-28
9918a3439bf6,2017-02-25,2017-03-15,2017-03-27
abcb7c165566,2017-03-02,2017-03-15,2017-03-28
e2c4a7c021c0,2017-02-28,2017-03-15,2017-03-28
d3a51952d600,2017-02-18,2017-03-15,2017-03-19
6733a77f1ff5,2017-03-15,2017-03-15,2017-03-28
f65b2970e7d1,2017-02-20,2017-03-15,2017-03-22
c346d4d34fc8,2017-02-14,2017-03-15,2017-03-16
21da6228c9cb,2017-02-16,2017-03-15,2017-03-18
334ea4bec064,2017-03-20,2017-03-20,2017-03-28
e589852cdcb4,2017-02-18,2017-03-15,2017-03-19
14e4283f4ded,2017-03-01,2017-03-15,2017-03-28
c3c704979b80,2017-03-16,2017-03-16,2017-03-28
3d9307451930,2017-02-15,2017-03-15,2017-03-17
99920786e7e9,2017-03-22,2017-03-22,2017-03-28
061c994342d5,2017-03-21,2017-03-21,2017-03-28
bc48920bfb6a,2017-02-19,2017-03-15,2017-03-21
a3c2560b54ed,2017-03-22,2017-03-22,2017-03-28
f095d85aeb76,2017-03-04,2017-03-15,2017-03-22
617e0e1c1fdf,2017-03-15,2017-03-15,2017-03-28
5f8ebe4b2bfc,2017-03-16,2017-03-16,2017-03-28
ddf40345a864,2017-03-28,2017-03-28,2017-03-28
ff404390f18d,2017-02-28,2017-03-15,2017-03-28
ffd119a2f59d,2017-02-16,2017-03-15,2017-03-17
0db76e3bc7ef,2017-02-28,2017-03-15,2017-03-28
f45bda09a707,2017-02-20,2017-03-15,2017-03-22
ff74fa38a159,2017-02-23,2017-03-15,2017-03-25
63f7c5ad3a87,2017-03-06,2017-03-15,2017-03-28
319995d36175,2017-03-16,2017-03-16,2017-03-28
e3f82b66de3a,2017-03-18,2017-03-18,2017-03-28
961d535eba04,2017-03-20,2017-03-20,2017-03-28
6c334bf725aa,2017-02-20,2017-03-15,2017-03-22
1919d149f21d,2017-02-15,2017-03-15,2017-03-16
57ecb01b31f6,2017-02-28,2017-03-15,2017-03-28
d4218af286ce,2017-03-10,2017-03-15,2017-03-28
3ad6233cbba9,2017-03-15,2017-03-15,2017-03-28
82b27c9c569b,2017-03-07,2017-03-15,2017-03-28
b0b3888d8445,2017-02-22,2017-03-15,2017-03-24
07c61f9f53aa,2017-03-17,2017-03-17,2017-03-28
2313767a5dbb,2017-02-18,2017-03-15,2017-03-19
518a9d768c44,2017-03-09,2017-03-15,2017-03-28
ff7087a0cc5d,2017-03-25,2017-03-25,2017-03-28
8df4e1fd53b0,2017-03-09,2017-03-15,2017-03-28
b99f2a2c1d3c,2017-02-28,2017-03-15,2017-03-28
7931f85a6d7c,2017-03-23,2017-03-23,2017-03-28
32c8f55cbeb9,2017-02-24,2017-03-15,2017-03-26
b6d997a76b59,2017-02-18,2017-03-15,2017-03-20
181c0bdfbc7a,2017-02-21,2017-03-15,2017-03-22
175cb794062b,2017-02-13,2017-03-15,2017-03-15
4e1122b53910,2017-03-04,2017-03-15,2017-03-28
9b24f41f2757,2017-02-21,2017-03-15,2017-03-23
b99d5122679c,2017-02-19,2017-03-15,2017-03-20
1fbf3de74e24,2017-02-27,2017-03-15,2017-03-28
b80ef69bf494,2017-03-25,2017-03-25,2017-03-28
b899a3671d52,2017-03-25,2017-03-25,2017-03-28
df036038a33d,2017-02-20,2017-03-15,2017-03-22
f677ff395a15,2017-03-24,2017-03-24,2017-03-28
bc33373a6f63,2017-02-16,2017-03-15,2017-03-18
eca4ca7bd9a7,2017-03-12,2017-03-15,2017-03-28
e48c7fa2fd44,2017-03-28,2017-03-28,2017-03-28
4222a7af132e,2017-03-04,2017-03-15,2017-03-28
