item_id,activation_date,date_from,date_to
b76663b04b5a,2017-02-27,2017-03-15,2017-03-28
f39f47681dfa,2017-02-17,2017-03-15,2017-03-19
8155f7284d64,2017-03-28,2017-03-28,2017-03-28
f848eec20658,2017-02-25,2017-03-15,2017-03-27
1c22f51777b9,2017-02-22,2017-03-15,2017-03-23
3e046f79d02e,2017-03-22,2017-03-22,2017-03-28
abeaad2021bb,2017-03-11,2017-03-15,2017-03-28
991ed9203f8c,2017-02-23,2017-03-15,2017-03-24
fe844b5e8ec6,2017-02-19,2017-03-15,2017-03-21
46f32b3e236e,2017-03-24,2017-03-24,2017-03-28
23a36f965462,2017-03-13,2017-03-15,2017-03-28
30fa3c7e2bf9,2017-03-19,2017-03-19,2017-03-28
a9793b93a622,2017-03-15,2017-03-15,2017-03-28
d2cf0b2e87ac,2017-03-11,2017-03-15,2017-03-28
56e1e73383cb,2017-03-12,2017-03-15,2017-03-28
7cb0d638e34e,2017-03-09,2017-03-15,2017-03-28
2f8c0fbe1ed5,2017-03-06,2017-03-15,2017-03-28
baee85e17511,2017-02-13,2017-03-15,2017-03-15
af5de55a3300,2017-03-26,2017-03-26,2017-03-28
a2b995a54dce,2017-03-11,2017-03-15,2017-03-16
437630f1ec87,2017-02-14,2017-03-15,2017-03-16
ceba991c07f0,2017-03-21,2017-03-21,2017-03-28
68f271ff6b71,2017-02-15,2017-03-15,2017-03-17
e096909a3f0c,2017-03-25,2017-03-25,2017-03-28
3f4404851f04,2017-03-27,2017-03-27,2017-03-28
dd11e015da09,2017-02-14,2017-03-15,2017-03-17
98e6b19f227e,2017-03-20,2017-03-20,2017-03-28
4d5348c41663,2017-03-10,2017-03-15,2017-03-28
cd12c472c4b7,2017-02-21,2017-03-15,2017-03-23
f078ef859533,2017-03-24,2017-03-24,2017-03-28
becea42de7ef,2017-03-09,2017-03-15,2017-03-28
0bf68043a16a,2017-02-13,2017-03-15,2017-03-15
f888ae121e68,2017-03-11,2017-03-15,2017-03-28
e7dbafb09daa,2017-03-19,2017-03-19,2017-03-23
4dbb763fb304,2017-03-28,2017-03-28,2017-03-28
1ec00a7d082a,2017-02-27,2017-03-15,2017-03-28
38669f58e984,2017-03-07,2017-03-15,2017-03-28
ab93485a7c4a,2017-03-03,2017-03-15,2017-03-28
33abb6f114bc,2017-02-18,2017-03-15,2017-03-19
926b0d87ce09,2017-02-21,2017-03-15,2017-03-23
a2508bb1a94b,2017-03-06,2017-03-15,2017-03-28
7aa6bdfe746e,2017-03-01,2017-03-25,2017-03-28
d58590f1cf3b,2017-03-06,2017-03-15,2017-03-28
235c593039d6,2017-02-17,2017-03-15,2017-03-19
187fbf4c6f1d,2017-02-19,2017-03-15,2017-03-21
e6ed1909b553,2017-03-10,2017-03-15,2017-03-28
ed5559dd113a,2017-03-11,2017-03-15,2017-03-28
746eb3a1d8d1,2017-03-04,2017-03-15,2017-03-28
668504d4fd9c,2017-03-01,2017-03-15,2017-03-28
7e5e8ccd12fe,2017-03-17,2017-03-17,2017-03-28
1c1627ccdebf,2017-02-16,2017-03-15,2017-03-18
19e254a08d9e,2017-02-15,2017-03-15,2017-03-17
e866941781a0,2017-02-27,2017-03-15,2017-03-28
439b4447fa28,2017-03-22,2017-03-22,2017-03-28
e2800891a16c,2017-02-16,2017-03-15,2017-03-18
afd8b950524b,2017-03-13,2017-03-15,2017-03-28
1447cd5eaa3b,2017-03-20,2017-03-20,2017-03-28
efaa1eb04326,2017-03-10,2017-03-15,2017-03-28
d4ebf4bdd348,2017-03-02,2017-03-15,2017-03-28
26de584d32bf,2017-03-01,2017-03-15,2017-03-28
9222f617f620,2017-02-16,2017-03-15,2017-03-17
66f26478f008,2017-02-25,2017-03-15,2017-03-27
260fb445bc68,2017-03-12,2017-03-15,2017-03-28
1283fcbae0a5,2017-03-12,2017-03-15,2017-03-28
1f984c5ea224,2017-03-28,2017-03-28,2017-03-28
a27e3dc09f82,2017-02-20,2017-03-15,2017-03-21
4c454f4abaa0,2017-03-13,2017-03-15,2017-03-28
7942a2206cb8,2017-03-19,2017-03-19,2017-03-28
130a8dc9d7a6,2017-03-27,2017-03-27,2017-03-28
43564899e889,2017-03-23,2017-03-23,2017-03-28
1fc5ffbbe6ce,2017-03-02,2017-03-15,2017-03-28
0395086742b2,2017-02-28,2017-03-15,2017-03-28
