item_id,activation_date,date_from,date_to
cc52f525e60b,2017-02-19,2017-03-15,2017-03-21
89cc834add10,2017-03-21,2017-03-21,2017-03-28
48493e886073,2017-03-17,2017-03-17,2017-03-28
61a4af898d0e,2017-03-20,2017-03-20,2017-03-28
1bfee4c386b3,2017-02-27,2017-03-15,2017-03-28
69b8f6a456bc,2017-03-06,2017-03-15,2017-03-28
35a1a04aa7e5,2017-03-25,2017-03-25,2017-03-28
35b9c1a5994e,2017-03-14,2017-03-15,2017-03-28
57bf5e99dce6,2017-03-10,2017-03-15,2017-03-28
f765411aaa8d,2017-02-26,2017-03-15,2017-03-27
dd2c13c96447,2017-03-10,2017-03-15,2017-03-28
d53fea8c18e4,2017-03-14,2017-03-15,2017-03-28
19ac46219103,2017-03-24,2017-03-24,2017-03-28
802e95250445,2017-02-15,2017-03-15,2017-03-17
8a8eb569910f,2017-03-06,2017-03-15,2017-03-18
c71e2efb4613,2017-03-08,2017-03-15,2017-03-28
9531c37bfdae,2017-03-25,2017-03-25,2017-03-28
985ac8937826,2017-03-17,2017-03-17,2017-03-28
347f22ec6b44,2017-03-17,2017-03-17,2017-03-28
2d5e37683d15,2017-03-09,2017-03-15,2017-03-28
28a9a4cd7756,2017-03-10,2017-03-15,2017-03-28
3c85def3c5ce,2017-03-20,2017-03-20,2017-03-28
d1c3b91585c6,2017-03-07,2017-03-15,2017-03-28
23d2b517b4b2,2017-03-09,2017-03-15,2017-03-28
61cc3d0b2abe,2017-03-23,2017-03-23,2017-03-28
f3f0cfe399aa,2017-03-06,2017-03-15,2017-03-28
af83ebe601e2,2017-03-08,2017-03-15,2017-03-28
7f3af39dc84f,2017-03-11,2017-03-15,2017-03-28
fd35dbccc899,2017-03-22,2017-03-22,2017-03-28
5b9337a28e3d,2017-03-14,2017-03-15,2017-03-28
4c8ed85ca24c,2017-02-27,2017-03-15,2017-03-28
3ab97106a272,2017-03-04,2017-03-15,2017-03-28
d518ecf4da4c,2017-03-24,2017-03-24,2017-03-28
2f1656d770a6,2017-03-19,2017-03-19,2017-03-28
b97a77a9d243,2017-02-15,2017-03-15,2017-03-17
e52dd1085d6c,2017-02-18,2017-03-15,2017-03-20
746e5803e2bd,2017-02-28,2017-03-15,2017-03-28
ccdabb1099dd,2017-03-26,2017-03-26,2017-03-28
afd2886f7e2a,2017-02-26,2017-03-15,2017-03-28
253d0faadcf7,2017-03-24,2017-03-24,2017-03-28
fbb7f5d5a8ca,2017-03-02,2017-03-15,2017-03-28
447968d2404e,2017-03-10,2017-03-15,2017-03-28
cdbd1cad2816,2017-03-14,2017-03-15,2017-03-28
f6acab580c75,2017-02-23,2017-03-15,2017-03-24
01ab64bf8908,2017-03-22,2017-03-22,2017-03-28
b6d8a128c663,2017-03-02,2017-03-15,2017-03-28
f86b73c52cde,2017-03-16,2017-03-16,2017-03-28
f6a57b741ccc,2017-03-19,2017-03-19,2017-03-28
c9e1e03e15ca,2017-03-25,2017-03-25,2017-03-28
04f9b36d3158,2017-03-24,2017-03-24,2017-03-28
4278369afe1b,2017-03-26,2017-03-26,2017-03-28
c32755741b61,2017-02-13,2017-03-15,2017-03-15
20d51685d67e,2017-03-02,2017-03-15,2017-03-28
9d54b35e9667,2017-03-08,2017-03-15,2017-03-28
99a1ef566b91,2017-03-13,2017-03-15,2017-03-28
b0f93e19fae1,2017-03-17,2017-03-17,2017-03-28
35b531f643d5,2017-02-17,2017-03-15,2017-03-18
8d6f637064a1,2017-03-18,2017-03-18,2017-03-28
5cb7c3461716,2017-03-21,2017-03-21,2017-03-28
bba415dd6731,2017-02-24,2017-03-15,2017-03-25
75427c3969b0,2017-03-13,2017-03-15,2017-03-28
18a652e9669e,2017-03-07,2017-03-15,2017-03-28
731b10504502,2017-02-14,2017-03-15,2017-03-16
ec7479c54776,2017-02-26,2017-03-15,2017-03-27
49defda303e6,2017-03-22,2017-03-22,2017-03-28
89e3d94de41e,2017-03-11,2017-03-15,2017-03-28
036ea122455f,2017-03-12,2017-03-15,2017-03-28
d618ba9a3aef,2017-03-24,2017-03-24,2017-03-25
7ebd3314bb5d,2017-02-28,2017-03-15,2017-03-28
237103edbad4,2017-03-21,2017-03-21,2017-03-28
e67b2ea7709b,2017-02-20,2017-03-15,2017-03-22
186dafb74b94,2017-02-14,2017-03-15,2017-03-16
53e10b562090,2017-03-17,2017-03-17,2017-03-28
8ba5b33005f0,2017-03-24,2017-03-24,2017-03-28
be9914e3e8ec,2017-02-18,2017-03-15,2017-03-19
45ff620e7a11,2017-02-26,2017-03-15,2017-03-24
b5fe70981992,2017-03-19,2017-03-19,2017-03-28
d65a27f54239,2017-02-28,2017-03-15,2017-03-28
0a0b2c8ff12c,2017-03-02,2017-03-15,2017-03-28
5ca022cc18ee,2017-03-24,2017-03-24,2017-03-28
8548289724a3,2017-03-25,2017-03-25,2017-03-28
7b51d7921158,2017-02-28,2017-03-15,2017-03-28
6121685721f5,2017-03-22,2017-03-22,2017-03-28
2aeaaf3c0a1e,2017-02-18,2017-03-15,2017-03-20
953d99298405,2017-02-21,2017-03-15,2017-03-23
13b36104d811,2017-03-27,2017-03-27,2017-03-28
906b730239a8,2017-03-22,2017-03-22,2017-03-28
d8144a55f0c5,2017-02-21,2017-03-15,2017-03-22
1bb7eb61c3d5,2017-02-15,2017-03-15,2017-03-17
592facf1a34e,2017-02-21,2017-03-15,2017-03-23
47ea2a87c572,2017-02-27,2017-03-15,2017-03-28
e6674d8e7797,2017-02-24,2017-03-15,2017-03-26
d9802c7498b2,2017-02-18,2017-03-15,2017-03-19
cbe3095ceb36,2017-02-27,2017-03-15,2017-03-28
de28fc00c71c,2017-03-12,2017-03-15,2017-03-16
aff02737d0c2,2017-03-02,2017-03-15,2017-03-28
f0b99c6e663b,2017-03-27,2017-03-27,2017-03-28
09a4f6548fea,2017-03-21,2017-03-21,2017-03-28
20d2e4619bff,2017-03-10,2017-03-15,2017-03-28
ad312b17ff1e,2017-03-07,2017-03-15,2017-03-28
15fa6bb6db8a,2017-03-17,2017-03-17,2017-03-28
44cdd01a45f7,2017-03-06,2017-03-15,2017-03-28
8bee7b1c200b,2017-02-17,2017-03-15,2017-03-19
6294b37f09d2,2017-02-16,2017-03-15,2017-03-18
a36e95bb780c,2017-02-28,2017-03-15,2017-03-28
c3c8ddb0480b,2017-03-17,2017-03-17,2017-03-28
7685b22da173,2017-03-10,2017-03-15,2017-03-28
0519a6b857f7,2017-03-05,2017-03-15,2017-03-28
953a760e6263,2017-02-18,2017-03-15,2017-03-20
710b35a34986,2017-03-14,2017-03-15,2017-03-28
a1fa4045c41e,2017-02-16,2017-03-15,2017-03-18
723e4f45f96e,2017-03-13,2017-03-15,2017-03-28
8da707485724,2017-03-04,2017-03-15,2017-03-28
15a4218dba4c,2017-02-15,2017-03-15,2017-03-17
ca6f08449209,2017-03-09,2017-03-15,2017-03-28
34348cb70d29,2017-02-25,2017-03-15,2017-03-26
efc2088ac898,2017-03-12,2017-03-15,2017-03-28
f40749ca2505,2017-03-26,2017-03-26,2017-03-28
b79d563ff1d7,2017-03-21,2017-03-21,2017-03-28
e69ab9648ae8,2017-03-28,2017-03-28,2017-03-28
b2b07a743944,2017-03-22,2017-03-22,2017-03-28
44d5699db193,2017-03-19,2017-03-19,2017-03-28
2104161ef4e4,2017-02-14,2017-03-15,2017-03-16
f2784c963380,2017-03-04,2017-03-15,2017-03-28
58a3df59011c,2017-03-01,2017-03-15,2017-03-28
2544a61c2166,2017-03-01,2017-03-15,2017-03-28
d7b2f6c6b5ea,2017-03-17,2017-03-17,2017-03-28
edca8e43425e,2017-03-11,2017-03-15,2017-03-28
c3236a602a2a,2017-02-21,2017-03-15,2017-03-23
a27b8425fafc,2017-03-19,2017-03-19,2017-03-24
64e9ec4c0f9e,2017-03-02,2017-03-15,2017-03-28
0fee0f3f5b26,2017-02-15,2017-03-15,2017-03-17
26c202e006cb,2017-03-28,2017-03-28,2017-03-28
913906bb1f7d,2017-02-13,2017-03-15,2017-03-15
81abdc6425b0,2017-02-28,2017-03-15,2017-03-28
e5a88811a932,2017-02-26,2017-03-15,2017-03-25
ba6757a464a9,2017-03-10,2017-03-15,2017-03-28
05c2307f6c38,2017-03-14,2017-03-15,2017-03-28
cf2c9b4c1d41,2017-03-23,2017-03-23,2017-03-28
976e6ec9f698,2017-02-15,2017-03-15,2017-03-17
3e6b1c68e6d3,2017-03-17,2017-03-17,2017-03-28
b2dc14c49463,2017-03-26,2017-03-26,2017-03-28
9e9a35cf1023,2017-02-14,2017-03-15,2017-03-16
b947b79b1b53,2017-03-17,2017-03-17,2017-03-28
615f0c4245cf,2017-02-17,2017-03-15,2017-03-19
2a0652f72cce,2017-03-04,2017-03-15,2017-03-28
6af77cd2efb8,2017-03-05,2017-03-15,2017-03-28
7031b898d8f8,2017-03-24,2017-03-24,2017-03-28
6b262e054709,2017-03-11,2017-03-15,2017-03-28
4cdcfc37b35d,2017-03-13,2017-03-15,2017-03-28
7f424aa87666,2017-03-22,2017-03-22,2017-03-28
307c1339ba17,2017-03-04,2017-03-15,2017-03-28
4cd260926635,2017-03-25,2017-03-25,2017-03-28
e5ef4fda1cbe,2017-02-18,2017-03-15,2017-03-20
8417173ebd53,2017-02-13,2017-03-15,2017-03-15
4c55ecd7b133,2017-03-25,2017-03-25,2017-03-28
3990ecb15d8f,2017-03-27,2017-03-27,2017-03-28
61360937c796,2017-03-06,2017-03-15,2017-03-28
613cb0496d40,2017-03-22,2017-03-22,2017-03-28
f2dfc8876a1c,2017-03-06,2017-03-15,2017-03-28
0b2031559db6,2017-03-05,2017-03-15,2017-03-28
5a3fb51bd2a8,2017-02-28,2017-03-15,2017-03-28
6f6ca424eb1d,2017-03-10,2017-03-15,2017-03-28
d844a5a35c7e,2017-02-16,2017-03-15,2017-03-18
b9aa56df7117,2017-03-10,2017-03-15,2017-03-28
aea2fb4e42b2,2017-02-26,2017-03-15,2017-03-28
56a468c2385b,2017-03-14,2017-03-15,2017-03-28
6cd92dc6b028,2017-02-20,2017-03-15,2017-03-22
f2070b4513df,2017-03-14,2017-03-15,2017-03-24
2f9ca554d7aa,2017-02-15,2017-03-15,2017-03-16
5495e4fa3a93,2017-03-19,2017-03-19,2017-03-28
adc52c93c3c8,2017-02-14,2017-03-15,2017-03-16
6b877e224e66,2017-03-22,2017-03-22,2017-03-28
bc99cd820d99,2017-02-26,2017-03-15,2017-03-28
29faea2c48b1,2017-02-15,2017-03-15,2017-03-18
206006303d59,2017-03-13,2017-03-15,2017-03-28
4979d1181702,2017-03-16,2017-03-16,2017-03-28
08cff78e2cbd,2017-02-19,2017-03-15,2017-03-21
e4c61c2c1008,2017-03-01,2017-03-15,2017-03-28
7e6df644da16,2017-02-18,2017-03-15,2017-03-20
8f0a3efe4041,2017-03-17,2017-03-17,2017-03-28
0211b8405c7b,2017-03-14,2017-03-15,2017-03-28
cd95558d7a5e,2017-03-08,2017-03-15,2017-03-28
7f34a122fe66,2017-03-17,2017-03-17,2017-03-28
00cac878d046,2017-03-01,2017-03-15,2017-03-28
ec4c1b399a30,2017-03-17,2017-03-17,2017-03-18
b2d84f6c6c87,2017-02-19,2017-03-15,2017-03-21
8a03c8499e27,2017-03-12,2017-03-15,2017-03-28
d9e00a1d1e64,2017-03-27,2017-03-27,2017-03-28
fabb7cd47306,2017-03-19,2017-03-19,2017-03-28
d732799d0254,2017-03-11,2017-03-15,2017-03-28
6ce063713eeb,2017-03-14,2017-03-15,2017-03-28
d07061bd55f8,2017-03-03,2017-03-15,2017-03-28
5ee6e96778cc,2017-02-21,2017-03-15,2017-03-23
e0d4ab04581b,2017-03-15,2017-03-15,2017-03-28
3eb41b78cde8,2017-02-25,2017-03-15,2017-03-27
94caf764a13b,2017-02-21,2017-03-15,2017-03-23
f56cc906191f,2017-03-10,2017-03-15,2017-03-28
d6cfa1dbf622,2017-02-22,2017-03-23,2017-03-24
edcdb8e683a5,2017-02-15,2017-03-15,2017-03-17
6bdba2cd2454,2017-03-14,2017-03-15,2017-03-28
b7070cc9223a,2017-02-24,2017-03-15,2017-03-25
ed8b3ebac1cf,2017-03-18,2017-03-18,2017-03-28
7e71f54be56d,2017-03-15,2017-03-15,2017-03-28
9a5dd3ef3b89,2017-03-16,2017-03-16,2017-03-28
310a0b6b8047,2017-03-25,2017-03-25,2017-03-28
504424bd9d6d,2017-02-14,2017-03-15,2017-03-16
ac5371224572,2017-02-27,2017-03-15,2017-03-28
5da668bebf11,2017-03-14,2017-03-15,2017-03-28
45d15adc2670,2017-03-21,2017-03-21,2017-03-28
81b17f48e912,2017-03-08,2017-03-15,2017-03-28
0a70db969d7c,2017-02-22,2017-03-15,2017-03-24
46c6b5343b9f,2017-03-22,2017-03-22,2017-03-28
875e93a539ee,2017-03-16,2017-03-16,2017-03-28
fa0c4190a44c,2017-02-20,2017-03-15,2017-03-21
182897f744b5,2017-02-21,2017-03-15,2017-03-23
cdeab08219d6,2017-02-25,2017-03-15,2017-03-27
f2abee67ceaa,2017-02-27,2017-03-15,2017-03-28
b43d10d2da32,2017-03-12,2017-03-15,2017-03-17
40386a96a1d9,2017-03-25,2017-03-25,2017-03-28
72918d89d76d,2017-03-19,2017-03-19,2017-03-28
1a6941e5bae1,2017-02-27,2017-03-15,2017-03-28
82f0d6a1a66d,2017-03-08,2017-03-15,2017-03-28
6e9b54095e81,2017-03-27,2017-03-27,2017-03-28
4f26df203862,2017-03-10,2017-03-15,2017-03-28
6de8754ee209,2017-02-26,2017-03-15,2017-03-28
02d0a6597897,2017-03-10,2017-03-15,2017-03-28
160ad87b36f5,2017-03-10,2017-03-15,2017-03-28
37f9fd5f33d6,2017-03-06,2017-03-15,2017-03-28
34ea4ba2c0f1,2017-03-26,2017-03-26,2017-03-28
56ae237c1704,2017-02-18,2017-03-15,2017-03-20
38babe38eb3a,2017-03-05,2017-03-15,2017-03-28
15f90bd6149b,2017-02-18,2017-03-15,2017-03-20
a8f9b9778ed1,2017-03-14,2017-03-15,2017-03-28
fb73399e9927,2017-02-26,2017-03-15,2017-03-28
8f94545f0f98,2017-02-15,2017-03-15,2017-03-16
ec74edecdb83,2017-03-08,2017-03-15,2017-03-23
7b1d8794944c,2017-02-18,2017-03-15,2017-03-20
ca11d7eba0b5,2017-03-09,2017-03-15,2017-03-16
2c73b048b0b3,2017-03-16,2017-03-16,2017-03-28
01bf89c391bd,2017-03-15,2017-03-15,2017-03-28
08d7676dfba6,2017-02-25,2017-03-15,2017-03-27
1a1d2dc9b513,2017-02-16,2017-03-15,2017-03-18
bc9c0c48b09c,2017-03-25,2017-03-25,2017-03-28
31f73586dfc7,2017-03-22,2017-03-22,2017-03-28
eb8130e6171b,2017-03-26,2017-03-26,2017-03-28
cc752ac58353,2017-03-13,2017-03-15,2017-03-28
a9aaa6245932,2017-03-05,2017-03-15,2017-03-28
339eb741e0c8,2017-03-09,2017-03-15,2017-03-28
172a3284032f,2017-03-15,2017-03-15,2017-03-28
f9f5494b6507,2017-03-23,2017-03-23,2017-03-28
02a5bce0b27c,2017-02-18,2017-03-15,2017-03-20
