item_id,activation_date,date_from,date_to
c2ccb64dc3bb,2017-02-20,2017-03-15,2017-03-21
1b008cbfcb99,2017-03-23,2017-03-23,2017-03-28
5625f1633c51,2017-02-17,2017-03-15,2017-03-18
09787d904953,2017-03-20,2017-03-20,2017-03-28
53d9554e6c7b,2017-02-16,2017-03-15,2017-03-18
3a82c09a20bb,2017-03-13,2017-03-15,2017-03-28
3612c2c614ab,2017-02-22,2017-03-15,2017-03-24
318254c0eb93,2017-03-17,2017-03-17,2017-03-28
3a7674a55ccb,2017-02-17,2017-03-15,2017-03-19
6269dc7c2a19,2017-03-05,2017-03-15,2017-03-28
f2e5bcc356f9,2017-03-03,2017-03-15,2017-03-28
bef71e17373d,2017-03-14,2017-03-15,2017-03-28
91fa0c079ae4,2017-03-13,2017-03-15,2017-03-28
3d02f2aac769,2017-03-19,2017-03-19,2017-03-28
979861d53187,2017-03-21,2017-03-21,2017-03-28
0b0516ede0db,2017-03-23,2017-03-23,2017-03-28
bedfc6e1c44c,2017-02-18,2017-03-15,2017-03-20
386b3a9c54e0,2017-03-18,2017-03-18,2017-03-28
5d13a2c2f8a4,2017-02-20,2017-03-15,2017-03-22
7eb3af021291,2017-03-08,2017-03-15,2017-03-28
cb70d3464968,2017-02-26,2017-03-15,2017-03-27
f9c6596dcce8,2017-03-14,2017-03-15,2017-03-28
28a098e17b4b,2017-02-23,2017-03-15,2017-03-25
6258c16ad6f7,2017-02-27,2017-03-15,2017-03-28
2b6c6e7475ed,2017-03-21,2017-03-21,2017-03-28
75fa48763ddd,2017-03-14,2017-03-15,2017-03-28
ef67ab5deab4,2017-03-12,2017-03-15,2017-03-28
3f1501e75ec5,2017-02-26,2017-03-15,2017-03-28
3d701ae7a1a5,2017-03-07,2017-03-15,2017-03-28
0be4a40705d0,2017-02-26,2017-03-15,2017-03-28
d2cab3e3b40b,2017-02-18,2017-03-15,2017-03-20
3fb420faf84e,2017-02-22,2017-03-15,2017-03-23
55ebc3e03075,2017-03-09,2017-03-15,2017-03-28
4d0f6022b92f,2017-03-17,2017-03-17,2017-03-28
76c4679e6f35,2017-03-11,2017-03-15,2017-03-28
0931156c9971,2017-03-17,2017-03-17,2017-03-28
e5f076bda3f3,2017-02-20,2017-03-15,2017-03-21
f2b3ee50fd36,2017-02-28,2017-03-15,2017-03-28
3d8ce888e1c5,2017-02-19,2017-03-15,2017-03-21
12065c555f13,2017-03-28,2017-03-28,2017-03-28
59acd0f784ed,2017-03-17,2017-03-17,2017-03-28
95d84df5c433,2017-03-06,2017-03-15,2017-03-28
af634975b511,2017-03-25,2017-03-25,2017-03-28
6afcc338d5e3,2017-03-21,2017-03-21,2017-03-28
5f579216b295,2017-03-04,2017-03-15,2017-03-28
dff6e77f578f,2017-03-03,2017-03-15,2017-03-28
3b6c3bef986e,2017-03-06,2017-03-15,2017-03-28
18c7a1ef11af,2017-03-07,2017-03-15,2017-03-28
1382b87cc80f,2017-03-15,2017-03-15,2017-03-28
b4266f7c2357,2017-03-22,2017-03-22,2017-03-28
244490864b39,2017-03-13,2017-03-15,2017-03-28
e4b739a2ccaa,2017-03-27,2017-03-27,2017-03-28
7c78b117195c,2017-03-09,2017-03-15,2017-03-28
feacd6fa358a,2017-03-22,2017-03-22,2017-03-28
6b93d842fb1a,2017-03-13,2017-03-15,2017-03-28
9d92c29fe5b5,2017-02-14,2017-03-15,2017-03-16
0447ba0bd4f1,2017-03-14,2017-03-15,2017-03-24
e5009548ac70,2017-02-24,2017-03-15,2017-03-25
8a8e1b902c6d,2017-03-23,2017-03-23,2017-03-28
3562ae89e7a5,2017-03-21,2017-03-21,2017-03-28
812c004cba43,2017-03-12,2017-03-15,2017-03-28
4cb83abad15d,2017-03-17,2017-03-17,2017-03-20
483e8f6ba4ba,2017-03-21,2017-03-21,2017-03-28
d21041363d23,2017-02-27,2017-03-15,2017-03-28
be0a598381c7,2017-03-21,2017-03-21,2017-03-28
342d46fc5326,2017-03-13,2017-03-15,2017-03-28
f1115cb6f44f,2017-02-22,2017-03-15,2017-03-24
ffcc3019ac44,2017-03-04,2017-03-15,2017-03-28
1ed0faedb4eb,2017-03-23,2017-03-24,2017-03-28
56ae2ea4c69d,2017-03-12,2017-03-15,2017-03-28
04028d374bf0,2017-03-22,2017-03-22,2017-03-28
c2d38f143291,2017-03-07,2017-03-15,2017-03-28
be04b10f67b6,2017-02-20,2017-03-15,2017-03-22
0891db1f9ab1,2017-03-10,2017-03-15,2017-03-28
af6a50d4ed45,2017-03-23,2017-03-24,2017-03-28
15f5e9d76a49,2017-03-01,2017-03-15,2017-03-28
0e068d8a065e,2017-03-14,2017-03-15,2017-03-28
a560f89c2ace,2017-03-15,2017-03-15,2017-03-28
f456b9c92ba2,2017-02-27,2017-03-15,2017-03-28
22cd25cddd01,2017-03-06,2017-03-15,2017-03-28
2c4bf07600f7,2017-03-13,2017-03-15,2017-03-28
b8fb656e59ea,2017-03-11,2017-03-15,2017-03-28
06048e3db58b,2017-03-02,2017-03-15,2017-03-28
51360fab8d07,2017-03-17,2017-03-17,2017-03-28
9f11e4174d1f,2017-02-18,2017-03-15,2017-03-20
1756d162e5a4,2017-03-13,2017-03-15,2017-03-28
4c240ee361cb,2017-03-06,2017-03-15,2017-03-28
a6a5e402eae1,2017-02-27,2017-03-15,2017-03-28
8ffc5789d7cb,2017-03-20,2017-03-20,2017-03-28
6300439f0abb,2017-03-11,2017-03-15,2017-03-28
326f7828d6d4,2017-03-18,2017-03-18,2017-03-28
525aafdd7b27,2017-02-18,2017-03-15,2017-03-20
fac92949d591,2017-02-22,2017-03-15,2017-03-24
42a94725f096,2017-03-07,2017-03-15,2017-03-28
9b4915e6e74e,2017-03-05,2017-03-15,2017-03-28
4b0a81cb701d,2017-02-26,2017-03-15,2017-03-27
d24b3776ef11,2017-03-17,2017-03-17,2017-03-28
0f024c95e93a,2017-03-25,2017-03-25,2017-03-28
eb9c8d9672cf,2017-02-19,2017-03-15,2017-03-21
a4f94e362a83,2017-02-25,2017-03-15,2017-03-27
faa00404bd62,2017-03-07,2017-03-15,2017-03-28
81cf6fa6936b,2017-02-27,2017-03-15,2017-03-28
3d3f73d9245f,2017-03-15,2017-03-15,2017-03-26
00015c5c812d,2017-03-10,2017-03-15,2017-03-28
dac388d6d6e5,2017-02-14,2017-03-15,2017-03-16
c1398a124e0f,2017-03-19,2017-03-19,2017-03-28
7c12ad031cf0,2017-02-22,2017-03-15,2017-03-24
1e0de6c1dcd4,2017-03-04,2017-03-15,2017-03-28
52e4de134295,2017-03-18,2017-03-18,2017-03-28
12360d88be1b,2017-03-16,2017-03-16,2017-03-28
b4a8a76a7b4e,2017-03-03,2017-03-15,2017-03-28
2d68952495de,2017-03-20,2017-03-20,2017-03-28
a11704e2ad81,2017-03-03,2017-03-15,2017-03-28
6e8936499caf,2017-03-14,2017-03-15,2017-03-28
d64bde59793e,2017-02-17,2017-03-15,2017-03-19
c77d9cad44d4,2017-02-20,2017-03-15,2017-03-22
061db823e002,2017-02-28,2017-03-15,2017-03-21
76444c297b66,2017-02-21,2017-03-15,2017-03-23
6c45c2c99c2a,2017-02-23,2017-03-15,2017-03-25
ef0f3591d68a,2017-03-06,2017-03-15,2017-03-28
87e3c2b0c83f,2017-02-22,2017-03-15,2017-03-23
