item_id,activation_date,date_from,date_to
a37384220187,2017-03-11,2017-03-15,2017-03-28
bd9bbd66c0b7,2017-03-09,2017-03-15,2017-03-28
abe9e42a452a,2017-03-06,2017-03-15,2017-03-28
1ca994ec91fd,2017-03-14,2017-03-15,2017-03-28
01dce73fc457,2017-02-20,2017-03-15,2017-03-21
27cdf885d188,2017-03-20,2017-03-20,2017-03-20
c056a2bd39a6,2017-02-19,2017-03-15,2017-03-21
c42e18449b4b,2017-03-18,2017-03-18,2017-03-28
d3d249fb00fd,2017-02-17,2017-03-15,2017-03-18
6345aa0c6660,2017-03-02,2017-03-15,2017-03-28
d2cfe5729843,2017-03-15,2017-03-15,2017-03-28
4cdcc9e7bf4c,2017-03-21,2017-03-21,2017-03-28
26807815ca4c,2017-03-27,2017-03-27,2017-03-28
8338aaf8c4f2,2017-03-27,2017-03-27,2017-03-28
668d483f6e56,2017-02-27,2017-03-15,2017-03-28
80e6bc8561c8,2017-03-02,2017-03-15,2017-03-28
b8dced1ad30a,2017-03-27,2017-03-27,2017-03-28
b298036ad632,2017-03-11,2017-03-15,2017-03-28
00fc6a43c408,2017-03-25,2017-03-25,2017-03-28
13db8beb9d47,2017-03-13,2017-03-15,2017-03-19
d502d35d8a86,2017-03-10,2017-03-15,2017-03-28
e7bc3db7d891,2017-02-28,2017-03-15,2017-03-28
acecf2f43ebe,2017-03-05,2017-03-15,2017-03-28
40fcc2bf7e97,2017-03-20,2017-03-20,2017-03-28
efc6f956e74b,2017-02-20,2017-03-15,2017-03-22
968fc7825f77,2017-02-21,2017-03-15,2017-03-23
d080d4c1d9d2,2017-03-10,2017-03-15,2017-03-28
557591b73f2f,2017-02-19,2017-03-15,2017-03-21
d2ac87e70301,2017-03-14,2017-03-15,2017-03-28
30a8dc08ec60,2017-03-26,2017-03-26,2017-03-28
bd58dcaacaef,2017-03-06,2017-03-15,2017-03-28
368c9fcc58e1,2017-02-14,2017-03-15,2017-03-15
4f0ac477ff4b,2017-03-10,2017-03-15,2017-03-28
33c7b9cc6e2d,2017-03-20,2017-03-20,2017-03-28
271652928325,2017-03-03,2017-03-15,2017-03-28
8d737d99204e,2017-03-12,2017-03-15,2017-03-28
7a76a8f2bf31,2017-03-08,2017-03-15,2017-03-28
924c0b0a27ee,2017-02-18,2017-03-15,2017-03-20
f7d72270a307,2017-03-22,2017-03-22,2017-03-28
d9849acd3ddc,2017-03-16,2017-03-16,2017-03-28
23102cdcaabf,2017-03-04,2017-03-15,2017-03-28
257730deb5ee,2017-03-06,2017-03-15,2017-03-27
1d26340076c2,2017-03-07,2017-03-15,2017-03-28
c7106bd9663f,2017-03-03,2017-03-15,2017-03-28
b2bfb63892c2,2017-03-03,2017-03-15,2017-03-28
9a07534c11b1,2017-02-16,2017-03-15,2017-03-17
ab733bf42526,2017-02-18,2017-03-15,2017-03-20
6a01ba07770c,2017-02-15,2017-03-15,2017-03-17
1a690c35e173,2017-03-09,2017-03-15,2017-03-28
89779b4c9f1c,2017-03-01,2017-03-15,2017-03-28
7cd39e945a98,2017-02-27,2017-03-15,2017-03-28
4499b039eb36,2017-02-24,2017-03-15,2017-03-26
92fbcd18fc2d,2017-03-06,2017-03-15,2017-03-28
db05cc1c77dc,2017-03-04,2017-03-15,2017-03-28
4c52477fbc80,2017-03-17,2017-03-17,2017-03-18
5a60bfe809f5,2017-03-11,2017-03-15,2017-03-28
f7b009db2199,2017-03-02,2017-03-15,2017-03-28
b588b927a1ec,2017-03-12,2017-03-15,2017-03-28
28cf5ff2a49d,2017-02-21,2017-03-15,2017-03-23
6eba5673b977,2017-03-09,2017-03-15,2017-03-28
9434556e84bb,2017-02-28,2017-03-15,2017-03-28
492550c02281,2017-02-18,2017-03-15,2017-03-19
b9470ca2f9a1,2017-03-16,2017-03-16,2017-03-28
5f4e183920c3,2017-03-28,2017-03-28,2017-03-28
a5f78c88cedd,2017-03-02,2017-03-15,2017-03-28
f0f54beb351c,2017-03-15,2017-03-15,2017-03-22
2aa19beceb1c,2017-02-26,2017-03-15,2017-03-28
83ed600bce56,2017-03-26,2017-03-26,2017-03-28
fbe6b225f802,2017-03-28,2017-03-28,2017-03-28
d103ee425fae,2017-03-18,2017-03-18,2017-03-28
66d35fe07d40,2017-03-04,2017-03-15,2017-03-28
7a5971d3add7,2017-02-14,2017-03-15,2017-03-15
f7fe995cff6a,2017-02-28,2017-03-15,2017-03-28
a7de46ac5742,2017-03-28,2017-03-28,2017-03-28
808fc3b8d05b,2017-02-14,2017-03-15,2017-03-15
a3b7bd019c54,2017-03-03,2017-03-15,2017-03-28
acee0f57aa62,2017-03-28,2017-03-28,2017-03-28
f8ab26d6dc53,2017-02-27,2017-03-15,2017-03-28
cb78747ebf62,2017-03-23,2017-03-23,2017-03-28
b7762c819c71,2017-03-05,2017-03-15,2017-03-28
d8a67b82f48b,2017-03-07,2017-03-15,2017-03-28
f3d48316b0fe,2017-02-24,2017-03-15,2017-03-26
2b1dbbdf1b64,2017-03-24,2017-03-24,2017-03-28
b5c9441de071,2017-02-22,2017-03-15,2017-03-24
956ab5e5ddf9,2017-02-17,2017-03-15,2017-03-19
fa27f71be951,2017-03-24,2017-03-24,2017-03-26
c605c67dfb18,2017-03-11,2017-03-15,2017-03-25
