item_id,activation_date,date_from,date_to
618cb6f8267d,2017-03-13,2017-03-15,2017-03-28
f453c1ed249f,2017-03-24,2017-03-24,2017-03-28
e96ad747a282,2017-02-28,2017-03-15,2017-03-28
0fe5898939aa,2017-03-26,2017-03-26,2017-03-28
11ca56fa29ba,2017-03-04,2017-03-15,2017-03-28
a3816476c4c6,2017-03-26,2017-03-26,2017-03-28
1dbf308cd58b,2017-03-05,2017-03-15,2017-03-28
4e761109113e,2017-03-18,2017-03-18,2017-03-28
a3e1b5730076,2017-03-10,2017-03-15,2017-03-23
06c53bc3adb0,2017-03-28,2017-03-28,2017-03-28
1adf1e1ab59f,2017-02-19,2017-03-15,2017-03-21
3b267ffe730d,2017-02-15,2017-03-15,2017-03-16
32558158b826,2017-03-27,2017-03-27,2017-03-28
b3f80a1f9c76,2017-02-14,2017-03-15,2017-03-15
271b8ae7abe9,2017-02-19,2017-03-15,2017-03-21
aac71d1c334e,2017-02-15,2017-03-15,2017-03-17
a7a0d8a1c16c,2017-03-14,2017-03-15,2017-03-28
30ec6b40fadc,2017-03-28,2017-03-28,2017-03-28
b1626748616f,2017-02-18,2017-03-15,2017-03-20
f56ebdf62df2,2017-03-14,2017-03-15,2017-03-28
a6b08aa5a590,2017-02-28,2017-03-15,2017-03-28
b4ca40b94f04,2017-02-25,2017-03-15,2017-03-26
eb90c1e60296,2017-03-06,2017-03-15,2017-03-28
d92e88537498,2017-03-15,2017-03-15,2017-03-21
7ab743e1ed29,2017-02-16,2017-03-15,2017-03-18
505a44454f63,2017-02-21,2017-03-15,2017-03-23
7c0666b382cb,2017-03-20,2017-03-20,2017-03-28
d852631ba78f,2017-03-28,2017-03-28,2017-03-28
aae117a746b8,2017-02-21,2017-03-15,2017-03-23
9e77097d176e,2017-02-27,2017-03-15,2017-03-28
96f3ad28e82a,2017-02-20,2017-03-15,2017-03-21
6e3b521dbeb6,2017-02-21,2017-03-15,2017-03-23
7cc27bcefa54,2017-02-25,2017-03-15,2017-03-22
8b957520a607,2017-02-23,2017-03-15,2017-03-25
6aa7807a5c1e,2017-03-17,2017-03-17,2017-03-28
565efdd96acc,2017-03-09,2017-03-15,2017-03-28
2bab55089fbd,2017-03-23,2017-03-23,2017-03-28
04462a590ce7,2017-02-25,2017-03-15,2017-03-26
04229f85f03e,2017-02-27,2017-03-15,2017-03-28
a3725be0899d,2017-03-22,2017-03-22,2017-03-24
f247afede7ae,2017-02-20,2017-03-15,2017-03-22
8692ab28776b,2017-03-27,2017-03-27,2017-03-28
53151806a048,2017-03-28,2017-03-28,2017-03-28
fc4f3dee84d4,2017-02-20,2017-03-15,2017-03-22
9bc8dec4c93d,2017-02-27,2017-03-15,2017-03-28
6bf9d9358a8f,2017-03-24,2017-03-24,2017-03-28
01bb456e6914,2017-03-25,2017-03-25,2017-03-28
80b854e7d425,2017-03-15,2017-03-15,2017-03-28
384f3a4383e1,2017-03-10,2017-03-15,2017-03-28
cc67db415720,2017-03-07,2017-03-15,2017-03-28
e88748c6fd57,2017-03-26,2017-03-26,2017-03-28
8fb64b1c9ddc,2017-03-14,2017-03-15,2017-03-28
f8aa1edd5882,2017-03-09,2017-03-15,2017-03-16
91a6da532c21,2017-03-07,2017-03-15,2017-03-28
fc1af0f6c24b,2017-03-03,2017-03-15,2017-03-28
1223a5db6814,2017-03-27,2017-03-27,2017-03-28
845eb2f9465c,2017-03-11,2017-03-15,2017-03-22
26149fec2fc9,2017-03-24,2017-03-24,2017-03-28
70830807f402,2017-02-25,2017-03-15,2017-03-27
994ada651f46,2017-03-11,2017-03-15,2017-03-28
86dd227dc461,2017-03-01,2017-03-15,2017-03-26
dbcb4a74022b,2017-03-19,2017-03-19,2017-03-28
33a2cd823a74,2017-03-02,2017-03-15,2017-03-16
5754dcd1767b,2017-03-22,2017-03-22,2017-03-28
c91b90192d3b,2017-03-24,2017-03-24,2017-03-28
41bff8779498,2017-02-16,2017-03-15,2017-03-18
1dda078708e6,2017-02-28,2017-03-15,2017-03-28
f90b48e35eb8,2017-03-08,2017-03-15,2017-03-28
eb19509b8c0b,2017-03-04,2017-03-15,2017-03-28
99f61ba37e26,2017-03-03,2017-03-15,2017-03-28
e5f75127f5fe,2017-02-26,2017-03-15,2017-03-28
83880491056f,2017-03-07,2017-03-15,2017-03-28
a47344c4a27b,2017-03-08,2017-03-15,2017-03-28
7dfd9bbfae9e,2017-03-19,2017-03-19,2017-03-28
418135cb7b00,2017-03-02,2017-03-15,2017-03-28
905d7e1dcd31,2017-02-19,2017-03-15,2017-03-21
d8a16edc21dd,2017-02-14,2017-03-15,2017-03-16
d4d45865f4d0,2017-02-20,2017-03-15,2017-03-21
2b82356731da,2017-03-09,2017-03-15,2017-03-28
ab9a2c04d064,2017-02-24,2017-03-15,2017-03-26
92d3a6dead92,2017-03-06,2017-03-15,2017-03-28
862f27cf869f,2017-03-26,2017-03-26,2017-03-28
5738a2c677db,2017-03-13,2017-03-15,2017-03-28
8fd7c2164562,2017-03-04,2017-03-15,2017-03-28
30a7e9e33b7b,2017-02-22,2017-03-15,2017-03-23
7b84f9e480c9,2017-03-19,2017-03-19,2017-03-28
7994c8227a55,2017-03-03,2017-03-15,2017-03-28
0517be1e04e0,2017-02-24,2017-03-15,2017-03-26
9f86e1e8821d,2017-02-23,2017-03-15,2017-03-25
0262dd2dc210,2017-03-09,2017-03-15,2017-03-28
854d294db2b0,2017-03-07,2017-03-15,2017-03-26
8ad4d818a8cb,2017-03-08,2017-03-15,2017-03-28
fbc26a692cd8,2017-03-13,2017-03-15,2017-03-28
adca881b37a0,2017-02-24,2017-03-15,2017-03-26
4dafe72d5d5b,2017-03-23,2017-03-23,2017-03-28
ce9026ad5046,2017-02-17,2017-03-15,2017-03-19
a4ebed250734,2017-03-10,2017-03-15,2017-03-28
9f3c99c5e72d,2017-02-15,2017-03-15,2017-03-16
51f467141e93,2017-03-07,2017-03-15,2017-03-28
c7b897f6b2ff,2017-02-19,2017-03-15,2017-03-21
4f4d1468b80e,2017-03-19,2017-03-19,2017-03-28
4deffa716dc0,2017-03-12,2017-03-15,2017-03-28
f27ed1f3a002,2017-03-12,2017-03-15,2017-03-28
89aff12c96b4,2017-03-08,2017-03-15,2017-03-28
bcc482066406,2017-03-14,2017-03-15,2017-03-28
6717d22a840a,2017-02-19,2017-03-15,2017-03-20
d06ef6893bb8,2017-03-24,2017-03-24,2017-03-28
737f2d64a3c5,2017-03-24,2017-03-24,2017-03-28
02159fde6c65,2017-02-16,2017-03-15,2017-03-18
373282bc3d47,2017-02-24,2017-03-15,2017-03-26
c2dd30ed9c9c,2017-03-13,2017-03-15,2017-03-28
37cf53eb50fa,2017-03-07,2017-03-15,2017-03-28
