item_id,activation_date,date_from,date_to
efb148573873,2017-03-08,2017-03-15,2017-03-28
57a8683f1807,2017-03-04,2017-03-15,2017-03-28
f7b91d8d95fb,2017-03-04,2017-03-15,2017-03-28
a6dee9b402bf,2017-02-20,2017-03-15,2017-03-22
f2c9e79ab726,2017-03-03,2017-03-15,2017-03-28
25cf46937698,2017-03-13,2017-03-15,2017-03-28
ff032a827ed2,2017-02-15,2017-03-15,2017-03-17
a8d67a88f27f,2017-03-20,2017-03-20,2017-03-28
034155115d54,2017-03-02,2017-03-15,2017-03-28
aca61167ab5e,2017-02-27,2017-03-15,2017-03-28
6d3bed2ac922,2017-03-05,2017-03-15,2017-03-28
1e64ab5d505b,2017-03-01,2017-03-15,2017-03-28
384c06c93648,2017-02-21,2017-03-15,2017-03-22
1c42a6e7ddb3,2017-02-19,2017-03-15,2017-03-15
92a6c771d1c6,2017-03-02,2017-03-15,2017-03-28
7eea72a405aa,2017-02-27,2017-03-15,2017-03-28
435b95bc8d01,2017-02-22,2017-03-15,2017-03-24
c2caabc9000f,2017-03-15,2017-03-15,2017-03-28
2bfce6836a03,2017-03-21,2017-03-21,2017-03-28
561d68513e52,2017-03-08,2017-03-15,2017-03-28
cd5bc50ae330,2017-03-10,2017-03-15,2017-03-28
c0f1e2673f77,2017-03-03,2017-03-15,2017-03-28
97309fff76bb,2017-03-15,2017-03-15,2017-03-28
4786743a44e3,2017-02-24,2017-03-15,2017-03-25
44f40bcd3995,2017-02-20,2017-03-15,2017-03-22
019d874bc407,2017-02-26,2017-03-15,2017-03-27
33ea31626681,2017-03-19,2017-03-19,2017-03-20
e1e10fdb831a,2017-02-20,2017-03-15,2017-03-22
59e4b0212965,2017-03-19,2017-03-19,2017-03-28
742264c1382e,2017-03-06,2017-03-15,2017-03-28
8f5875035774,2017-03-19,2017-03-19,2017-03-28
aa98cb6952e9,2017-03-11,2017-03-15,2017-03-28
6532ac8192a0,2017-02-26,2017-03-15,2017-03-28
7ed961e4ec8f,2017-03-03,2017-03-15,2017-03-28
f6a8736a36d0,2017-03-24,2017-03-24,2017-03-28
7eedd626aa6e,2017-03-12,2017-03-15,2017-03-28
38b516c78161,2017-02-18,2017-03-15,2017-03-20
ad2f4b4f4968,2017-03-24,2017-03-24,2017-03-28
1859a5dba71b,2017-03-02,2017-03-15,2017-03-28
4ef307a71cdc,2017-03-21,2017-03-21,2017-03-28
6eb3995a6d27,2017-02-16,2017-03-15,2017-03-18
e7ef262e43ec,2017-03-02,2017-03-15,2017-03-28
fb24d1c0aca7,2017-03-09,2017-03-15,2017-03-28
a1915ef9ab49,2017-02-23,2017-03-15,2017-03-25
53bd3026df88,2017-03-09,2017-03-15,2017-03-28
3d8bc5462e60,2017-03-17,2017-03-17,2017-03-28
c27c7b3193bc,2017-02-19,2017-03-15,2017-03-20
7eb81023ba52,2017-02-15,2017-03-15,2017-03-17
36fe15ef85b8,2017-03-09,2017-03-15,2017-03-28
fad1d579f636,2017-02-21,2017-03-15,2017-03-22
87e9f40a4f9c,2017-02-28,2017-03-15,2017-03-28
db99dbb28ca1,2017-02-25,2017-03-15,2017-03-17
ec8d9308492c,2017-03-26,2017-03-26,2017-03-28
55b394d7c507,2017-03-15,2017-03-15,2017-03-28
60919e0007b7,2017-03-26,2017-03-26,2017-03-28
16150f05ca64,2017-03-10,2017-03-15,2017-03-28
50fe2373eba8,2017-03-27,2017-03-27,2017-03-28
428811c49924,2017-03-27,2017-03-27,2017-03-28
4b3315fc67df,2017-03-05,2017-03-15,2017-03-28
dffa0e3dd972,2017-02-18,2017-03-15,2017-03-20
881d275a5a1b,2017-03-06,2017-03-15,2017-03-28
2edaa994e051,2017-02-28,2017-03-15,2017-03-28
155bf05dbc87,2017-03-20,2017-03-20,2017-03-28
0efe380b1e30,2017-03-09,2017-03-15,2017-03-28
9a0c6d29b8f9,2017-03-25,2017-03-25,2017-03-28
27d72fa67b30,2017-02-28,2017-03-15,2017-03-28
a32ed19bf61e,2017-03-15,2017-03-15,2017-03-28
5b5f5f81c3a3,2017-02-20,2017-03-15,2017-03-21
a360770d0a70,2017-03-25,2017-03-25,2017-03-28
1924e48dc5ae,2017-03-14,2017-03-15,2017-03-28
0e58f0922102,2017-03-26,2017-03-26,2017-03-28
7d0c3549ca89,2017-03-26,2017-03-26,2017-03-28
95bea8465fa3,2017-03-06,2017-03-15,2017-03-28
634a43eaa2cb,2017-03-12,2017-03-15,2017-03-28
0583aeb7330a,2017-03-12,2017-03-15,2017-03-28
f317996a4411,2017-03-01,2017-03-15,2017-03-28
1dafadc63ba8,2017-03-22,2017-03-22,2017-03-28
89ebae4534ae,2017-03-19,2017-03-19,2017-03-28
abc21d2dd765,2017-03-03,2017-03-15,2017-03-28
c2903cee181f,2017-03-17,2017-03-17,2017-03-28
39cbb9154536,2017-03-21,2017-03-21,2017-03-28
cc68364596ff,2017-03-11,2017-03-15,2017-03-28
2a70f0453af0,2017-03-21,2017-03-21,2017-03-28
4168aa3e6b27,2017-03-03,2017-03-15,2017-03-28
9a07d717fdef,2017-03-27,2017-03-27,2017-03-28
712ac47bc005,2017-03-20,2017-03-20,2017-03-28
f85e801c781f,2017-03-19,2017-03-19,2017-03-28
effe26e12c88,2017-02-21,2017-03-15,2017-03-23
5e2ba614ea2a,2017-03-19,2017-03-19,2017-03-28
1e960535b81c,2017-02-25,2017-03-15,2017-03-27
ce908ea7ad0c,2017-03-02,2017-03-15,2017-03-17
b473b546d448,2017-03-12,2017-03-15,2017-03-28
ebe2018cc2da,2017-03-07,2017-03-15,2017-03-18
7b9e4b76ab82,2017-03-04,2017-03-15,2017-03-28
5af12cfb3e62,2017-03-19,2017-03-19,2017-03-28
483a9bddbb73,2017-03-18,2017-03-18,2017-03-28
8b68a775b9b9,2017-02-19,2017-03-15,2017-03-21
32f8ee1e6a7f,2017-03-14,2017-03-15,2017-03-28
fee2fff07ab8,2017-03-21,2017-03-21,2017-03-28
fa759e9444ca,2017-02-25,2017-03-15,2017-03-27
4190577d0636,2017-03-03,2017-03-15,2017-03-28
121ff3f36caf,2017-03-19,2017-03-19,2017-03-28
4eb656e6d90f,2017-02-17,2017-03-15,2017-03-19
581df01a4871,2017-02-26,2017-03-15,2017-03-28
5821e5956c8c,2017-03-18,2017-03-18,2017-03-28
3bb217c685d6,2017-02-17,2017-03-15,2017-03-19
457f450c2e8e,2017-03-03,2017-03-15,2017-03-28
851f718f01d2,2017-02-23,2017-03-15,2017-03-25
e99a006a37d3,2017-02-17,2017-03-15,2017-03-18
6b4a471a53e4,2017-03-20,2017-03-20,2017-03-28
70ffca220354,2017-03-20,2017-03-20,2017-03-28
5c31bbc41a04,2017-03-24,2017-03-24,2017-03-28
c259f1a84821,2017-03-06,2017-03-15,2017-03-28
2874004e99c7,2017-02-19,2017-03-15,2017-03-21
aea63a7579c7,2017-03-25,2017-03-25,2017-03-28
018ce0100793,2017-03-19,2017-03-19,2017-03-28
