item_id,activation_date,date_from,date_to
4b8c7976f4de,2017-02-26,2017-03-15,2017-03-28
842753715260,2017-02-28,2017-03-15,2017-03-28
fef921eedbaf,2017-03-27,2017-03-27,2017-03-28
1689f0f7a831,2017-02-28,2017-03-15,2017-03-28
4702c2626ae3,2017-02-20,2017-03-15,2017-03-21
646df65a052b,2017-03-04,2017-03-15,2017-03-28
e9d7953364b7,2017-03-03,2017-03-15,2017-03-28
9f4bb21930be,2017-03-27,2017-03-27,2017-03-28
33bccd0b8c3c,2017-03-24,2017-03-24,2017-03-28
c6c8be998b39,2017-03-12,2017-03-15,2017-03-28
bdc8fc8995b5,2017-03-16,2017-03-16,2017-03-28
e26cfdad8aeb,2017-02-20,2017-03-15,2017-03-22
ab71e2b27743,2017-03-26,2017-03-26,2017-03-28
ebe8732d9513,2017-03-16,2017-03-16,2017-03-28
6be9eeb7378c,2017-03-27,2017-03-27,2017-03-28
94801c2d1b8f,2017-03-21,2017-03-21,2017-03-28
7de03c59e5e6,2017-02-18,2017-03-15,2017-03-20
63328cc8815b,2017-03-02,2017-03-15,2017-03-28
dd8705adf23f,2017-03-26,2017-03-26,2017-03-28
a0076ce3c485,2017-03-03,2017-03-15,2017-03-28
307f29b428e8,2017-03-25,2017-03-25,2017-03-28
5984b48d5a80,2017-03-03,2017-03-15,2017-03-28
1dc8cd4449c9,2017-03-12,2017-03-15,2017-03-28
380008d38413,2017-03-01,2017-03-15,2017-03-28
8ab1ec619b5c,2017-03-14,2017-03-15,2017-03-28
9e8bb62d32ba,2017-03-20,2017-03-20,2017-03-28
e8df3ffeaa2e,2017-03-04,2017-03-15,2017-03-28
e8dd07abcd02,2017-02-27,2017-03-15,2017-03-28
66f7cfbdafce,2017-03-11,2017-03-15,2017-03-28
fb910fd0c3ef,2017-03-17,2017-03-17,2017-03-28
919e1e115d3e,2017-03-14,2017-03-15,2017-03-28
49cca177795a,2017-03-12,2017-03-15,2017-03-28
5480ed6f455b,2017-03-25,2017-03-25,2017-03-27
59493320067c,2017-03-24,2017-03-24,2017-03-28
92b8f5bad3d3,2017-02-16,2017-03-15,2017-03-18
fdb0bab4224a,2017-03-25,2017-03-25,2017-03-28
424a9c9f78cf,2017-03-04,2017-03-15,2017-03-28
b31264aad72f,2017-03-09,2017-03-15,2017-03-28
10c2fc66e66c,2017-03-11,2017-03-15,2017-03-28
991cdfb3bd9e,2017-03-27,2017-03-27,2017-03-28
c5cc58267e99,2017-03-24,2017-03-24,2017-03-28
f4be884ed82e,2017-03-04,2017-03-15,2017-03-28
473921ff6b5e,2017-02-25,2017-03-15,2017-03-27
d98df63700e5,2017-02-18,2017-03-15,2017-03-19
f07a1d76fa37,2017-03-10,2017-03-15,2017-03-28
7a70891bcb15,2017-03-26,2017-03-26,2017-03-28
4816e8eeecfa,2017-03-19,2017-03-19,2017-03-28
a05f69665c53,2017-02-23,2017-03-15,2017-03-24
ce660c6adf8c,2017-03-09,2017-03-15,2017-03-28
5dd427af2d68,2017-03-13,2017-03-15,2017-03-28
fefea33b0671,2017-03-22,2017-03-22,2017-03-27
453eeee23e58,2017-03-12,2017-03-15,2017-03-28
06ef73a63e07,2017-03-26,2017-03-26,2017-03-28
37e77634d08a,2017-03-23,2017-03-23,2017-03-27
d941841c4074,2017-03-14,2017-03-15,2017-03-28
d141ec8ec27a,2017-02-18,2017-03-15,2017-03-20
b5f20452f367,2017-02-14,2017-03-15,2017-03-16
03b1b4bb430d,2017-03-08,2017-03-15,2017-03-28
b5b8730a3fe0,2017-03-04,2017-03-15,2017-03-28
3b532ababb3a,2017-02-17,2017-03-15,2017-03-19
5984bb9cdb92,2017-02-14,2017-03-15,2017-03-16
1df701110cf4,2017-03-27,2017-03-27,2017-03-28
8cff3ed2ea31,2017-02-24,2017-03-15,2017-03-25
e8f81eec834e,2017-02-20,2017-03-15,2017-03-21
98799ea26664,2017-03-11,2017-03-15,2017-03-28
1fac9eac12b6,2017-03-01,2017-03-15,2017-03-28
cb95483dc78c,2017-02-20,2017-03-15,2017-03-22
44c68185b71c,2017-03-26,2017-03-26,2017-03-28
81a3b2391115,2017-03-03,2017-03-15,2017-03-28
1baf9880f886,2017-03-14,2017-03-15,2017-03-28
542a20723a3e,2017-02-21,2017-03-15,2017-03-23
a0f5ef9a6ce5,2017-03-13,2017-03-15,2017-03-28
3391d841da88,2017-03-03,2017-03-15,2017-03-28
4ea3c069a40f,2017-03-21,2017-03-21,2017-03-28
56d7430503b9,2017-02-19,2017-03-15,2017-03-20
db5fa0f93fe0,2017-02-25,2017-03-15,2017-03-26
4b14777589ca,2017-02-27,2017-03-15,2017-03-28
a81f76a13454,2017-03-13,2017-03-15,2017-03-28
c2e550540d33,2017-03-10,2017-03-15,2017-03-28
5829d3b98008,2017-03-22,2017-03-22,2017-03-28
4ab31625a81e,2017-02-14,2017-03-15,2017-03-16
a73591fdd6af,2017-03-15,2017-03-15,2017-03-28
b5f24e4bd7e5,2017-02-22,2017-03-15,2017-03-23
a50bf4b16f72,2017-02-23,2017-03-15,2017-03-25
f188f5f6ae3f,2017-03-21,2017-03-21,2017-03-28
cf1a9d943c87,2017-02-27,2017-03-15,2017-03-28
b673b1ab37ea,2017-03-09,2017-03-15,2017-03-28
2edfd01d828c,2017-03-11,2017-03-15,2017-03-28
f3bda142333e,2017-02-17,2017-03-15,2017-03-19
0dd8c26d68fc,2017-02-18,2017-03-15,2017-03-19
6b93e4ac98a8,2017-03-07,2017-03-15,2017-03-28
d55d7c4bbc6d,2017-02-22,2017-03-15,2017-03-24
4515ea7a71a5,2017-02-21,2017-03-15,2017-03-22
9bee6d5d1d46,2017-03-05,2017-03-15,2017-03-28
6414c548b037,2017-02-15,2017-03-15,2017-03-17
f3aa9ed90070,2017-03-22,2017-03-22,2017-03-28
539c42536009,2017-03-10,2017-03-15,2017-03-28
8e7f1a3e4dfc,2017-03-23,2017-03-23,2017-03-28
830fbf22a8be,2017-03-14,2017-03-15,2017-03-28
4d502769506b,2017-03-22,2017-03-22,2017-03-28
5c3351f85f8b,2017-02-23,2017-03-15,2017-03-23
1dd08c41056d,2017-02-27,2017-03-15,2017-03-28
5cc893720881,2017-03-08,2017-03-15,2017-03-28
6c7c8c5d35cf,2017-02-20,2017-03-15,2017-03-22
884725958254,2017-03-09,2017-03-15,2017-03-28
9c50b6402f79,2017-02-23,2017-03-15,2017-03-25
c3ec3fc9d473,2017-03-09,2017-03-15,2017-03-28
9b9c8efab02a,2017-03-26,2017-03-26,2017-03-28
6795672bbe21,2017-03-03,2017-03-15,2017-03-28
13278750dfec,2017-03-14,2017-03-15,2017-03-28
8c98af508c30,2017-03-13,2017-03-15,2017-03-28
adb7310614a0,2017-03-16,2017-03-16,2017-03-28
1b65f7e155a8,2017-03-13,2017-03-15,2017-03-28
43851177b195,2017-03-02,2017-03-15,2017-03-28
b3c62fbfd7ca,2017-03-03,2017-03-15,2017-03-28
89c0969df3ca,2017-02-17,2017-03-15,2017-03-19
1fbf2969dade,2017-02-20,2017-03-15,2017-03-22
2c183e39f242,2017-02-15,2017-03-15,2017-03-17
3d38fa73708f,2017-03-23,2017-03-23,2017-03-28
863406517b7a,2017-02-14,2017-03-15,2017-03-15
3ed5fba0144f,2017-03-23,2017-03-23,2017-03-28
e552a7ecece9,2017-02-17,2017-03-15,2017-03-19
e31ea3dce6d0,2017-03-24,2017-03-24,2017-03-28
49e524688d21,2017-03-03,2017-03-15,2017-03-28
9746dd462091,2017-03-13,2017-03-15,2017-03-28
75fe62cf7105,2017-02-17,2017-03-15,2017-03-19
a2758ce48ae5,2017-03-10,2017-03-15,2017-03-28
2c50672c764d,2017-03-10,2017-03-15,2017-03-28
d837756aa478,2017-03-06,2017-03-15,2017-03-28
1f562ef1be00,2017-03-22,2017-03-22,2017-03-28
99037edcf6de,2017-03-20,2017-03-20,2017-03-28
5e2f5200fd09,2017-03-05,2017-03-15,2017-03-28
a6967950f72d,2017-02-25,2017-03-15,2017-03-27
a8e6c2013050,2017-03-27,2017-03-27,2017-03-28
c0a0c3d4bb05,2017-02-25,2017-03-15,2017-03-26
306ab6c3b9ff,2017-02-21,2017-03-15,2017-03-23
aa588a727e44,2017-02-28,2017-03-15,2017-03-28
66f1b8f4c754,2017-02-14,2017-03-15,2017-03-16
ec0498767bfa,2017-03-10,2017-03-15,2017-03-28
8ee5cee7703e,2017-03-27,2017-03-27,2017-03-28
ac2dbad456ed,2017-03-11,2017-03-15,2017-03-28
ab0d0ef8e2b7,2017-03-10,2017-03-15,2017-03-28
d382e31eeeb9,2017-03-26,2017-03-26,2017-03-28
1a5b9a60bb3c,2017-02-25,2017-03-15,2017-03-27
e771c619ed19,2017-02-22,2017-03-15,2017-03-24
1368086652ea,2017-02-20,2017-03-15,2017-03-22
69284358a047,2017-02-25,2017-03-15,2017-03-27
1b856ecc72aa,2017-03-10,2017-03-15,2017-03-28
d81857ea1f25,2017-03-13,2017-03-15,2017-03-28
ed01fda83538,2017-03-20,2017-03-20,2017-03-28
82f684aa389a,2017-03-14,2017-03-15,2017-03-28
527a6de28e8e,2017-02-19,2017-03-15,2017-03-21
abddf4801778,2017-03-08,2017-03-15,2017-03-28
72b3da3774dd,2017-02-24,2017-03-15,2017-03-23
314b1c5d60b8,2017-02-14,2017-03-15,2017-03-16
5adfdf0f10f3,2017-03-07,2017-03-15,2017-03-28
557783a8d133,2017-02-14,2017-03-15,2017-03-16
1c509fe7d5cd,2017-03-04,2017-03-15,2017-03-28
ae20b90918f3,2017-03-13,2017-03-15,2017-03-28
775b4ae75d46,2017-03-08,2017-03-15,2017-03-28
a5f0d549682c,2017-03-05,2017-03-15,2017-03-23
4fd80b25a05f,2017-03-06,2017-03-15,2017-03-28
4f5d27065dd3,2017-02-21,2017-03-15,2017-03-23
e76cd590afd2,2017-03-13,2017-03-15,2017-03-28
4f9211d05654,2017-02-18,2017-03-15,2017-03-20
4cacfc7f543a,2017-02-26,2017-03-15,2017-03-28
357ec0db8348,2017-03-14,2017-03-15,2017-03-28
62fcd232aa0b,2017-03-02,2017-03-15,2017-03-26
bf90cd6be569,2017-03-02,2017-03-15,2017-03-28
22010edc8a37,2017-03-25,2017-03-25,2017-03-28
208bc77847cd,2017-03-22,2017-03-22,2017-03-28
8f2ed75dc817,2017-03-09,2017-03-15,2017-03-28
d7c2fc507592,2017-03-13,2017-03-15,2017-03-28
8c5e9e98537e,2017-03-16,2017-03-16,2017-03-28
8afee9bc91c9,2017-02-14,2017-03-15,2017-03-16
bc270144d737,2017-03-25,2017-03-25,2017-03-28
169b301ace52,2017-02-21,2017-03-15,2017-03-23
197a35163309,2017-03-21,2017-03-21,2017-03-28
1c07a1e86f3b,2017-03-06,2017-03-15,2017-03-28
bfb88523485f,2017-02-13,2017-03-15,2017-03-15
2c44e92d1c9c,2017-03-22,2017-03-22,2017-03-28
b28575cd124b,2017-03-04,2017-03-15,2017-03-28
d3efae977170,2017-03-12,2017-03-15,2017-03-16
4b6559d24e54,2017-02-18,2017-03-15,2017-03-19
d534cdfe148e,2017-02-17,2017-03-15,2017-03-19
0184bbf36c4e,2017-03-28,2017-03-28,2017-03-28
2a40ee2f5379,2017-02-28,2017-03-15,2017-03-28
bcc77fb3905b,2017-03-23,2017-03-23,2017-03-28
8a0cd8485905,2017-02-21,2017-03-15,2017-03-23
41ff436f7f41,2017-03-21,2017-03-21,2017-03-23
d6549f1f5d66,2017-03-11,2017-03-15,2017-03-28
1f087866b06b,2017-03-10,2017-03-15,2017-03-28
4d03429fcf36,2017-03-11,2017-03-15,2017-03-28
920e6b728a67,2017-03-10,2017-03-15,2017-03-28
8eab28ea83e2,2017-03-05,2017-03-15,2017-03-28
17653343b705,2017-03-09,2017-03-15,2017-03-28
6b1a68df86ff,2017-02-22,2017-03-15,2017-03-23
fee54d93cef9,2017-02-19,2017-03-15,2017-03-20
3692604d4fb3,2017-03-21,2017-03-21,2017-03-28
62222bde606f,2017-02-16,2017-03-15,2017-03-18
c651bd2a1f27,2017-03-15,2017-03-15,2017-03-28
43bc807fc64f,2017-03-22,2017-03-22,2017-03-28
c67035498e4f,2017-03-10,2017-03-15,2017-03-28
5d5b7af9bf82,2017-03-27,2017-03-27,2017-03-28
25d4d6b9adc3,2017-03-19,2017-03-19,2017-03-28
9876448b41df,2017-03-06,2017-03-15,2017-03-28
641eb8853f24,2017-03-25,2017-03-25,2017-03-28
e2d428dfa1c6,2017-02-26,2017-03-15,2017-03-27
2deb81da0fc9,2017-02-21,2017-03-15,2017-03-22
db2220aaa456,2017-02-16,2017-03-15,2017-03-18
0a5c49de9495,2017-03-17,2017-03-17,2017-03-28
a5f7ac91cae7,2017-03-17,2017-03-17,2017-03-28
46e9bb797487,2017-02-24,2017-03-15,2017-03-26
a807677e382f,2017-02-13,2017-03-15,2017-03-15
7af784f002ad,2017-03-09,2017-03-15,2017-03-28
eb9972d90a90,2017-02-18,2017-03-15,2017-03-20
ea6ae08e1962,2017-03-01,2017-03-15,2017-03-28
d30ce0561058,2017-03-15,2017-03-15,2017-03-28
3615939a0dc7,2017-03-24,2017-03-24,2017-03-28
52e321c98db8,2017-03-27,2017-03-27,2017-03-28
30c872d8b664,2017-03-26,2017-03-26,2017-03-28
8dfc389fc490,2017-03-06,2017-03-15,2017-03-28
e1a5ae1d2388,2017-03-11,2017-03-15,2017-03-28
7628dad020dd,2017-03-11,2017-03-15,2017-03-28
2bf60c09d477,2017-03-25,2017-03-25,2017-03-28
7f4d28c52d8b,2017-02-17,2017-03-15,2017-03-19
49abd5901421,2017-03-18,2017-03-18,2017-03-28
86a8c3905beb,2017-03-08,2017-03-15,2017-03-28
547b081af268,2017-02-18,2017-03-15,2017-03-20
a6af1240b144,2017-02-18,2017-03-15,2017-03-20
8f035f5ff9b0,2017-02-17,2017-03-15,2017-03-18
977671431119,2017-02-22,2017-03-15,2017-03-23
e3ccfb67da06,2017-03-18,2017-03-18,2017-03-28
5844d6da80b0,2017-03-20,2017-03-20,2017-03-28
68c4cba611f6,2017-03-04,2017-03-15,2017-03-28
47eb1098d3d7,2017-03-17,2017-03-17,2017-03-28
5969b3903b18,2017-03-19,2017-03-19,2017-03-28
d8a41bee4c48,2017-03-22,2017-03-22,2017-03-28
a3cab48515a4,2017-03-17,2017-03-17,2017-03-28
dbea341aa365,2017-02-24,2017-03-15,2017-03-25
8e83eb934ed0,2017-02-16,2017-03-15,2017-03-18
4eff81c20001,2017-02-24,2017-03-15,2017-03-26
4ebf7973f249,2017-03-14,2017-03-15,2017-03-28
75d866c756f2,2017-03-02,2017-03-15,2017-03-28
3e40d49ec6ca,2017-02-14,2017-03-15,2017-03-16
