item_id,activation_date,date_from,date_to
593e7c084d88,2017-03-12,2017-03-15,2017-03-28
78f3aae31b14,2017-03-12,2017-03-15,2017-03-28
5ad30d68c6eb,2017-02-22,2017-03-15,2017-03-24
c3368e8ab49e,2017-03-06,2017-03-15,2017-03-28
f90622fe1f71,2017-03-05,2017-03-15,2017-03-28
eefb6dbad939,2017-03-27,2017-03-27,2017-03-28
5ec7b57d3697,2017-02-25,2017-03-15,2017-03-27
7e75547ab732,2017-03-11,2017-03-15,2017-03-28
81db98e292b7,2017-03-25,2017-03-25,2017-03-28
539726d923ab,2017-03-20,2017-03-20,2017-03-28
1c6075216540,2017-02-20,2017-03-15,2017-03-22
d616d93c3b53,2017-03-04,2017-03-15,2017-03-28
750e39070358,2017-03-16,2017-03-16,2017-03-28
ce93136ddc0e,2017-03-10,2017-03-15,2017-03-28
d7c7bf7f2a33,2017-02-20,2017-03-15,2017-03-22
a0dc300805e4,2017-03-17,2017-03-17,2017-03-28
561e43b1ede6,2017-03-27,2017-03-27,2017-03-28
eec0dba925c6,2017-02-27,2017-03-15,2017-03-28
3ece66a4450c,2017-03-01,2017-03-15,2017-03-28
ce4117537deb,2017-03-07,2017-03-15,2017-03-28
4985d75d951d,2017-03-13,2017-03-15,2017-03-28
b15f1650437c,2017-03-11,2017-03-15,2017-03-28
6920a75a1463,2017-03-14,2017-03-15,2017-03-28
f6baa1170644,2017-02-22,2017-03-15,2017-03-24
8d56f173c046,2017-03-04,2017-03-15,2017-03-28
33749b67a15c,2017-03-22,2017-03-22,2017-03-24
5ede7747e300,2017-03-03,2017-03-15,2017-03-28
15e3bba176f9,2017-03-28,2017-03-28,2017-03-28
5781b22bd08c,2017-03-23,2017-03-23,2017-03-28
d20174e407fc,2017-02-22,2017-03-15,2017-03-24
4260fbb27cf3,2017-03-20,2017-03-20,2017-03-28
efa4b052b37c,2017-02-15,2017-03-15,2017-03-17
683bca96d5b0,2017-03-21,2017-03-21,2017-03-28
287dcf50e721,2017-03-04,2017-03-15,2017-03-28
dc553ac6f9b3,2017-03-01,2017-03-15,2017-03-28
e0ded5eb8bf1,2017-02-20,2017-03-15,2017-03-22
252e9ccc824d,2017-02-27,2017-03-15,2017-03-28
ffd323986579,2017-02-28,2017-03-15,2017-03-28
808e5e07f06a,2017-02-14,2017-03-15,2017-03-15
7fbe7c61ca05,2017-03-21,2017-03-21,2017-03-28
53e4d200a518,2017-03-13,2017-03-15,2017-03-20
112f194e9609,2017-03-07,2017-03-15,2017-03-28
ef67785e461d,2017-02-14,2017-03-15,2017-03-20
ebb7e0d134dd,2017-02-15,2017-03-15,2017-03-17
6d9546998633,2017-02-19,2017-03-15,2017-03-21
3dba0268e0b2,2017-03-09,2017-03-15,2017-03-28
b276ec5e8634,2017-03-23,2017-03-23,2017-03-28
8c75b80815ed,2017-02-16,2017-03-15,2017-03-18
a5b0f541a838,2017-03-06,2017-03-15,2017-03-28
c6ac23dbd230,2017-02-21,2017-03-15,2017-03-22
14cc741ae6a5,2017-03-09,2017-03-15,2017-03-18
4725b65e1a13,2017-02-20,2017-03-15,2017-03-22
2a6c61d62199,2017-02-25,2017-03-15,2017-03-26
f19b79eeff93,2017-02-26,2017-03-15,2017-03-28
e9a4fd9c5717,2017-03-11,2017-03-15,2017-03-28
522f5287abe7,2017-02-15,2017-03-15,2017-03-17
c8ef20576b88,2017-03-09,2017-03-15,2017-03-28
0793e990031e,2017-03-10,2017-03-15,2017-03-28
2fc83be4b4bb,2017-02-24,2017-03-15,2017-03-26
617904e2b174,2017-03-22,2017-03-22,2017-03-28
2ea97177ce96,2017-03-03,2017-03-15,2017-03-28
191cdcbb277e,2017-03-17,2017-03-17,2017-03-28
cc181bbd5a3e,2017-02-24,2017-03-15,2017-03-23
166480bb4bb3,2017-03-28,2017-03-28,2017-03-28
15a6c40b9355,2017-03-17,2017-03-17,2017-03-19
bdaedb264010,2017-03-26,2017-03-26,2017-03-28
00716efb4f04,2017-02-14,2017-03-15,2017-03-15
1937fbfb154e,2017-03-14,2017-03-15,2017-03-28
7e26f54527c4,2017-02-16,2017-03-15,2017-03-18
35914b6c9646,2017-03-12,2017-03-15,2017-03-28
287972163817,2017-02-22,2017-03-15,2017-03-23
f59105d85984,2017-03-03,2017-03-15,2017-03-28
c505040c9cf7,2017-03-03,2017-03-15,2017-03-28
f0fba97ab3cd,2017-03-16,2017-03-16,2017-03-28
54b1ce7c044d,2017-03-10,2017-03-15,2017-03-28
c13ed4cc1881,2017-03-13,2017-03-15,2017-03-28
3a5fa26d006a,2017-03-22,2017-03-22,2017-03-26
