item_id,activation_date,date_from,date_to
60813770494b,2017-03-26,2017-03-26,2017-03-28
c1cf54f120a4,2017-03-09,2017-03-15,2017-03-28
b190c0d51477,2017-03-17,2017-03-17,2017-03-28
e93fbdf60e5d,2017-03-26,2017-03-26,2017-03-28
acb3bcb26c11,2017-02-28,2017-03-15,2017-03-28
65676d837857,2017-03-20,2017-03-20,2017-03-28
e55b0f03baed,2017-02-23,2017-03-15,2017-03-25
be1e98f8f797,2017-03-16,2017-03-16,2017-03-28
b00de4bfca6c,2017-03-14,2017-03-15,2017-03-28
e0467e0abec4,2017-02-22,2017-03-15,2017-03-24
62f0f5c1a682,2017-03-13,2017-03-15,2017-03-28
0357d6d0183e,2017-03-08,2017-03-15,2017-03-28
fca69b9918aa,2017-03-18,2017-03-18,2017-03-28
8cb99bb34526,2017-02-25,2017-03-15,2017-03-27
52d57c07b927,2017-02-23,2017-03-15,2017-03-24
ebe0926950f2,2017-03-14,2017-03-15,2017-03-28
8a2246aca6b1,2017-03-08,2017-03-15,2017-03-28
0890cff267ea,2017-03-11,2017-03-15,2017-03-24
7585b0c1841e,2017-02-27,2017-03-15,2017-03-28
7383f4241537,2017-03-01,2017-03-15,2017-03-28
bac936567a80,2017-03-21,2017-03-21,2017-03-23
65e704c81004,2017-03-13,2017-03-15,2017-03-28
aaed47607847,2017-03-27,2017-03-27,2017-03-28
f1b623c5d1df,2017-03-10,2017-03-15,2017-03-28
0a0e9198ff7d,2017-03-12,2017-03-15,2017-03-28
f10ee7c38148,2017-02-18,2017-03-15,2017-03-19
ef115248bd4f,2017-02-15,2017-03-15,2017-03-17
482d77a96b2f,2017-03-09,2017-03-15,2017-03-17
f21dda5099ce,2017-03-11,2017-03-15,2017-03-28
e274831649a9,2017-03-26,2017-03-26,2017-03-28
86d79c8f24aa,2017-02-20,2017-03-15,2017-03-21
ab219bcc1355,2017-03-08,2017-03-15,2017-03-28
b396466534bf,2017-02-25,2017-03-15,2017-03-27
42a410407d95,2017-03-06,2017-03-15,2017-03-28
a8e3c9cfd9fd,2017-03-21,2017-03-21,2017-03-28
28356e06ee11,2017-03-21,2017-03-21,2017-03-28
b33e9fa1a345,2017-02-21,2017-03-15,2017-03-23
a0d2c1a36fef,2017-03-08,2017-03-15,2017-03-28
ad7492e73772,2017-02-27,2017-03-15,2017-03-28
